"scenario","snp_id","chr","window_start","delta_score","term","slope","std.error","statistic","p.value","r_squared","fdr_p","significant","direction"
"erosion","Lcu.1GRN.Chr3:363938542","Lcu.1GRN.Chr3",363000001,0.434466254372907,"mean_year",0.0304253157648021,0.0141768512032857,2.14612647960575,0.0984084610198913,0.535200371971347,0.252019773397753,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:363944740","Lcu.1GRN.Chr3",363000001,0.434466254372907,"mean_year",0.0303236046494007,0.0141939217373627,2.13637958631121,0.0994917240697912,0.532934959218437,0.253275974984119,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:363945801","Lcu.1GRN.Chr3",363000001,0.434466254372907,"mean_year",0.0304198474252644,0.0141777440040651,2.14560563489807,0.0984660149494917,0.535079611379116,0.252019773397753,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:363946141","Lcu.1GRN.Chr3",363000001,0.434466254372907,"mean_year",0.0303236046494007,0.0141939217373627,2.13637958631121,0.0994917240697912,0.532934959218437,0.253275974984119,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:363947264","Lcu.1GRN.Chr3",363000001,0.434466254372907,"mean_year",0.014669855198847,0.00705504856426769,2.0793414907371,0.106101976739716,0.519442228229617,0.265471340743672,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364024472","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.029912587737714,0.0148251886290051,2.01768682249282,0.113797291694689,0.504402154900376,0.269270035147444,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364102462","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.0303164714019557,0.0147187483985114,2.05971802636573,0.108487232172968,0.514706712861903,0.265471340743672,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364103338","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.0303164714019557,0.0147187483985114,2.05971802636573,0.108487232172968,0.514706712861903,0.265471340743672,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364103528","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.0303164714019557,0.0147187483985114,2.05971802636573,0.108487232172968,0.514706712861903,0.265471340743672,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364118864","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.030082736730765,0.0147904454857287,2.0339304018795,0.111712007655754,0.508410656139865,0.269270035147444,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364125718","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.029912587737714,0.0148251886290051,2.01768682249282,0.113797291694689,0.504402154900376,0.269270035147444,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364129036","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.0298963385505411,0.0148297643905661,2.01596854563377,0.114020363351769,0.503976199759285,0.269270035147444,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364133844","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.0299922474560029,0.0148085985772551,2.02532652225909,0.112811263894769,0.50629154419306,0.269270035147444,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364133886","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.0298948855780942,0.0148289526054379,2.01598092417745,0.114018754619603,0.503979269678773,0.269270035147444,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364174302","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.0298963385505411,0.0148297643905661,2.01596854563377,0.114020363351769,0.503976199759285,0.269270035147444,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364174650","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.0299914876584972,0.0148100692934891,2.0250740941288,0.112843693670227,0.506229232194551,0.269270035147444,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364174928","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.0299914876584972,0.0148100692934891,2.0250740941288,0.112843693670227,0.506229232194551,0.269270035147444,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364174952","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.0299914876584972,0.0148100692934891,2.0250740941288,0.112843693670227,0.506229232194551,0.269270035147444,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364183140","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.0299838319831444,0.0148116238685744,2.02434468017789,0.112937459964963,0.506049131289604,0.269270035147444,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364215929","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.0148611447609008,0.00743355934578211,1.99919635663274,0.116223126115891,0.499799048793022,0.271632581964955,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364218902","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.0147659956529447,0.00745613332929041,1.98038245841695,0.118749618725968,0.495071562776626,0.271632581964955,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364218952","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.0147659956529447,0.00745613332929041,1.98038245841695,0.118749618725968,0.495071562776626,0.271632581964955,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364220085","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.0303245959955422,0.014716500280088,2.0605847462642,0.108380642382791,0.514916881713514,0.265471340743672,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364220543","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.0303245959955422,0.014716500280088,2.0605847462642,0.108380642382791,0.514916881713514,0.265471340743672,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364220857","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.0146708465449885,0.00748030169859934,1.96126401529173,0.121378600857973,0.49022224197424,0.274821291455673,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364220889","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.0146708465449885,0.00748030169859934,1.96126401529173,0.121378600857973,0.49022224197424,0.274821291455673,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364222069","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.0146631908696357,0.00748231512418912,1.95971308696048,0.121594636874263,0.489826853028736,0.274821291455673,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364222301","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.014751309051913,0.0074599235403405,1.97740753938608,0.119154584845753,0.494319985700228,0.271902149033561,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364223118","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.0146631908696357,0.00748231512418912,1.95971308696048,0.121594636874263,0.489826853028736,0.274821291455673,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364349955","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.029912587737714,0.0148251886290051,2.01768682249282,0.113797291694689,0.504402154900376,0.269270035147444,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364355001","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.0300963239461811,0.0147877834965007,2.03521534875751,0.111548851333872,0.508726341445269,0.269270035147444,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:364410826","Lcu.1GRN.Chr3",363500001,0.431438849546121,"mean_year",0.0301028859536263,0.0147865038459467,2.03583526351147,0.111470231213748,0.50887856815062,0.269270035147444,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:371020168","Lcu.1GRN.Chr3",371000001,0.428285070795499,"mean_year",0.0304834823854509,0.0147189703240304,2.07103361949737,0.107104675388709,0.517443235896615,0.265471340743672,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:371024935","Lcu.1GRN.Chr3",371000001,0.428285070795499,"mean_year",0.0304834823854509,0.0147189703240304,2.07103361949737,0.107104675388709,0.517443235896615,0.265471340743672,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:371038685","Lcu.1GRN.Chr3",371000001,0.428285070795499,"mean_year",-0.0011009097328456,0.00160496084396897,-0.685941801622474,0.530441515046631,0.105248731662543,0.610488073108791,FALSE,"stable"
"erosion","Lcu.1GRN.Chr3:371254982","Lcu.1GRN.Chr3",371000001,0.428285070795499,"mean_year",0.0304834823854509,0.0147189703240304,2.07103361949737,0.107104675388709,0.517443235896615,0.265471340743672,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:371401001","Lcu.1GRN.Chr3",371000001,0.428285070795499,"mean_year",0.0148253073949923,0.0074721392403307,1.98407804219882,0.118248643541311,0.496003666759538,0.271632581964955,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:371670772","Lcu.1GRN.Chr3",371000001,0.428285070795499,"mean_year",0.0148275455990822,0.00747178989969149,1.98447036093646,0.118195596364505,0.496102517586465,0.271632581964955,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:371670804","Lcu.1GRN.Chr3",371000001,0.428285070795499,"mean_year",0.0148275455990822,0.00747178989969149,1.98447036093646,0.118195596364505,0.496102517586465,0.271632581964955,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:371673946","Lcu.1GRN.Chr3",371000001,0.428285070795499,"mean_year",0.0148297329348973,0.00747144937259783,1.98485356660337,0.118143806514909,0.496199053662357,0.271632581964955,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:371674806","Lcu.1GRN.Chr3",371000001,0.428285070795499,"mean_year",0.0304834823854509,0.0147189703240304,2.07103361949737,0.107104675388709,0.517443235896615,0.265471340743672,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:371674860","Lcu.1GRN.Chr3",371000001,0.428285070795499,"mean_year",0.0304834823854509,0.0147189703240304,2.07103361949737,0.107104675388709,0.517443235896615,0.265471340743672,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:371674879","Lcu.1GRN.Chr3",371000001,0.428285070795499,"mean_year",0.0304834823854509,0.0147189703240304,2.07103361949737,0.107104675388709,0.517443235896615,0.265471340743672,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:371750789","Lcu.1GRN.Chr3",371000001,0.428285070795499,"mean_year",0.0148297329348973,0.00747144937259783,1.98485356660337,0.118143806514909,0.496199053662357,0.271632581964955,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:371753756","Lcu.1GRN.Chr3",371000001,0.428285070795499,"mean_year",0.0148297329348973,0.00747144937259783,1.98485356660337,0.118143806514909,0.496199053662357,0.271632581964955,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:371821606","Lcu.1GRN.Chr3",371000001,0.428285070795499,"mean_year",0.0305623823062342,0.0147091079841331,2.07778624911873,0.106288892122545,0.519068668610278,0.265471340743672,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:372172551","Lcu.1GRN.Chr3",371500001,0.427250796666546,"mean_year",0.0148297329348973,0.00747144937259783,1.98485356660337,0.118143806514909,0.496199053662357,0.271632581964955,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:372179013","Lcu.1GRN.Chr3",371500001,0.427250796666546,"mean_year",0.0148297329348973,0.00747144937259783,1.98485356660337,0.118143806514909,0.496199053662357,0.271632581964955,FALSE,"increasing"
"erosion","Lcu.1GRN.Chr3:372179598","Lcu.1GRN.Chr3",371500001,0.427250796666546,"mean_year",-0.0148297329348973,0.00747144937259783,-1.98485356660337,0.118143806514909,0.496199053662357,0.271632581964955,FALSE,"decreasing"
"erosion","Lcu.1GRN.Chr4:273224765","Lcu.1GRN.Chr4",273000001,0.443091646135918,"mean_year",-0.0010186894031989,0.000401331755970848,-2.53827260874141,0.0640984251413483,0.616961989347292,0.170031396663464,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:273225590","Lcu.1GRN.Chr4",273000001,0.443091646135918,"mean_year",-0.000384971103454812,0.000451172709336475,-0.853267707661165,0.441593746146602,0.153988081949434,0.610488073108791,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:273227885","Lcu.1GRN.Chr4",273000001,0.443091646135918,"mean_year",-0.00101431473156874,0.000398801572509695,-2.54340705124498,0.063749842975222,0.617916631474063,0.170031396663464,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:273227978","Lcu.1GRN.Chr4",273000001,0.443091646135918,"mean_year",-0.000380596431824651,0.000446045746730379,-0.853267707661184,0.441593746146593,0.153988081949438,0.610488073108791,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:273734059","Lcu.1GRN.Chr4",273500001,0.460572652425104,"mean_year",-0.000935414810785509,0.000365065227879989,-2.56232239980143,0.0624842502627597,0.621409163420775,0.169064528568096,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:273734976","Lcu.1GRN.Chr4",273500001,0.460572652425104,"mean_year",-0.000935414810785509,0.000365065227879989,-2.56232239980143,0.0624842502627597,0.621409163420775,0.169064528568096,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:273735076","Lcu.1GRN.Chr4",273500001,0.460572652425104,"mean_year",-0.000935414810785509,0.000365065227879989,-2.56232239980143,0.0624842502627597,0.621409163420775,0.169064528568096,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:273735752","Lcu.1GRN.Chr4",273500001,0.460572652425104,"mean_year",-0.000938695814508133,0.000365894729956112,-2.56548055398537,0.0622757586395433,0.62198856503572,0.169064528568096,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:273735852","Lcu.1GRN.Chr4",273500001,0.460572652425104,"mean_year",-0.000938695814508133,0.000365894729956112,-2.56548055398537,0.0622757586395433,0.62198856503572,0.169064528568096,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:273736324","Lcu.1GRN.Chr4",273500001,0.460572652425104,"mean_year",-0.000938695814508133,0.000365894729956112,-2.56548055398537,0.0622757586395433,0.62198856503572,0.169064528568096,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:273738652","Lcu.1GRN.Chr4",273500001,0.460572652425104,"mean_year",-0.000935414810785509,0.000365065227879989,-2.56232239980143,0.0624842502627597,0.621409163420775,0.169064528568096,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:273930839","Lcu.1GRN.Chr4",273500001,0.460572652425104,"mean_year",-0.000942053120642903,0.000366783312049711,-2.56841870852408,0.0620825061361018,0.622526652922785,0.169064528568096,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:273931891","Lcu.1GRN.Chr4",273500001,0.460572652425104,"mean_year",-0.00103493859037181,0.000405981195714561,-2.54922789847503,0.0633572806929878,0.618995471442702,0.170031396663464,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:273931931","Lcu.1GRN.Chr4",273500001,0.460572652425104,"mean_year",-0.000938695814508133,0.000365894729956112,-2.56548055398537,0.0622757586395433,0.62198856503572,0.169064528568096,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:274286942","Lcu.1GRN.Chr4",274000001,0.461256593284622,"mean_year",-0.000922446627335201,0.000358709551425366,-2.57156973844096,0.0618760153638265,0.623102707971402,0.169064528568096,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:274312378","Lcu.1GRN.Chr4",274000001,0.461256593284622,"mean_year",-0.000919165623612585,0.000357794186962683,-2.56897863941107,0.0620457555661314,0.622629093566232,0.169064528568096,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:274312796","Lcu.1GRN.Chr4",274000001,0.461256593284622,"mean_year",-0.000919165623612585,0.000357794186962683,-2.56897863941107,0.0620457555661314,0.622629093566232,0.169064528568096,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:274312893","Lcu.1GRN.Chr4",274000001,0.461256593284622,"mean_year",-0.000919165623612585,0.000357794186962683,-2.56897863941107,0.0620457555661314,0.622629093566232,0.169064528568096,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:274314148","Lcu.1GRN.Chr4",274000001,0.461256593284622,"mean_year",-0.000922446627335201,0.000358709551425366,-2.57156973844096,0.0618760153638265,0.623102707971402,0.169064528568096,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:274314246","Lcu.1GRN.Chr4",274000001,0.461256593284622,"mean_year",-0.000922446627335201,0.000358709551425366,-2.57156973844096,0.0618760153638265,0.623102707971402,0.169064528568096,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:274315991","Lcu.1GRN.Chr4",274000001,0.461256593284622,"mean_year",-0.0010186894031989,0.000401331755970848,-2.53827260874141,0.0640984251413483,0.616961989347292,0.170031396663464,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:274316100","Lcu.1GRN.Chr4",274000001,0.461256593284622,"mean_year",-0.0010186894031989,0.000401331755970848,-2.53827260874141,0.0640984251413483,0.616961989347292,0.170031396663464,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:274566267","Lcu.1GRN.Chr4",274000001,0.461256593284622,"mean_year",-0.00101431473156874,0.000398801572509695,-2.54340705124498,0.063749842975222,0.617916631474063,0.170031396663464,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:297814707","Lcu.1GRN.Chr4",297500001,0.432988315124011,"mean_year",-0.000604686276450202,0.00157723026149823,-0.383384906574011,0.720939379595853,0.0354435867281134,0.74129163135426,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:297975129","Lcu.1GRN.Chr4",297500001,0.432988315124011,"mean_year",-0.000983894251706655,0.00179020736628738,-0.549597923813208,0.611837927936322,0.0702124161123669,0.634622691955857,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:297977306","Lcu.1GRN.Chr4",297500001,0.432988315124011,"mean_year",-0.000893246986067574,0.00179025702036722,-0.498949020115755,0.644007553964681,0.0585909736216408,0.665802569437285,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:297977336","Lcu.1GRN.Chr4",297500001,0.432988315124011,"mean_year",-0.00108797074188484,0.00179790820533512,-0.605131418087081,0.577743994327323,0.0838682085719076,0.623092111910072,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:298078563","Lcu.1GRN.Chr4",297500001,0.432988315124011,"mean_year",-0.00100014343887957,0.00178799440834724,-0.559366088736301,0.605749957489152,0.0725477326500314,0.629687387203323,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:298239823","Lcu.1GRN.Chr4",297500001,0.432988315124011,"mean_year",-0.00128127081178354,0.000982513134150676,-1.30407499630131,0.262188178881891,0.298320902476149,0.571463038159065,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:298250989","Lcu.1GRN.Chr4",297500001,0.432988315124011,"mean_year",-0.00110424921558603,0.000905475776620962,-1.21952375104594,0.289635590601793,0.271035834558432,0.571463038159065,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:298274530","Lcu.1GRN.Chr4",297500001,0.432988315124011,"mean_year",-0.000983894251706655,0.00179020736628738,-0.549597923813208,0.611837927936322,0.0702124161123669,0.634622691955857,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:298309707","Lcu.1GRN.Chr4",297500001,0.432988315124011,"mean_year",-0.00119377737918017,0.000939513862759727,-1.27063306514027,0.27273209926808,0.287560063172777,0.571463038159065,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:298309855","Lcu.1GRN.Chr4",297500001,0.432988315124011,"mean_year",-0.00119377737918017,0.000939513862759727,-1.27063306514027,0.27273209926808,0.287560063172777,0.571463038159065,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:298352429","Lcu.1GRN.Chr4",297500001,0.432988315124011,"mean_year",-0.00107248135221756,0.00179623966580745,-0.59707029781878,0.582614349523316,0.0818302578250978,0.623400942020354,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:307385763","Lcu.1GRN.Chr4",307000001,0.450345397641912,"mean_year",-0.000362105188170988,0.00101989415287699,-0.355041929742939,0.740487645677809,0.0305509206360518,0.756463646663306,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:307385810","Lcu.1GRN.Chr4",307000001,0.450345397641912,"mean_year",-0.000362105188170988,0.00101989415287699,-0.355041929742939,0.740487645677809,0.0305509206360518,0.756463646663306,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:307508654","Lcu.1GRN.Chr4",307000001,0.450345397641912,"mean_year",-0.000350175951962571,0.00192419817189615,-0.181985388551481,0.864444580340983,0.00821168040428481,0.869956448015846,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:307513189","Lcu.1GRN.Chr4",307000001,0.450345397641912,"mean_year",-0.000248464836561155,0.0019090319122158,-0.13015226983438,0.902728761648239,0.00421704455968701,0.905597603051782,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:307515192","Lcu.1GRN.Chr4",307000001,0.450345397641912,"mean_year",-0.000343613944517314,0.00192300034786808,-0.178686366280828,0.866869261605049,0.00791899335030498,0.871470478492549,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:307819277","Lcu.1GRN.Chr4",307000001,0.450345397641912,"mean_year",-0.000266956080214809,0.000984834266901244,-0.271067010142508,0.79975295071037,0.0180379852748679,0.806566607372439,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:307820730","Lcu.1GRN.Chr4",307000001,0.450345397641912,"mean_year",-0.000271330751844986,0.00098619705108763,-0.275128334186102,0.796844438987152,0.0185724371238523,0.806566607372439,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:307821929","Lcu.1GRN.Chr4",307000001,0.450345397641912,"mean_year",-0.000266956080214809,0.000984834266901244,-0.271067010142508,0.79975295071037,0.0180379852748679,0.806566607372439,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:307822931","Lcu.1GRN.Chr4",307000001,0.450345397641912,"mean_year",-0.000266956080214809,0.000984834266901244,-0.271067010142508,0.79975295071037,0.0180379852748679,0.806566607372439,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:307824771","Lcu.1GRN.Chr4",307000001,0.450345397641912,"mean_year",-0.000266956080214809,0.000984834266901244,-0.271067010142508,0.79975295071037,0.0180379852748679,0.806566607372439,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:307825390","Lcu.1GRN.Chr4",307000001,0.450345397641912,"mean_year",-0.000266956080214809,0.000984834266901244,-0.271067010142508,0.79975295071037,0.0180379852748679,0.806566607372439,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:307825432","Lcu.1GRN.Chr4",307000001,0.450345397641912,"mean_year",-0.000266956080214809,0.000984834266901244,-0.271067010142508,0.79975295071037,0.0180379852748679,0.806566607372439,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:335215079","Lcu.1GRN.Chr4",334500001,0.466306958796291,"mean_year",-0.000375385403333118,0.000547907396436045,-0.685125635782389,0.530905208981176,0.105024709695323,0.610488073108791,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:335215378","Lcu.1GRN.Chr4",334500001,0.466306958796291,"mean_year",-0.000375385403333118,0.000547907396436045,-0.685125635782389,0.530905208981176,0.105024709695323,0.610488073108791,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:335235588","Lcu.1GRN.Chr4",334500001,0.466306958796291,"mean_year",-0.00046792899704351,0.000817581249338364,-0.572333327632191,0.597727619170519,0.0756927752145234,0.623400942020354,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:335238244","Lcu.1GRN.Chr4",334500001,0.466306958796291,"mean_year",-0.00046792899704351,0.000817581249338364,-0.572333327632191,0.597727619170519,0.0756927752145234,0.623400942020354,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:335290798","Lcu.1GRN.Chr4",334500001,0.466306958796291,"mean_year",-0.00046792899704351,0.000817581249338364,-0.572333327632191,0.597727619170519,0.0756927752145234,0.623400942020354,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:335290849","Lcu.1GRN.Chr4",334500001,0.466306958796291,"mean_year",-0.00046792899704351,0.000817581249338364,-0.572333327632191,0.597727619170519,0.0756927752145234,0.623400942020354,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:335290897","Lcu.1GRN.Chr4",334500001,0.466306958796291,"mean_year",-0.00046792899704351,0.000817581249338364,-0.572333327632191,0.597727619170519,0.0756927752145234,0.623400942020354,FALSE,"stable"
"erosion","Lcu.1GRN.Chr4:350625894","Lcu.1GRN.Chr4",350500001,0.423184008172676,"mean_year",-0.000674091829020455,0.000883419965634543,-0.763047989906214,0.487954389427619,0.127064918232682,0.610488073108791,FALSE,"stable"
