seqnames;start;end;ID;Name;Description;z_score
Lcu.1GRN.Chr2;588252095;588254721;Lcu.1GRN.2g077420;Lcu.1GRN.2g077420;NAC domain-containing protein;15.4686885
Lcu.1GRN.Chr2;202330495;202333132;Lcu.1GRN.2g032830;Lcu.1GRN.2g032830;HIT-type domain-containing protein;15.13965551
Lcu.1GRN.Chr2;202333603;202333815;Lcu.1GRN.2g032840;Lcu.1GRN.2g032840;hypothetical protein;15.13965551
Lcu.1GRN.Chr2;202303498;202304083;Lcu.1GRN.2g032820;Lcu.1GRN.2g032820;Retrovirus-related Pol polyprotein from transposon TNT 1-94;15.13965551
Lcu.1GRN.Chr3;197859324;197861064;Lcu.1GRN.3g024100;Lcu.1GRN.3g024100;Peptidyl-prolyl cis-trans isomerase;14.87594066
Lcu.1GRN.Chr3;197810648;197815767;Lcu.1GRN.3g024090;Lcu.1GRN.3g024090;Smr domain-containing protein;14.87594066
Lcu.1GRN.Chr2;469601875;469602120;Lcu.1GRN.2g063210;Lcu.1GRN.2g063210;hypothetical protein;12.19341842
Lcu.1GRN.Chr2;469608929;469612018;Lcu.1GRN.2g063220;Lcu.1GRN.2g063220;Leucine-rich receptor-like kinase family protein;12.19341842
Lcu.1GRN.Chr2;469612639;469616135;Lcu.1GRN.2g063230;Lcu.1GRN.2g063230;Phosphotransferase;12.19341842
Lcu.1GRN.Chr6;438919555;438920112;Lcu.1GRN.6g064060;Lcu.1GRN.6g064060;Ethylene-responsive transcription factor;11.83219443
Lcu.1GRN.Chr6;438937577;438938330;Lcu.1GRN.6g064070;Lcu.1GRN.6g064070;Membrane-associated kinase regulator 6;11.83219443
Lcu.1GRN.Chr6;438948767;438950461;Lcu.1GRN.6g064080;Lcu.1GRN.6g064080;Transmembrane protein;11.83219443
Lcu.1GRN.Chr5;364318150;364320871;Lcu.1GRN.5g042900;Lcu.1GRN.5g042900;Homeobox leucine zipper protein;11.36088952
Lcu.1GRN.Chr2;593271918;593282208;Lcu.1GRN.2g078170;Lcu.1GRN.2g078170;Kinesin motor domain protein;11.34607158
Lcu.1GRN.Chr2;593287534;593293237;Lcu.1GRN.2g078180;Lcu.1GRN.2g078180;serine/threonine-protein kinase tricorner-like;11.34607158
Lcu.1GRN.Chr2;588217784;588218540;Lcu.1GRN.2g077410;Lcu.1GRN.2g077410;ULP_PROTEASE domain-containing protein;11.09814594
Lcu.1GRN.Chr2;203598002;203598830;Lcu.1GRN.2g032910;Lcu.1GRN.2g032910;Macrophage erythroblast attacher-like protein;11.01042948
Lcu.1GRN.Chr2;203617166;203618486;Lcu.1GRN.2g032920;Lcu.1GRN.2g032920;Receptor-like serine/threonine-protein kinase;11.01042948
Lcu.1GRN.Chr2;590664566;590668961;Lcu.1GRN.2g077820;Lcu.1GRN.2g077820;J domain-containing protein;10.80272953
Lcu.1GRN.Chr5;89298118;89299070;Lcu.1GRN.5g019440;Lcu.1GRN.5g019440;Ribonuclease T(2);10.18366861
Lcu.1GRN.Chr1;591695902;591699732;Lcu.1GRN.1g070230;Lcu.1GRN.1g070230;Beta-hexosaminidase;9.705913282
Lcu.1GRN.Chr1;591668827;591669612;Lcu.1GRN.1g070200;Lcu.1GRN.1g070200;DUF674 family protein;9.705913282
Lcu.1GRN.Chr1;591679385;591680331;Lcu.1GRN.1g070210;Lcu.1GRN.1g070210;DUF674 family protein;9.705913282
Lcu.1GRN.Chr1;591693561;591694946;Lcu.1GRN.1g070220;Lcu.1GRN.1g070220;DUF674 family protein;9.705913282
Lcu.1GRN.Chr5;356896795;356904154;Lcu.1GRN.5g042220;Lcu.1GRN.5g042220;Endonuclease MutS2;9.460310713
Lcu.1GRN.Chr5;356887625;356890598;Lcu.1GRN.5g042210;Lcu.1GRN.5g042210;Plasma membrane ATPase;9.460310713
Lcu.1GRN.Chr2;469148947;469152676;Lcu.1GRN.2g063120;Lcu.1GRN.2g063120;Ceramide glucosyltransferase;9.329596676
Lcu.1GRN.Chr2;469155899;469156507;Lcu.1GRN.2g063130;Lcu.1GRN.2g063130;Mitochondrial import inner membrane translocase subunit TIM17-2-like;9.329596676
Lcu.1GRN.Chr2;469159513;469162676;Lcu.1GRN.2g063140;Lcu.1GRN.2g063140;Receptor-like protein kinase HSL1-like protein;9.329596676
Lcu.1GRN.Chr2;469145651;469148419;Lcu.1GRN.2g063110;Lcu.1GRN.2g063110;Cytochrome b5-like protein;9.27346965
Lcu.1GRN.Chr6;438887927;438891016;Lcu.1GRN.6g064050;Lcu.1GRN.6g064050;Pre-mRNA-splicing factor SLU7;9.184155041
Lcu.1GRN.Chr7;541028966;541030441;Lcu.1GRN.7g054810;Lcu.1GRN.7g054810;Expansin-B1-like protein;8.98186738
Lcu.1GRN.Chr7;541058639;541064187;Lcu.1GRN.7g054840;Lcu.1GRN.7g054840;Ras-related protein Rab-6A;8.98186738
Lcu.1GRN.Chr7;541038779;541041261;Lcu.1GRN.7g054830;Lcu.1GRN.7g054830;RNA-directed DNA polymerase;8.98186738
Lcu.1GRN.Chr7;541031318;541033039;Lcu.1GRN.7g054820;Lcu.1GRN.7g054820;Structure-specific endonuclease subunit SLX1;8.98186738
Lcu.1GRN.Chr5;364247204;364250235;Lcu.1GRN.5g042890;Lcu.1GRN.5g042890;Alpha-aminoadipic semialdehyde synthase-like protein;8.712476115
Lcu.1GRN.Chr5;359289086;359296123;Lcu.1GRN.5g042540;Lcu.1GRN.5g042540;6-phosphogluconate dehydrogenase  decarboxylating;8.660208517
Lcu.1GRN.Chr5;359284845;359286054;Lcu.1GRN.5g042530;Lcu.1GRN.5g042530;"Core-2/I-branching beta-1 6-N-acetylglucosaminyltransferase family protein""";8.660208517
Lcu.1GRN.Chr5;359275866;359279150;Lcu.1GRN.5g042520;Lcu.1GRN.5g042520;NAC domain-containing protein;8.660208517
Lcu.1GRN.Chr3;205274521;205277897;Lcu.1GRN.3g024900;Lcu.1GRN.3g024900;Ethylene-overproduction protein 1-like;8.401282816
Lcu.1GRN.Chr3;205281676;205286417;Lcu.1GRN.3g024920;Lcu.1GRN.3g024920;RNA recognition motif;8.401282816
Lcu.1GRN.Chr3;205279148;205292013;Lcu.1GRN.3g024910;Lcu.1GRN.3g024910;Tyrosine kinase family protein;8.401282816
Lcu.1GRN.Chr3;205287124;205287663;Lcu.1GRN.3g024930;Lcu.1GRN.3g024930;zf-RVT domain-containing protein;8.401282816
Lcu.1GRN.Chr7;541382811;541393931;Lcu.1GRN.7g054870;Lcu.1GRN.7g054870;Lon protease homolog 2  peroxisomal;8.165722565
Lcu.1GRN.Chr5;88103691;88107098;Lcu.1GRN.5g019360;Lcu.1GRN.5g019360;Calmodulin-binding protein;8.081238817
Lcu.1GRN.Chr5;88113779;88114171;Lcu.1GRN.5g019370;Lcu.1GRN.5g019370;GRF zinc finger protein;8.081238817
Lcu.1GRN.Chr2;352835076;352838904;Lcu.1GRN.2g047700;Lcu.1GRN.2g047700;Protein gamete expressed 3-like;7.841814378
Lcu.1GRN.Chr2;210535976;210537580;Lcu.1GRN.2g033500;Lcu.1GRN.2g033500;Pentatricopeptide (PPR) repeat protein;7.818262623
Lcu.1GRN.Chr2;352840499;352844940;Lcu.1GRN.2g047710;Lcu.1GRN.2g047710;isoprenylcysteine alpha-carbonyl methylesterase ICME;7.691033659
Lcu.1GRN.Chr5;501020048;501027095;Lcu.1GRN.5g067450;Lcu.1GRN.5g067450;EGF-like domain-containing protein;7.375053761
Lcu.1GRN.Chr5;501010938;501011794;Lcu.1GRN.5g067440;Lcu.1GRN.5g067440;Pathogenesis-related thaumatin family protein;7.375053761
Lcu.1GRN.Chr3;123766529;123784872;Lcu.1GRN.3g016000;Lcu.1GRN.3g016000;Protein VACUOLELESS1;7.292018268
Lcu.1GRN.Chr2;352606354;352608599;Lcu.1GRN.2g047680;Lcu.1GRN.2g047680;Non-reducing end alpha-L-arabinofuranosidase;7.248249092
Lcu.1GRN.Chr2;352604143;352606264;Lcu.1GRN.2g047670;Lcu.1GRN.2g047670;Pleiotropic drug resistance protein 3;7.248249092
Lcu.1GRN.Chr2;352608694;352608973;Lcu.1GRN.2g047690;Lcu.1GRN.2g047690;Rho-GAP domain-containing protein;7.248249092
Lcu.1GRN.Chr2;352559261;352565786;Lcu.1GRN.2g047660;Lcu.1GRN.2g047660;Zinc finger CCHC domain-containing protein 8;7.248249092
Lcu.1GRN.Chr7;541094289;541095671;Lcu.1GRN.7g054850;Lcu.1GRN.7g054850;Ribonuclease H;6.758853493
Lcu.1GRN.Chr5;463464709;463466236;Lcu.1GRN.5g057190;Lcu.1GRN.5g057190;Phytocyanin domain-containing protein;6.747496691
Lcu.1GRN.Chr5;463473118;463500938;Lcu.1GRN.5g057200;Lcu.1GRN.5g057200;proteasome adapter and scaffold protein ECM29;6.747496691
Lcu.1GRN.Chr3;197521389;197522528;Lcu.1GRN.3g024080;Lcu.1GRN.3g024080;"3-oxo-Delta(4 5)-steroid 5-beta-reductase"",";6.592087537
Lcu.1GRN.Chr6;318364839;318365165;Lcu.1GRN.6g038570;Lcu.1GRN.6g038570;Classical arabinogalactan protein 6-like;6.45352157
Lcu.1GRN.Chr6;318354425;318355995;Lcu.1GRN.6g038550;Lcu.1GRN.6g038550;NAB domain-containing protein;6.45352157
Lcu.1GRN.Chr6;318390222;318406078;Lcu.1GRN.6g038580;Lcu.1GRN.6g038580;nuclear cap-binding protein subunit 1;6.45352157
Lcu.1GRN.Chr6;318356425;318358813;Lcu.1GRN.6g038560;Lcu.1GRN.6g038560;Pentatricopeptide repeat-containing protein;6.45352157
Lcu.1GRN.Chr2;590774030;590774398;Lcu.1GRN.2g077850;Lcu.1GRN.2g077850;Cationic amino acid transporter 1-like protein;6.223156129
Lcu.1GRN.Chr2;590764565;590765621;Lcu.1GRN.2g077830;Lcu.1GRN.2g077830;Leucine aminopeptidase;6.223156129
Lcu.1GRN.Chr2;590770437;590773988;Lcu.1GRN.2g077840;Lcu.1GRN.2g077840;Retrovirus-related Pol polyprotein from transposon TNT 1-94;6.223156129
Lcu.1GRN.Chr2;590775872;590788084;Lcu.1GRN.2g077860;Lcu.1GRN.2g077860;Serine/threonine-protein phosphatase;6.223156129
Lcu.1GRN.Chr7;543288088;543290104;Lcu.1GRN.7g054970;Lcu.1GRN.7g054970;Beta-amylase;6.216801026
Lcu.1GRN.Chr7;543329854;543332620;Lcu.1GRN.7g054990;Lcu.1GRN.7g054990;Protein kinase;6.216801026
Lcu.1GRN.Chr7;543314938;543317218;Lcu.1GRN.7g054980;Lcu.1GRN.7g054980;TTF-type domain-containing protein;6.216801026
Lcu.1GRN.Chr2;201550258;201573327;Lcu.1GRN.2g032790;Lcu.1GRN.2g032790;cleavage and polyadenylation specificity factor subunit 1;6.137109771
Lcu.1GRN.Chr7;541012391;541017875;Lcu.1GRN.7g054800;Lcu.1GRN.7g054800;Dynamin-related protein 1E;6.100674846
Lcu.1GRN.Chr7;540975011;540980098;Lcu.1GRN.7g054790;Lcu.1GRN.7g054790;Protein PLANT CADMIUM RESISTANCE like;6.100674846
Lcu.1GRN.Chr3;117267981;117272836;Lcu.1GRN.3g015230;Lcu.1GRN.3g015230;DEAD-box ATP-dependent RNA helicase-like protein;6.016053584
Lcu.1GRN.Chr2;587590012;587590350;Lcu.1GRN.2g077330;Lcu.1GRN.2g077330;OTU domain-containing protein;5.859387462
Lcu.1GRN.Chr2;587590412;587595222;Lcu.1GRN.2g077340;Lcu.1GRN.2g077340;OTU domain-containing protein;5.859387462
Lcu.1GRN.Chr7;537078758;537080390;Lcu.1GRN.7g054370;Lcu.1GRN.7g054370;Beta-galactosidase;5.731392356
Lcu.1GRN.Chr7;544032428;544036854;Lcu.1GRN.7g055120;Lcu.1GRN.7g055120;DUF2052 domain-containing protein;5.729805131
Lcu.1GRN.Chr7;544027423;544029483;Lcu.1GRN.7g055110;Lcu.1GRN.7g055110;MORN repeat protein;5.729805131
Lcu.1GRN.Chr5;499558561;499563712;Lcu.1GRN.5g066890;Lcu.1GRN.5g066890;Apple domain-containing protein;5.681435274
Lcu.1GRN.Chr5;499541607;499544930;Lcu.1GRN.5g066880;Lcu.1GRN.5g066880;Origin recognition complex subunit 2;5.681435274
Lcu.1GRN.Chr5;499524051;499527397;Lcu.1GRN.5g066870;Lcu.1GRN.5g066870;PPM-type phosphatase domain-containing protein;5.681435274
Lcu.1GRN.Chr5;52590815;52591949;Lcu.1GRN.5g016110;Lcu.1GRN.5g016110;CRABS CLAW;5.356204026
Lcu.1GRN.Chr5;52628304;52629814;Lcu.1GRN.5g016120;Lcu.1GRN.5g016120;Magnesium transporter;5.356204026
Lcu.1GRN.Chr2;589378822;589381887;Lcu.1GRN.2g077650;Lcu.1GRN.2g077650;Receptor-like serine/threonine-protein kinase;5.291332786
Lcu.1GRN.Chr2;587800185;587802995;Lcu.1GRN.2g077360;Lcu.1GRN.2g077360;Protein phosphatase 1 regulatory subunit 7;5.227719677
Lcu.1GRN.Chr2;584338047;584341671;Lcu.1GRN.2g076760;Lcu.1GRN.2g076760;Fatty acyl-CoA reductase;5.224646415
Lcu.1GRN.Chr2;352537127;352538462;Lcu.1GRN.2g047650;Lcu.1GRN.2g047650;DUF659 domain-containing protein;5.187395975
Lcu.1GRN.Chr2;352534262;352535587;Lcu.1GRN.2g047640;Lcu.1GRN.2g047640;HAT transposon superfamily protein;5.187395975
Lcu.1GRN.Chr5;57268193;57269719;Lcu.1GRN.5g016520;Lcu.1GRN.5g016520;Protein SPIRAL1-like 1;4.996392523
Lcu.1GRN.Chr5;57266238;57267026;Lcu.1GRN.5g016510;Lcu.1GRN.5g016510;TLC domain-containing protein;4.996392523
Lcu.1GRN.Chr5;57241082;57242055;Lcu.1GRN.5g016490;Lcu.1GRN.5g016490;TTF-type domain-containing protein;4.996392523
Lcu.1GRN.Chr5;57242601;57243451;Lcu.1GRN.5g016500;Lcu.1GRN.5g016500;zinc finger MYM-type protein 1-like;4.996392523
Lcu.1GRN.Chr2;352924966;352929535;Lcu.1GRN.2g047720;Lcu.1GRN.2g047720;Transmembrane protein 33 homolog;4.945415728
Lcu.1GRN.Chr5;499501567;499502364;Lcu.1GRN.5g066860;Lcu.1GRN.5g066860;BRI1 kinase inhibitor 1  putative;4.727527515
Lcu.1GRN.Chr6;438558088;438560072;Lcu.1GRN.6g063940;Lcu.1GRN.6g063940;1-phosphatidylinositol 4-kinase;4.612795545
Lcu.1GRN.Chr6;438534516;438536751;Lcu.1GRN.6g063930;Lcu.1GRN.6g063930;Acid phosphatase/vanadium-dependent haloperoxidase;4.612795545
Lcu.1GRN.Chr6;438576294;438577781;Lcu.1GRN.6g063960;Lcu.1GRN.6g063960;Glycosyltransferase;4.612795545
Lcu.1GRN.Chr6;438568146;438575886;Lcu.1GRN.6g063950;Lcu.1GRN.6g063950;Ribosomal protein S18;4.612795545
Lcu.1GRN.Chr2;593383042;593386080;Lcu.1GRN.2g078230;Lcu.1GRN.2g078230;Cellulose synthase-like protein;4.589584875
Lcu.1GRN.Chr2;593349174;593353821;Lcu.1GRN.2g078210;Lcu.1GRN.2g078210;Condensin complex subunit 2;4.589584875
Lcu.1GRN.Chr2;593370983;593382792;Lcu.1GRN.2g078220;Lcu.1GRN.2g078220;Hydroperoxide lyase;4.589584875
Lcu.1GRN.Chr5;499497661;499498137;Lcu.1GRN.5g066850;Lcu.1GRN.5g066850;F-box protein interaction domain protein;4.436671515
Lcu.1GRN.Chr2;593394608;593403677;Lcu.1GRN.2g078240;Lcu.1GRN.2g078240;Cellulose synthase-like protein;4.333136451
Lcu.1GRN.Chr2;522693889;522699244;Lcu.1GRN.2g069300;Lcu.1GRN.2g069300;C2 domain-containing protein;3.903148203
Lcu.1GRN.Chr2;522663383;522669819;Lcu.1GRN.2g069270;Lcu.1GRN.2g069270;Retrotrans_gag domain-containing protein;3.903148203
Lcu.1GRN.Chr2;522673688;522680124;Lcu.1GRN.2g069280;Lcu.1GRN.2g069280;Ribosomal large subunit pseudouridine synthase C;3.903148203
Lcu.1GRN.Chr2;522659025;522659514;Lcu.1GRN.2g069260;Lcu.1GRN.2g069260;RNA pseudouridine synthase;3.903148203
Lcu.1GRN.Chr2;522690169;522690429;Lcu.1GRN.2g069290;Lcu.1GRN.2g069290;RNA pseudouridine synthase 4  mitochondrial;3.903148203
Lcu.1GRN.Chr2;506136346;506144623;Lcu.1GRN.2g067500;Lcu.1GRN.2g067500;Cyclin T1;3.862130091
Lcu.1GRN.Chr2;506131228;506132050;Lcu.1GRN.2g067490;Lcu.1GRN.2g067490;DUF659 domain-containing protein;3.862130091
Lcu.1GRN.Chr3;112302206;112303934;Lcu.1GRN.3g014510;Lcu.1GRN.3g014510;2-alkenal reductase (NADP(+)-dependent)-like;3.528989101
Lcu.1GRN.Chr3;112305894;112309291;Lcu.1GRN.3g014520;Lcu.1GRN.3g014520;Meiotic recombination protein SPO11-1-like;3.528989101
Lcu.1GRN.Chr3;112299577;112301241;Lcu.1GRN.3g014500;Lcu.1GRN.3g014500;Nuclear speckle splicing regulatory protein  putative;3.528989101
Lcu.1GRN.Chr3;112324447;112327951;Lcu.1GRN.3g014530;Lcu.1GRN.3g014530;Ribosome biogenesis protein slx9-like;3.528989101
Lcu.1GRN.Chr5;361677047;361680020;Lcu.1GRN.5g042760;Lcu.1GRN.5g042760;U-box domain-containing protein 3;3.511162374
Lcu.1GRN.Chr2;470980372;470983521;Lcu.1GRN.2g063550;Lcu.1GRN.2g063550;LRR receptor-like kinase;3.500531187
Lcu.1GRN.Chr2;466279858;466282133;Lcu.1GRN.2g062850;Lcu.1GRN.2g062850;Exostosin domain-containing protein;3.320688778
Lcu.1GRN.Chr2;587672808;587678075;Lcu.1GRN.2g077350;Lcu.1GRN.2g077350;mRNA-decapping enzyme-like protein;3.255790137
Lcu.1GRN.Chr7;39248239;39256279;Lcu.1GRN.7g010410;Lcu.1GRN.7g010410;AAA domain-containing protein;3.19144978
Lcu.1GRN.Chr7;39230216;39234288;Lcu.1GRN.7g010400;Lcu.1GRN.7g010400;Disease resistance protein;3.19144978
Lcu.1GRN.Chr7;39226757;39227086;Lcu.1GRN.7g010390;Lcu.1GRN.7g010390;hypothetical protein;3.19144978
Lcu.1GRN.Chr7;39257454;39258160;Lcu.1GRN.7g010420;Lcu.1GRN.7g010420;SnoaL-like domain-containing protein;3.19144978
Lcu.1GRN.Chr7;39260356;39263094;Lcu.1GRN.7g010430;Lcu.1GRN.7g010430;Transcription factor WD40-like family;3.19144978
Lcu.1GRN.Chr5;366988384;366989811;Lcu.1GRN.5g043440;Lcu.1GRN.5g043440;Glycosyltransferase;3.086372242
Lcu.1GRN.Chr5;366967849;366968476;Lcu.1GRN.5g043430;Lcu.1GRN.5g043430;Transposon Ty3-G Gag-Pol polyprotein;3.086372242
Lcu.1GRN.Chr5;366990692;366996435;Lcu.1GRN.5g043450;Lcu.1GRN.5g043450;Zinc finger CCCH domain-containing protein 25-like;3.086372242
Lcu.1GRN.Chr1;593090379;593091338;Lcu.1GRN.1g070550;Lcu.1GRN.1g070550;Membrane-associated kinase regulator 4;3.076149825
Lcu.1GRN.Chr1;593092735;593104555;Lcu.1GRN.1g070560;Lcu.1GRN.1g070560;Myosin-11-like;3.076149825
