seqnames,start,end,ID,Name,Description,z_score
Lcu.1GRN.Chr6,315330963,315333408,Lcu.1GRN.6g038100,Lcu.1GRN.6g038100,BRO1 domain-containing protein,5.585796643
Lcu.1GRN.Chr3,85663009,85663863,Lcu.1GRN.3g012030,Lcu.1GRN.3g012030,BTB/POZ domain-containing protein At3g05675,4.772489399
Lcu.1GRN.Chr2,568885358,568888083,Lcu.1GRN.2g074390,Lcu.1GRN.2g074390,BZIP domain-containing protein,4.683327701
Lcu.1GRN.Chr6,292721146,292727771,Lcu.1GRN.6g034160,Lcu.1GRN.6g034160,CAAX prenyl protease,5.859240506
Lcu.1GRN.Chr2,590774030,590774398,Lcu.1GRN.2g077850,Lcu.1GRN.2g077850,Cationic amino acid transporter 1-like protein,4.791978967
Lcu.1GRN.Chr2,475308195,475309199,Lcu.1GRN.2g064420,Lcu.1GRN.2g064420,cell division cycle protein 123 homolog,6.927474231
Lcu.1GRN.Chr6,392983182,392985829,Lcu.1GRN.6g051620,Lcu.1GRN.6g051620,Cell number regulator 8,5.031985489
Lcu.1GRN.Chr3,115946924,115949265,Lcu.1GRN.3g014980,Lcu.1GRN.3g014980,Cellulose synthase A catalytic subunit 1,5.488379906
Lcu.1GRN.Chr6,392123476,392124042,Lcu.1GRN.6g051360,Lcu.1GRN.6g051360,Centromere/kinetochore zw10-like protein,5.130810616
Lcu.1GRN.Chr3,135354793,135355730,Lcu.1GRN.3g017040,Lcu.1GRN.3g017040,Chalcone--flavanone isomerase,4.680786089
Lcu.1GRN.Chr6,381398518,381400621,Lcu.1GRN.6g048970,Lcu.1GRN.6g048970,Chaperone protein ClpC2;  chloroplastic,5.35234154
Lcu.1GRN.Chr2,637689147,637690110,Lcu.1GRN.2g086330,Lcu.1GRN.2g086330,Chitinase,5.418816459
Lcu.1GRN.Chr3,141137942,141142414,Lcu.1GRN.3g017950,Lcu.1GRN.3g017950,Chloride channel protein,7.09323236
Lcu.1GRN.Chr6,395594090,395606888,Lcu.1GRN.6g052180,Lcu.1GRN.6g052180,chromodomain-helicase-DNA-binding protein 3-like isoform X1,6.374193504
Lcu.1GRN.Chr6,380630031,380630435,Lcu.1GRN.6g048760,Lcu.1GRN.6g048760,Chromosome 1 open reading frame 158,6.901486171
Lcu.1GRN.Chr6,318364839,318365165,Lcu.1GRN.6g038570,Lcu.1GRN.6g038570,Classical arabinogalactan protein 6-like,9.108381279
Lcu.1GRN.Chr6,388488706,388505159,Lcu.1GRN.6g050380,Lcu.1GRN.6g050380,CLIP-associated protein,7.408264033
Lcu.1GRN.Chr3,127031640,127033378,Lcu.1GRN.3g016280,Lcu.1GRN.3g016280,CMP/dCMP-type deaminase domain-containing protein,7.155077563
Lcu.1GRN.Chr6,293179911,293185498,Lcu.1GRN.6g034290,Lcu.1GRN.6g034290,C-terminal binding protein AN,9.762630036
Lcu.1GRN.Chr2,569522267,569525624,Lcu.1GRN.2g074560,Lcu.1GRN.2g074560,Cyclic nucleotide gated channel,4.730098081
Lcu.1GRN.Chr6,303182420,303184425,Lcu.1GRN.6g036190,Lcu.1GRN.6g036190,Cyclin,8.430274045
Lcu.1GRN.Chr2,506136346,506144623,Lcu.1GRN.2g067500,Lcu.1GRN.2g067500,Cyclin T1,5.824070921
Lcu.1GRN.Chr3,83776440,83779976,Lcu.1GRN.3g011840,Lcu.1GRN.3g011840,Cysteine-rich receptor-kinase-like protein,4.476167918
Lcu.1GRN.Chr3,83811481,83814863,Lcu.1GRN.3g011860,Lcu.1GRN.3g011860,Cysteine-rich receptor-kinase-like protein,4.476167918
Lcu.1GRN.Chr2,568859426,568859638,Lcu.1GRN.2g074360,Lcu.1GRN.2g074360,Cytochrome b559 subunit alpha,4.683327701
Lcu.1GRN.Chr2,523107310,523119490,Lcu.1GRN.2g069380,Lcu.1GRN.2g069380,Cytochrome P450,5.441959865
Lcu.1GRN.Chr2,523053680,523058740,Lcu.1GRN.2g069360,Lcu.1GRN.2g069360,Cytochrome P450,4.85850303
Lcu.1GRN.Chr6,394488045,394491045,Lcu.1GRN.6g051980,Lcu.1GRN.6g051980,Cytokinin riboside 5'-monophosphate phosphoribohydrolase,5.493094169
Lcu.1GRN.Chr6,390576924,390577514,Lcu.1GRN.6g050910,Lcu.1GRN.6g050910,DDE-1 domain-containing protein,5.767040218
Lcu.1GRN.Chr3,117267981,117272836,Lcu.1GRN.3g015230,Lcu.1GRN.3g015230,DEAD-box ATP-dependent RNA helicase-like protein,5.379247126
Lcu.1GRN.Chr6,319718734,319725353,Lcu.1GRN.6g038790,Lcu.1GRN.6g038790,DEUBAD domain-containing protein,4.791088425
Lcu.1GRN.Chr6,319746427,319751166,Lcu.1GRN.6g038800,Lcu.1GRN.6g038800,Disease resistance protein,4.791088425
Lcu.1GRN.Chr2,542138910,542143518,Lcu.1GRN.2g071460,Lcu.1GRN.2g071460,DNA polymerase delta subunit 3,4.849879777
Lcu.1GRN.Chr6,392996927,392998284,Lcu.1GRN.6g051640,Lcu.1GRN.6g051640,DNA-binding protein,5.031985489
Lcu.1GRN.Chr6,392988115,392989178,Lcu.1GRN.6g051630,Lcu.1GRN.6g051630,DNA-binding protein s1fa2,5.031985489
Lcu.1GRN.Chr3,99815612,99821633,Lcu.1GRN.3g013470,Lcu.1GRN.3g013470,DnaJ protein-like protein,6.32205252
Lcu.1GRN.Chr2,591788029,591789993,Lcu.1GRN.2g077990,Lcu.1GRN.2g077990,DnaJ protein-like protein,5.264037057
Lcu.1GRN.Chr3,91666902,91669152,Lcu.1GRN.3g012870,Lcu.1GRN.3g012870,Dof zinc finger protein,6.588634793
Lcu.1GRN.Chr3,442854364,442858019,Lcu.1GRN.3g066960,Lcu.1GRN.3g066960,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,5.100376381
Lcu.1GRN.Chr6,394813955,394814890,Lcu.1GRN.6g052020,Lcu.1GRN.6g052020,Double-stranded RNA-binding motif protein,4.695498052
Lcu.1GRN.Chr3,141131634,141134107,Lcu.1GRN.3g017940,Lcu.1GRN.3g017940,Drug resistance transporter-like ABC domain protein,7.09323236
Lcu.1GRN.Chr3,100613792,100621894,Lcu.1GRN.3g013620,Lcu.1GRN.3g013620,Dual-specificity kinase domain protein,4.812959348
Lcu.1GRN.Chr6,303174417,303174806,Lcu.1GRN.6g036180,Lcu.1GRN.6g036180,DUF1279 domain-containing protein,8.430274045
Lcu.1GRN.Chr6,393014506,393015433,Lcu.1GRN.6g051650,Lcu.1GRN.6g051650,DUF1685 family protein,5.031985489
Lcu.1GRN.Chr6,315678070,315681772,Lcu.1GRN.6g038160,Lcu.1GRN.6g038160,DUF4210 domain-containing protein,4.877979722
Lcu.1GRN.Chr2,568873106,568874238,Lcu.1GRN.2g074380,Lcu.1GRN.2g074380,DUF4408 domain-containing protein,4.683327701
Lcu.1GRN.Chr2,506131228,506132050,Lcu.1GRN.2g067490,Lcu.1GRN.2g067490,DUF659 domain-containing protein,5.824070921
Lcu.1GRN.Chr2,542168068,542170595,Lcu.1GRN.2g071470,Lcu.1GRN.2g071470,DUF659 domain-containing protein,4.849879777
Lcu.1GRN.Chr7,541012391,541017875,Lcu.1GRN.7g054800,Lcu.1GRN.7g054800,Dynamin-related protein 1E,7.191371613
Lcu.1GRN.Chr3,129125028,129125441,Lcu.1GRN.3g016480,Lcu.1GRN.3g016480,EF-hand domain-containing protein,5.156640323
Lcu.1GRN.Chr3,154993255,154994165,Lcu.1GRN.3g019390,Lcu.1GRN.3g019390,ELMO domain-containing protein,6.736533612
Lcu.1GRN.Chr6,391531172,391532606,Lcu.1GRN.6g051240,Lcu.1GRN.6g051240,Endoplasmin,9.258208748
Lcu.1GRN.Chr6,315362869,315370703,Lcu.1GRN.6g038110,Lcu.1GRN.6g038110,Esterase/lipase/thioesterase family protein,5.585796643
Lcu.1GRN.Chr6,380680902,380681327,Lcu.1GRN.6g048790,Lcu.1GRN.6g048790,Ethylene-responsive transcription factor ERF098-like,8.1187337
Lcu.1GRN.Chr6,330650093,330650914,Lcu.1GRN.6g040220,Lcu.1GRN.6g040220,Ethylene-responsive transcription factor ERN1,4.552836693
Lcu.1GRN.Chr3,93499962,93501882,Lcu.1GRN.3g012990,Lcu.1GRN.3g012990,Exostosin domain-containing protein,12.53694269
Lcu.1GRN.Chr7,541028966,541030441,Lcu.1GRN.7g054810,Lcu.1GRN.7g054810,Expansin-B1-like protein,5.763053908
Lcu.1GRN.Chr3,88892276,88892865,Lcu.1GRN.3g012510,Lcu.1GRN.3g012510,FAF domain-containing protein,6.842190576
Lcu.1GRN.Chr6,293173924,293175291,Lcu.1GRN.6g034280,Lcu.1GRN.6g034280,F-box only protein 8,9.762630036
Lcu.1GRN.Chr6,293314102,293316511,Lcu.1GRN.6g034310,Lcu.1GRN.6g034310,F-box protein At2g16450,9.822298204
Lcu.1GRN.Chr6,380698112,380699197,Lcu.1GRN.6g048800,Lcu.1GRN.6g048800,F-box protein At4g35733,8.1187337
Lcu.1GRN.Chr6,293167498,293168763,Lcu.1GRN.6g034270,Lcu.1GRN.6g034270,F-box protein At5g07610,9.762630036
Lcu.1GRN.Chr6,296024202,296025327,Lcu.1GRN.6g034720,Lcu.1GRN.6g034720,F-box protein CPR1,6.352036398
Lcu.1GRN.Chr3,95665970,95667126,Lcu.1GRN.3g013120,Lcu.1GRN.3g013120,F-box protein CPR1,4.702939097
Lcu.1GRN.Chr6,380709308,380710264,Lcu.1GRN.6g048810,Lcu.1GRN.6g048810,F-box protein SKIP23,8.1187337
Lcu.1GRN.Chr3,135353821,135354761,Lcu.1GRN.3g017030,Lcu.1GRN.3g017030,FCP1 homology domain-containing protein,4.680786089
Lcu.1GRN.Chr6,296881838,296884432,Lcu.1GRN.6g034950,Lcu.1GRN.6g034950,flavin mononucleotide hydrolase 1;  chloroplatic,8.610499003
Lcu.1GRN.Chr6,296883946,296899511,Lcu.1GRN.6g034960,Lcu.1GRN.6g034960,flavin mononucleotide hydrolase 1;  chloroplatic,8.610499003
Lcu.1GRN.Chr6,296900875,296903552,Lcu.1GRN.6g034970,Lcu.1GRN.6g034970,flavin mononucleotide hydrolase 1;  chloroplatic,8.610499003
Lcu.1GRN.Chr6,374852749,374853357,Lcu.1GRN.6g047730,Lcu.1GRN.6g047730,Flocculation protein FLO11-like,5.420802408
Lcu.1GRN.Chr6,292214576,292214824,Lcu.1GRN.6g034110,Lcu.1GRN.6g034110,Gag/pol polyprotein,9.629650577
Lcu.1GRN.Chr6,292215034,292216194,Lcu.1GRN.6g034120,Lcu.1GRN.6g034120,Gag/pol polyprotein,9.629650577
Lcu.1GRN.Chr6,303195321,303195780,Lcu.1GRN.6g036200,Lcu.1GRN.6g036200,Gag-pol polyprotein,8.430274045
Lcu.1GRN.Chr3,131318977,131320014,Lcu.1GRN.3g016630,Lcu.1GRN.3g016630,GDSL esterase/lipase,4.574727903
Lcu.1GRN.Chr6,329317290,329326407,Lcu.1GRN.6g039890,Lcu.1GRN.6g039890,General negative regulator of transcription subunit 3,4.797152612
Lcu.1GRN.Chr6,296876871,296878310,Lcu.1GRN.6g034940,Lcu.1GRN.6g034940,Glutaredoxin domain-containing protein,8.610499003
Lcu.1GRN.Chr3,131323531,131324368,Lcu.1GRN.3g016640,Lcu.1GRN.3g016640,Glyceraldehyde-3-phosphate dehydrogenase,4.574727903
Lcu.1GRN.Chr6,312717136,312718491,Lcu.1GRN.6g037800,Lcu.1GRN.6g037800,Glycine-rich protein,5.960337191
Lcu.1GRN.Chr7,631303897,631304289,Lcu.1GRN.7g069750,Lcu.1GRN.7g069750,GTP-binding protein,6.083703834
Lcu.1GRN.Chr6,391530475,391531133,Lcu.1GRN.6g051230,Lcu.1GRN.6g051230,Heat shock protein 90,9.258208748
Lcu.1GRN.Chr6,293380510,293382109,Lcu.1GRN.6g034320,Lcu.1GRN.6g034320,heavy metal-associated isoprenylated plant protein 39,6.410237132
Lcu.1GRN.Chr6,378431063,378442250,Lcu.1GRN.6g048390,Lcu.1GRN.6g048390,Hexosyltransferase,9.151483209
Lcu.1GRN.Chr3,129315421,129322198,Lcu.1GRN.3g016490,Lcu.1GRN.3g016490,Hexosyltransferase,4.72357208
Lcu.1GRN.Chr6,323120963,323123731,Lcu.1GRN.6g039010,Lcu.1GRN.6g039010,histidine biosynthesis bifunctional protein hisIE;  chloroplastic,6.079692456
Lcu.1GRN.Chr6,379437705,379438674,Lcu.1GRN.6g048520,Lcu.1GRN.6g048520,Histone H1,9.059369149
Lcu.1GRN.Chr7,631280730,631281575,Lcu.1GRN.7g069720,Lcu.1GRN.7g069720,HMA domain-containing protein,6.083703834
Lcu.1GRN.Chr3,108429580,108452452,Lcu.1GRN.3g014190,Lcu.1GRN.3g014190,Holliday junction resolvase,4.480874653
Lcu.1GRN.Chr6,375715281,375720285,Lcu.1GRN.6g047840,Lcu.1GRN.6g047840,Homocysteine S-methyltransferase-like protein,9.921304705
Lcu.1GRN.Chr6,380590232,380592860,Lcu.1GRN.6g048740,Lcu.1GRN.6g048740,HR-like lesion-inducer,7.756767095
Lcu.1GRN.Chr3,378546626,378547572,Lcu.1GRN.3g053670,Lcu.1GRN.3g053670,HVA22-like protein,5.552515849
Lcu.1GRN.Chr6,310643238,310643540,Lcu.1GRN.6g037340,Lcu.1GRN.6g037340,hypothetical protein,10.74207446
Lcu.1GRN.Chr6,294187775,294188310,Lcu.1GRN.6g034400,Lcu.1GRN.6g034400,hypothetical protein,7.542398557
Lcu.1GRN.Chr6,392570183,392570746,Lcu.1GRN.6g051520,Lcu.1GRN.6g051520,hypothetical protein,5.559638996
Lcu.1GRN.Chr2,591796507,591796707,Lcu.1GRN.2g078000,Lcu.1GRN.2g078000,hypothetical protein,5.264037057
Lcu.1GRN.Chr2,591804974,591805372,Lcu.1GRN.2g078010,Lcu.1GRN.2g078010,hypothetical protein,5.264037057
Lcu.1GRN.Chr6,393025136,393025662,Lcu.1GRN.6g051660,Lcu.1GRN.6g051660,hypothetical protein,5.031985489
Lcu.1GRN.Chr3,85662219,85662972,Lcu.1GRN.3g012020,Lcu.1GRN.3g012020,hypothetical protein,4.772489399
Lcu.1GRN.Chr6,323147036,323147599,Lcu.1GRN.6g039030,Lcu.1GRN.6g039030,hypothetical protein,4.738722032
Lcu.1GRN.Chr6,386618795,386623747,Lcu.1GRN.6g050040,Lcu.1GRN.6g050040,hypothetical protein,4.577212681
Lcu.1GRN.Chr3,94410001,94410527,Lcu.1GRN.3g013060,Lcu.1GRN.3g013060,hypothetical protein,4.432048151
Lcu.1GRN.Chr6,330670302,330679225,Lcu.1GRN.6g040230,Lcu.1GRN.6g040230,importin-5-like,4.552836693
Lcu.1GRN.Chr6,381367443,381369056,Lcu.1GRN.6g048950,Lcu.1GRN.6g048950,Inorganic phosphate transporter 1-1,5.35234154
Lcu.1GRN.Chr3,85668293,85668995,Lcu.1GRN.3g012040,Lcu.1GRN.3g012040,Integrase catalytic domain-containing protein,4.772489399
Lcu.1GRN.Chr3,88922482,88938577,Lcu.1GRN.3g012520,Lcu.1GRN.3g012520,J domain-containing protein,6.842190576
Lcu.1GRN.Chr2,475290099,475296522,Lcu.1GRN.2g064410,Lcu.1GRN.2g064410,L-ascorbate oxidase-like protein,4.797683523
Lcu.1GRN.Chr2,590764565,590765621,Lcu.1GRN.2g077830,Lcu.1GRN.2g077830,Leucine aminopeptidase,4.791978967
Lcu.1GRN.Chr6,303169627,303171746,Lcu.1GRN.6g036170,Lcu.1GRN.6g036170,Lipase,8.430274045
Lcu.1GRN.Chr6,312714124,312717561,Lcu.1GRN.6g037790,Lcu.1GRN.6g037790,Lipid phosphate phosphatase-like protein,5.960337191
Lcu.1GRN.Chr6,380337334,380338630,Lcu.1GRN.6g048710,Lcu.1GRN.6g048710,LOB domain protein,6.442828069
Lcu.1GRN.Chr7,541382811,541393931,Lcu.1GRN.7g054870,Lcu.1GRN.7g054870,Lon protease homolog 2;  peroxisomal,4.91774416
Lcu.1GRN.Chr3,100319155,100322997,Lcu.1GRN.3g013540,Lcu.1GRN.3g013540,LRR and NB-ARC domain disease resistance protein,5.063841548
Lcu.1GRN.Chr3,127022733,127024070,Lcu.1GRN.3g016250,Lcu.1GRN.3g016250,LsmAD domain-containing protein,7.155077563
Lcu.1GRN.Chr2,538201026,538204234,Lcu.1GRN.2g070950,Lcu.1GRN.2g070950,Lysosomal Pro-X carboxypeptidase,6.074564558
Lcu.1GRN.Chr3,129511193,129523767,Lcu.1GRN.3g016520,Lcu.1GRN.3g016520,MADS-box transcription factor,4.588673607
Lcu.1GRN.Chr7,631307844,631308408,Lcu.1GRN.7g069770,Lcu.1GRN.7g069770,Major allergen Pru av 1,6.083703834
Lcu.1GRN.Chr6,323220666,323221568,Lcu.1GRN.6g039080,Lcu.1GRN.6g039080,MARVEL domain-containing protein,5.920496366
Lcu.1GRN.Chr3,112305894,112309291,Lcu.1GRN.3g014520,Lcu.1GRN.3g014520,Meiotic recombination protein SPO11-1-like,16.02426806
Lcu.1GRN.Chr3,120102296,120105118,Lcu.1GRN.3g015620,Lcu.1GRN.3g015620,Membrin,5.553501999
Lcu.1GRN.Chr6,323116119,323116898,Lcu.1GRN.6g039000,Lcu.1GRN.6g039000,Methylmalonate-semialdehyde dehydrogenase (CoA acylating),6.079692456
Lcu.1GRN.Chr6,393748819,393750234,Lcu.1GRN.6g051800,Lcu.1GRN.6g051800,Methyltransf_11 domain-containing protein,4.818475285
Lcu.1GRN.Chr6,292194602,292197234,Lcu.1GRN.6g034100,Lcu.1GRN.6g034100,Mitogen-activated protein kinase,9.629650577
Lcu.1GRN.Chr3,85648379,85657223,Lcu.1GRN.3g012010,Lcu.1GRN.3g012010,Multidrug resistance protein ABC transporter family protein,4.772489399
Lcu.1GRN.Chr6,318354425,318355995,Lcu.1GRN.6g038550,Lcu.1GRN.6g038550,NAB domain-containing protein,9.108381279
Lcu.1GRN.Chr2,542210347,542213500,Lcu.1GRN.2g071550,Lcu.1GRN.2g071550,NHL domain-containing protein,4.47794896
Lcu.1GRN.Chr3,122246539,122247057,Lcu.1GRN.3g015860,Lcu.1GRN.3g015860,non-specific lipid-transfer protein A-like,8.275482027
Lcu.1GRN.Chr2,480592570,480601842,Lcu.1GRN.2g064930,Lcu.1GRN.2g064930,Novel plant snare,5.840673994
Lcu.1GRN.Chr6,318390222,318406078,Lcu.1GRN.6g038580,Lcu.1GRN.6g038580,nuclear cap-binding protein subunit 1,9.108381279
Lcu.1GRN.Chr3,112299577,112301241,Lcu.1GRN.3g014500,Lcu.1GRN.3g014500,Nuclear speckle splicing regulatory protein;  putative,16.02426806
Lcu.1GRN.Chr2,637646873,637650233,Lcu.1GRN.2g086300,Lcu.1GRN.2g086300,Nuclear transcription factor Y subunit,5.418816459
Lcu.1GRN.Chr3,100195091,100203818,Lcu.1GRN.3g013490,Lcu.1GRN.3g013490,Nudix hydrolase 3,8.358618297
Lcu.1GRN.Chr3,100227508,100235094,Lcu.1GRN.3g013520,Lcu.1GRN.3g013520,nudix hydrolase 3,8.358618297
Lcu.1GRN.Chr6,378391918,378397314,Lcu.1GRN.6g048350,Lcu.1GRN.6g048350,O-methyltransferase family protein,6.082842153
Lcu.1GRN.Chr3,442863348,442865442,Lcu.1GRN.3g066970,Lcu.1GRN.3g066970,Outer envelope pore protein 21;  chloroplastic,5.100376381
Lcu.1GRN.Chr6,312723564,312723953,Lcu.1GRN.6g037820,Lcu.1GRN.6g037820,Ovule protein,5.960337191
Lcu.1GRN.Chr6,312729447,312729830,Lcu.1GRN.6g037830,Lcu.1GRN.6g037830,Ovule protein,5.960337191
Lcu.1GRN.Chr7,558289377,558289874,Lcu.1GRN.7g057070,Lcu.1GRN.7g057070,pEARLI1-like lipid transfer protein 2,6.308516605
Lcu.1GRN.Chr6,292192061,292194363,Lcu.1GRN.6g034090,Lcu.1GRN.6g034090,Pectate_lyase_3 domain-containing protein,9.629650577
Lcu.1GRN.Chr7,631261281,631264311,Lcu.1GRN.7g069700,Lcu.1GRN.7g069700,Pectate_lyase_3 domain-containing protein,6.083703834
Lcu.1GRN.Chr6,318356425,318358813,Lcu.1GRN.6g038560,Lcu.1GRN.6g038560,Pentatricopeptide repeat-containing protein,9.108381279
Lcu.1GRN.Chr6,312721426,312722952,Lcu.1GRN.6g037810,Lcu.1GRN.6g037810,Pentatricopeptide repeat-containing protein,5.960337191
