"seqnames","start","end","ID","Name","Description","clean_id","go_terms","TERM","ONTOLOGY","term_name","ontology_full"
"Lcu.1GRN.Chr4",432594888,432595319,"Lcu.1GRN.4g059560","Lcu.1GRN.4g059560","40S ribosomal protein S17-like","Lcu.1GRN.4g059560","GO:0005840","ribosome","CC","ribosome","Cellular Component"
"Lcu.1GRN.Chr4",432594888,432595319,"Lcu.1GRN.4g059560","Lcu.1GRN.4g059560","40S ribosomal protein S17-like","Lcu.1GRN.4g059560","GO:0006412","translation","BP","translation","Biological Process"
"Lcu.1GRN.Chr4",432700007,432700438,"Lcu.1GRN.4g059600","Lcu.1GRN.4g059600","40S ribosomal protein S17-like","Lcu.1GRN.4g059600","GO:0003735","structural constituent of ribosome","MF","structural constituent of ribosome","Molecular Function"
"Lcu.1GRN.Chr4",432700007,432700438,"Lcu.1GRN.4g059600","Lcu.1GRN.4g059600","40S ribosomal protein S17-like","Lcu.1GRN.4g059600","GO:0005840","ribosome","CC","ribosome","Cellular Component"
"Lcu.1GRN.Chr4",432700007,432700438,"Lcu.1GRN.4g059600","Lcu.1GRN.4g059600","40S ribosomal protein S17-like","Lcu.1GRN.4g059600","GO:0006412","translation","BP","translation","Biological Process"
"Lcu.1GRN.Chr4",351182130,351182668,"Lcu.1GRN.4g044840","Lcu.1GRN.4g044840","40S ribosomal protein S28","Lcu.1GRN.4g044840","GO:0003735","structural constituent of ribosome","MF","structural constituent of ribosome","Molecular Function"
"Lcu.1GRN.Chr4",351182130,351182668,"Lcu.1GRN.4g044840","Lcu.1GRN.4g044840","40S ribosomal protein S28","Lcu.1GRN.4g044840","GO:0005840","ribosome","CC","ribosome","Cellular Component"
"Lcu.1GRN.Chr4",351182130,351182668,"Lcu.1GRN.4g044840","Lcu.1GRN.4g044840","40S ribosomal protein S28","Lcu.1GRN.4g044840","GO:0006412","translation","BP","translation","Biological Process"
"Lcu.1GRN.Chr4",351182130,351182668,"Lcu.1GRN.4g044840","Lcu.1GRN.4g044840","40S ribosomal protein S28","Lcu.1GRN.4g044840","GO:0000028","ribosomal small subunit assembly","BP","ribosomal small subunit assembly","Biological Process"
"Lcu.1GRN.Chr4",351182130,351182668,"Lcu.1GRN.4g044840","Lcu.1GRN.4g044840","40S ribosomal protein S28","Lcu.1GRN.4g044840","GO:0022627","cytosolic small ribosomal subunit","CC","cytosolic small ribosomal subunit","Cellular Component"
"Lcu.1GRN.Chr4",351182130,351182668,"Lcu.1GRN.4g044840","Lcu.1GRN.4g044840","40S ribosomal protein S28","Lcu.1GRN.4g044840","GO:0030490","maturation of SSU-rRNA","BP","maturation of SSU-rRNA","Biological Process"
"Lcu.1GRN.Chr3",360904972,360908198,"Lcu.1GRN.3g050960","Lcu.1GRN.3g050960","50S ribosomal protein L17","Lcu.1GRN.3g050960","GO:0003735","structural constituent of ribosome","MF","structural constituent of ribosome","Molecular Function"
"Lcu.1GRN.Chr3",360904972,360908198,"Lcu.1GRN.3g050960","Lcu.1GRN.3g050960","50S ribosomal protein L17","Lcu.1GRN.3g050960","GO:0005840","ribosome","CC","ribosome","Cellular Component"
"Lcu.1GRN.Chr3",360904972,360908198,"Lcu.1GRN.3g050960","Lcu.1GRN.3g050960","50S ribosomal protein L17","Lcu.1GRN.3g050960","GO:0006412","translation","BP","translation","Biological Process"
"Lcu.1GRN.Chr3",360904972,360908198,"Lcu.1GRN.3g050960","Lcu.1GRN.3g050960","50S ribosomal protein L17","Lcu.1GRN.3g050960","GO:0015934","large ribosomal subunit","CC","large ribosomal subunit","Cellular Component"
"Lcu.1GRN.Chr3",360904972,360908198,"Lcu.1GRN.3g050960","Lcu.1GRN.3g050960","50S ribosomal protein L17","Lcu.1GRN.3g050960","GO:0022625","cytosolic large ribosomal subunit","CC","cytosolic large ribosomal subunit","Cellular Component"
"Lcu.1GRN.Chr2",175700909,175702355,"Lcu.1GRN.2g029850","Lcu.1GRN.2g029850","5'-nucleotidase domain-containing protein","Lcu.1GRN.2g029850","GO:0005975","carbohydrate metabolic process","BP","carbohydrate metabolic process","Biological Process"
"Lcu.1GRN.Chr2",175700909,175702355,"Lcu.1GRN.2g029850","Lcu.1GRN.2g029850","5'-nucleotidase domain-containing protein","Lcu.1GRN.2g029850","GO:0016868","intramolecular phosphotransferase activity","MF","intramolecular phosphotransferase activity","Molecular Function"
"Lcu.1GRN.Chr2",175700909,175702355,"Lcu.1GRN.2g029850","Lcu.1GRN.2g029850","5'-nucleotidase domain-containing protein","Lcu.1GRN.2g029850","GO:0004614","phosphoglucomutase activity","MF","phosphoglucomutase activity","Molecular Function"
"Lcu.1GRN.Chr2",175700909,175702355,"Lcu.1GRN.2g029850","Lcu.1GRN.2g029850","5'-nucleotidase domain-containing protein","Lcu.1GRN.2g029850","GO:0005829","cytosol","CC","cytosol","Cellular Component"
"Lcu.1GRN.Chr3",364703561,364707622,"Lcu.1GRN.3g051860","Lcu.1GRN.3g051860","6; 7-dimethyl-8-ribityllumazine synthase","Lcu.1GRN.3g051860","GO:0000906","6,7-dimethyl-8-ribityllumazine synthase activity","MF","6,7-dimethyl-8-ribityllumazine synthase activity","Molecular Function"
"Lcu.1GRN.Chr3",364703561,364707622,"Lcu.1GRN.3g051860","Lcu.1GRN.3g051860","6; 7-dimethyl-8-ribityllumazine synthase","Lcu.1GRN.3g051860","GO:0009231","riboflavin biosynthetic process","BP","riboflavin biosynthetic process","Biological Process"
"Lcu.1GRN.Chr3",364703561,364707622,"Lcu.1GRN.3g051860","Lcu.1GRN.3g051860","6; 7-dimethyl-8-ribityllumazine synthase","Lcu.1GRN.3g051860","GO:0009349","riboflavin synthase complex","CC","riboflavin synthase complex","Cellular Component"
"Lcu.1GRN.Chr3",364703561,364707622,"Lcu.1GRN.3g051860","Lcu.1GRN.3g051860","6; 7-dimethyl-8-ribityllumazine synthase","Lcu.1GRN.3g051860","GO:0005622","intracellular anatomical structure","CC","intracellular anatomical structure","Cellular Component"
"Lcu.1GRN.Chr6",231181692,231183500,"Lcu.1GRN.6g026140","Lcu.1GRN.6g026140","60S ribosomal protein L7","Lcu.1GRN.6g026140","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","Biological Process"
"Lcu.1GRN.Chr6",231181692,231183500,"Lcu.1GRN.6g026140","Lcu.1GRN.6g026140","60S ribosomal protein L7","Lcu.1GRN.6g026140","GO:0003723","RNA binding","MF","RNA binding","Molecular Function"
"Lcu.1GRN.Chr6",231181692,231183500,"Lcu.1GRN.6g026140","Lcu.1GRN.6g026140","60S ribosomal protein L7","Lcu.1GRN.6g026140","GO:0003735","structural constituent of ribosome","MF","structural constituent of ribosome","Molecular Function"
"Lcu.1GRN.Chr6",231181692,231183500,"Lcu.1GRN.6g026140","Lcu.1GRN.6g026140","60S ribosomal protein L7","Lcu.1GRN.6g026140","GO:0022625","cytosolic large ribosomal subunit","CC","cytosolic large ribosomal subunit","Cellular Component"
"Lcu.1GRN.Chr2",51783404,51784066,"Lcu.1GRN.2g015170","Lcu.1GRN.2g015170","6-phosphogluconate dehydrogenase;  decarboxylating","Lcu.1GRN.2g015170","GO:0004616","phosphogluconate dehydrogenase (decarboxylating) activity","MF","phosphogluconate dehydrogenase (decarboxylating) activity","Molecular Function"
"Lcu.1GRN.Chr2",51783404,51784066,"Lcu.1GRN.2g015170","Lcu.1GRN.2g015170","6-phosphogluconate dehydrogenase;  decarboxylating","Lcu.1GRN.2g015170","GO:0006098","pentose-phosphate shunt","BP","pentose-phosphate shunt","Biological Process"
"Lcu.1GRN.Chr6",160516563,160528178,"Lcu.1GRN.6g018140","Lcu.1GRN.6g018140","ABC transporter B family member 15-like","Lcu.1GRN.6g018140","GO:0005524","ATP binding","MF","ATP binding","Molecular Function"
"Lcu.1GRN.Chr6",160516563,160528178,"Lcu.1GRN.6g018140","Lcu.1GRN.6g018140","ABC transporter B family member 15-like","Lcu.1GRN.6g018140","GO:0016887","ATP hydrolysis activity","MF","ATP hydrolysis activity","Molecular Function"
"Lcu.1GRN.Chr6",160516563,160528178,"Lcu.1GRN.6g018140","Lcu.1GRN.6g018140","ABC transporter B family member 15-like","Lcu.1GRN.6g018140","GO:0016020","membrane","CC","membrane","Cellular Component"
"Lcu.1GRN.Chr6",160516563,160528178,"Lcu.1GRN.6g018140","Lcu.1GRN.6g018140","ABC transporter B family member 15-like","Lcu.1GRN.6g018140","GO:0055085","transmembrane transport","BP","transmembrane transport","Biological Process"
"Lcu.1GRN.Chr6",160516563,160528178,"Lcu.1GRN.6g018140","Lcu.1GRN.6g018140","ABC transporter B family member 15-like","Lcu.1GRN.6g018140","GO:0140359","ABC-type transporter activity","MF","ABC-type transporter activity","Molecular Function"
"Lcu.1GRN.Chr6",160871942,160876438,"Lcu.1GRN.6g018170","Lcu.1GRN.6g018170","ABC transporter B family member 15-like","Lcu.1GRN.6g018170","GO:0005524","ATP binding","MF","ATP binding","Molecular Function"
"Lcu.1GRN.Chr6",160871942,160876438,"Lcu.1GRN.6g018170","Lcu.1GRN.6g018170","ABC transporter B family member 15-like","Lcu.1GRN.6g018170","GO:0016020","membrane","CC","membrane","Cellular Component"
"Lcu.1GRN.Chr6",160871942,160876438,"Lcu.1GRN.6g018170","Lcu.1GRN.6g018170","ABC transporter B family member 15-like","Lcu.1GRN.6g018170","GO:0055085","transmembrane transport","BP","transmembrane transport","Biological Process"
"Lcu.1GRN.Chr6",160871942,160876438,"Lcu.1GRN.6g018170","Lcu.1GRN.6g018170","ABC transporter B family member 15-like","Lcu.1GRN.6g018170","GO:0140359","ABC-type transporter activity","MF","ABC-type transporter activity","Molecular Function"
"Lcu.1GRN.Chr6",160871942,160876438,"Lcu.1GRN.6g018170","Lcu.1GRN.6g018170","ABC transporter B family member 15-like","Lcu.1GRN.6g018170","GO:0016887","ATP hydrolysis activity","MF","ATP hydrolysis activity","Molecular Function"
"Lcu.1GRN.Chr4",351314078,351318652,"Lcu.1GRN.4g044850","Lcu.1GRN.4g044850","ABC transporter B family protein","Lcu.1GRN.4g044850","GO:0005524","ATP binding","MF","ATP binding","Molecular Function"
"Lcu.1GRN.Chr4",351314078,351318652,"Lcu.1GRN.4g044850","Lcu.1GRN.4g044850","ABC transporter B family protein","Lcu.1GRN.4g044850","GO:0016020","membrane","CC","membrane","Cellular Component"
"Lcu.1GRN.Chr4",351314078,351318652,"Lcu.1GRN.4g044850","Lcu.1GRN.4g044850","ABC transporter B family protein","Lcu.1GRN.4g044850","GO:0016887","ATP hydrolysis activity","MF","ATP hydrolysis activity","Molecular Function"
"Lcu.1GRN.Chr4",351314078,351318652,"Lcu.1GRN.4g044850","Lcu.1GRN.4g044850","ABC transporter B family protein","Lcu.1GRN.4g044850","GO:0055085","transmembrane transport","BP","transmembrane transport","Biological Process"
"Lcu.1GRN.Chr4",351314078,351318652,"Lcu.1GRN.4g044850","Lcu.1GRN.4g044850","ABC transporter B family protein","Lcu.1GRN.4g044850","GO:0140359","ABC-type transporter activity","MF","ABC-type transporter activity","Molecular Function"
"Lcu.1GRN.Chr2",129194501,129201459,"Lcu.1GRN.2g025180","Lcu.1GRN.2g025180","ABC transporter D family member 2;  chloroplastic","Lcu.1GRN.2g025180","GO:0005524","ATP binding","MF","ATP binding","Molecular Function"
"Lcu.1GRN.Chr2",129194501,129201459,"Lcu.1GRN.2g025180","Lcu.1GRN.2g025180","ABC transporter D family member 2;  chloroplastic","Lcu.1GRN.2g025180","GO:0016020","membrane","CC","membrane","Cellular Component"
"Lcu.1GRN.Chr2",129194501,129201459,"Lcu.1GRN.2g025180","Lcu.1GRN.2g025180","ABC transporter D family member 2;  chloroplastic","Lcu.1GRN.2g025180","GO:0055085","transmembrane transport","BP","transmembrane transport","Biological Process"
"Lcu.1GRN.Chr2",129194501,129201459,"Lcu.1GRN.2g025180","Lcu.1GRN.2g025180","ABC transporter D family member 2;  chloroplastic","Lcu.1GRN.2g025180","GO:0140359","ABC-type transporter activity","MF","ABC-type transporter activity","Molecular Function"
"Lcu.1GRN.Chr2",129194501,129201459,"Lcu.1GRN.2g025180","Lcu.1GRN.2g025180","ABC transporter D family member 2;  chloroplastic","Lcu.1GRN.2g025180","GO:0016887","ATP hydrolysis activity","MF","ATP hydrolysis activity","Molecular Function"
"Lcu.1GRN.Chr6",231185705,231187330,"Lcu.1GRN.6g026150","Lcu.1GRN.6g026150","Acetohydroxy-acid synthase small subunit","Lcu.1GRN.6g026150","GO:0003984","acetolactate synthase activity","MF","acetolactate synthase activity","Molecular Function"
"Lcu.1GRN.Chr6",231185705,231187330,"Lcu.1GRN.6g026150","Lcu.1GRN.6g026150","Acetohydroxy-acid synthase small subunit","Lcu.1GRN.6g026150","GO:0005829","cytosol","CC","cytosol","Cellular Component"
"Lcu.1GRN.Chr6",231185705,231187330,"Lcu.1GRN.6g026150","Lcu.1GRN.6g026150","Acetohydroxy-acid synthase small subunit","Lcu.1GRN.6g026150","GO:0009082","branched-chain amino acid biosynthetic process","BP","branched-chain amino acid biosynthetic process","Biological Process"
"Lcu.1GRN.Chr6",231185705,231187330,"Lcu.1GRN.6g026150","Lcu.1GRN.6g026150","Acetohydroxy-acid synthase small subunit","Lcu.1GRN.6g026150","GO:0009097","isoleucine biosynthetic process","BP","isoleucine biosynthetic process","Biological Process"
"Lcu.1GRN.Chr6",231185705,231187330,"Lcu.1GRN.6g026150","Lcu.1GRN.6g026150","Acetohydroxy-acid synthase small subunit","Lcu.1GRN.6g026150","GO:0009099","L-valine biosynthetic process","BP","L-valine biosynthetic process","Biological Process"
"Lcu.1GRN.Chr6",231185705,231187330,"Lcu.1GRN.6g026150","Lcu.1GRN.6g026150","Acetohydroxy-acid synthase small subunit","Lcu.1GRN.6g026150","GO:1990610","acetolactate synthase regulator activity","MF","acetolactate synthase regulator activity","Molecular Function"
"Lcu.1GRN.Chr6",174205170,174208642,"Lcu.1GRN.6g019770","Lcu.1GRN.6g019770","Acyl-[acyl-carrier-protein] hydrolase","Lcu.1GRN.6g019770","GO:0000036","acyl carrier activity","MF","acyl carrier activity","Molecular Function"
"Lcu.1GRN.Chr6",174205170,174208642,"Lcu.1GRN.6g019770","Lcu.1GRN.6g019770","Acyl-[acyl-carrier-protein] hydrolase","Lcu.1GRN.6g019770","GO:0006633","fatty acid biosynthetic process","BP","fatty acid biosynthetic process","Biological Process"
"Lcu.1GRN.Chr6",174205170,174208642,"Lcu.1GRN.6g019770","Lcu.1GRN.6g019770","Acyl-[acyl-carrier-protein] hydrolase","Lcu.1GRN.6g019770","GO:0016297","fatty acyl-[ACP] hydrolase activity","MF","fatty acyl-[ACP] hydrolase activity","Molecular Function"
"Lcu.1GRN.Chr6",174205170,174208642,"Lcu.1GRN.6g019770","Lcu.1GRN.6g019770","Acyl-[acyl-carrier-protein] hydrolase","Lcu.1GRN.6g019770","GO:0016790","thiolester hydrolase activity","MF","thiolester hydrolase activity","Molecular Function"
"Lcu.1GRN.Chr6",231410701,231411081,"Lcu.1GRN.6g026170","Lcu.1GRN.6g026170","Acyl-coenzyme A thioesterase 9;  mitochondrial-like","Lcu.1GRN.6g026170","GO:0006637","acyl-CoA metabolic process","BP","acyl-CoA metabolic process","Biological Process"
"Lcu.1GRN.Chr6",231410701,231411081,"Lcu.1GRN.6g026170","Lcu.1GRN.6g026170","Acyl-coenzyme A thioesterase 9;  mitochondrial-like","Lcu.1GRN.6g026170","GO:0047617","fatty acyl-CoA hydrolase activity","MF","fatty acyl-CoA hydrolase activity","Molecular Function"
"Lcu.1GRN.Chr6",236278598,236282050,"Lcu.1GRN.6g026830","Lcu.1GRN.6g026830","ADP/ATP carrier protein","Lcu.1GRN.6g026830","GO:0055085","transmembrane transport","BP","transmembrane transport","Biological Process"
"Lcu.1GRN.Chr4",351429526,351432877,"Lcu.1GRN.4g044880","Lcu.1GRN.4g044880","ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase","Lcu.1GRN.4g044880","GO:0005515","protein binding","MF","protein binding","Molecular Function"
"Lcu.1GRN.Chr4",351429526,351432877,"Lcu.1GRN.4g044880","Lcu.1GRN.4g044880","ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase","Lcu.1GRN.4g044880","GO:0043531","ADP binding","MF","ADP binding","Molecular Function"
"Lcu.1GRN.Chr4",351429526,351432877,"Lcu.1GRN.4g044880","Lcu.1GRN.4g044880","ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase","Lcu.1GRN.4g044880","GO:0006952","defense response","BP","defense response","Biological Process"
"Lcu.1GRN.Chr4",351429526,351432877,"Lcu.1GRN.4g044880","Lcu.1GRN.4g044880","ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase","Lcu.1GRN.4g044880","GO:0007165","signal transduction","BP","signal transduction","Biological Process"
"Lcu.1GRN.Chr6",236270987,236277883,"Lcu.1GRN.6g026820","Lcu.1GRN.6g026820","Alcohol dehydrogenase","Lcu.1GRN.6g026820","GO:0008270","zinc ion binding","MF","zinc ion binding","Molecular Function"
"Lcu.1GRN.Chr6",236270987,236277883,"Lcu.1GRN.6g026820","Lcu.1GRN.6g026820","Alcohol dehydrogenase","Lcu.1GRN.6g026820","GO:0016491","oxidoreductase activity","MF","oxidoreductase activity","Molecular Function"
"Lcu.1GRN.Chr6",236270987,236277883,"Lcu.1GRN.6g026820","Lcu.1GRN.6g026820","Alcohol dehydrogenase","Lcu.1GRN.6g026820","GO:0005829","cytosol","CC","cytosol","Cellular Component"
"Lcu.1GRN.Chr6",236270987,236277883,"Lcu.1GRN.6g026820","Lcu.1GRN.6g026820","Alcohol dehydrogenase","Lcu.1GRN.6g026820","GO:0046294","formaldehyde catabolic process","BP","formaldehyde catabolic process","Biological Process"
"Lcu.1GRN.Chr6",236270987,236277883,"Lcu.1GRN.6g026820","Lcu.1GRN.6g026820","Alcohol dehydrogenase","Lcu.1GRN.6g026820","GO:0051903","S-(hydroxymethyl)glutathione dehydrogenase [NAD(P)+] activity","MF","S-(hydroxymethyl)glutathione dehydrogenase [NAD(P)+] activity","Molecular Function"
"Lcu.1GRN.Chr4",380367034,380369406,"Lcu.1GRN.4g049680","Lcu.1GRN.4g049680","Aldo/keto reductase family oxidoreductase","Lcu.1GRN.4g049680","GO:0004033","aldo-keto reductase (NADPH) activity","MF","aldo-keto reductase (NADPH) activity","Molecular Function"
"Lcu.1GRN.Chr4",380367034,380369406,"Lcu.1GRN.4g049680","Lcu.1GRN.4g049680","Aldo/keto reductase family oxidoreductase","Lcu.1GRN.4g049680","GO:0005737","cytoplasm","CC","cytoplasm","Cellular Component"
"Lcu.1GRN.Chr3",360681833,360682236,"Lcu.1GRN.3g050920","Lcu.1GRN.3g050920","Alpha-galactosidase","Lcu.1GRN.3g050920","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","MF","hydrolase activity, hydrolyzing O-glycosyl compounds","Molecular Function"
"Lcu.1GRN.Chr3",360681833,360682236,"Lcu.1GRN.3g050920","Lcu.1GRN.3g050920","Alpha-galactosidase","Lcu.1GRN.3g050920","GO:0005975","carbohydrate metabolic process","BP","carbohydrate metabolic process","Biological Process"
"Lcu.1GRN.Chr3",360681833,360682236,"Lcu.1GRN.3g050920","Lcu.1GRN.3g050920","Alpha-galactosidase","Lcu.1GRN.3g050920","GO:0009505","plant-type cell wall","CC","plant-type cell wall","Cellular Component"
"Lcu.1GRN.Chr3",363817953,363820016,"Lcu.1GRN.3g051610","Lcu.1GRN.3g051610","Amino-acid permease BAT1-like protein","Lcu.1GRN.3g051610","GO:0016020","membrane","CC","membrane","Cellular Component"
"Lcu.1GRN.Chr3",363817953,363820016,"Lcu.1GRN.3g051610","Lcu.1GRN.3g051610","Amino-acid permease BAT1-like protein","Lcu.1GRN.3g051610","GO:0022857","transmembrane transporter activity","MF","transmembrane transporter activity","Molecular Function"
"Lcu.1GRN.Chr3",363817953,363820016,"Lcu.1GRN.3g051610","Lcu.1GRN.3g051610","Amino-acid permease BAT1-like protein","Lcu.1GRN.3g051610","GO:0055085","transmembrane transport","BP","transmembrane transport","Biological Process"
"Lcu.1GRN.Chr3",363817953,363820016,"Lcu.1GRN.3g051610","Lcu.1GRN.3g051610","Amino-acid permease BAT1-like protein","Lcu.1GRN.3g051610","GO:0006865","amino acid transport","BP","amino acid transport","Biological Process"
"Lcu.1GRN.Chr4",291268195,291270402,"Lcu.1GRN.4g034600","Lcu.1GRN.4g034600","Arginine decarboxylase","Lcu.1GRN.4g034600","GO:0003824","catalytic activity","MF","catalytic activity","Molecular Function"
"Lcu.1GRN.Chr4",291380784,291384849,"Lcu.1GRN.4g034650","Lcu.1GRN.4g034650","Arginine decarboxylase","Lcu.1GRN.4g034650","GO:0003824","catalytic activity","MF","catalytic activity","Molecular Function"
"Lcu.1GRN.Chr2",50117984,50118699,"Lcu.1GRN.2g014960","Lcu.1GRN.2g014960","aspartic proteinase-like protein 2","Lcu.1GRN.2g014960","GO:0004190","aspartic-type endopeptidase activity","MF","aspartic-type endopeptidase activity","Molecular Function"
"Lcu.1GRN.Chr2",50117984,50118699,"Lcu.1GRN.2g014960","Lcu.1GRN.2g014960","aspartic proteinase-like protein 2","Lcu.1GRN.2g014960","GO:0006508","proteolysis","BP","proteolysis","Biological Process"
"Lcu.1GRN.Chr2",50140339,50141053,"Lcu.1GRN.2g014970","Lcu.1GRN.2g014970","aspartic proteinase-like protein 2","Lcu.1GRN.2g014970","GO:0004190","aspartic-type endopeptidase activity","MF","aspartic-type endopeptidase activity","Molecular Function"
"Lcu.1GRN.Chr2",50140339,50141053,"Lcu.1GRN.2g014970","Lcu.1GRN.2g014970","aspartic proteinase-like protein 2","Lcu.1GRN.2g014970","GO:0006508","proteolysis","BP","proteolysis","Biological Process"
"Lcu.1GRN.Chr4",335287491,335291417,"Lcu.1GRN.4g041770","Lcu.1GRN.4g041770","Assimilatory sulfite reductase (ferredoxin)","Lcu.1GRN.4g041770","GO:0016491","oxidoreductase activity","MF","oxidoreductase activity","Molecular Function"
"Lcu.1GRN.Chr4",335287491,335291417,"Lcu.1GRN.4g041770","Lcu.1GRN.4g041770","Assimilatory sulfite reductase (ferredoxin)","Lcu.1GRN.4g041770","GO:0020037","heme binding","MF","heme binding","Molecular Function"
"Lcu.1GRN.Chr4",335287491,335291417,"Lcu.1GRN.4g041770","Lcu.1GRN.4g041770","Assimilatory sulfite reductase (ferredoxin)","Lcu.1GRN.4g041770","GO:0051536","iron-sulfur cluster binding","MF","iron-sulfur cluster binding","Molecular Function"
"Lcu.1GRN.Chr4",335287491,335291417,"Lcu.1GRN.4g041770","Lcu.1GRN.4g041770","Assimilatory sulfite reductase (ferredoxin)","Lcu.1GRN.4g041770","GO:0050311","sulfite reductase (ferredoxin) activity","MF","sulfite reductase (ferredoxin) activity","Molecular Function"
"Lcu.1GRN.Chr4",335287491,335291417,"Lcu.1GRN.4g041770","Lcu.1GRN.4g041770","Assimilatory sulfite reductase (ferredoxin)","Lcu.1GRN.4g041770","GO:0051539","4 iron, 4 sulfur cluster binding","MF","4 iron, 4 sulfur cluster binding","Molecular Function"
