"seqnames","start","end","ID","Name","Description","z_score","clean_id","go_terms","TERM","ONTOLOGY","term_name","ontology_full"
"Lcu.1GRN.Chr3",90570570,90577272,"Lcu.1GRN.3g012770","Lcu.1GRN.3g012770","12-oxophytodienoate reductase-like protein",9.033999304,"Lcu.1GRN.3g012770","GO:0031408","oxylipin biosynthetic process","BP","oxylipin biosynthetic process","Biological Process"
"Lcu.1GRN.Chr2",475927154,475959884,"Lcu.1GRN.2g064530","Lcu.1GRN.2g064530","187-kDa microtubule-associated protein AIR9",5.321101811,"Lcu.1GRN.2g064530","GO:0005886","plasma membrane","CC","plasma membrane","Cellular Component"
"Lcu.1GRN.Chr2",475927154,475959884,"Lcu.1GRN.2g064530","Lcu.1GRN.2g064530","187-kDa microtubule-associated protein AIR9",5.321101811,"Lcu.1GRN.2g064530","GO:0009506","plasmodesma","CC","plasmodesma","Cellular Component"
"Lcu.1GRN.Chr2",475927154,475959884,"Lcu.1GRN.2g064530","Lcu.1GRN.2g064530","187-kDa microtubule-associated protein AIR9",5.321101811,"Lcu.1GRN.2g064530","GO:0005515","protein binding","MF","protein binding","Molecular Function"
"Lcu.1GRN.Chr6",293551638,293554202,"Lcu.1GRN.6g034340","Lcu.1GRN.6g034340","1-aminocyclopropane-1-carboxylate synthase",11.10457014,"Lcu.1GRN.6g034340","GO:0003824","catalytic activity","MF","catalytic activity","Molecular Function"
"Lcu.1GRN.Chr6",293551638,293554202,"Lcu.1GRN.6g034340","Lcu.1GRN.6g034340","1-aminocyclopropane-1-carboxylate synthase",11.10457014,"Lcu.1GRN.6g034340","GO:0009058","biosynthetic process","BP","biosynthetic process","Biological Process"
"Lcu.1GRN.Chr6",293551638,293554202,"Lcu.1GRN.6g034340","Lcu.1GRN.6g034340","1-aminocyclopropane-1-carboxylate synthase",11.10457014,"Lcu.1GRN.6g034340","GO:0030170","pyridoxal phosphate binding","MF","pyridoxal phosphate binding","Molecular Function"
"Lcu.1GRN.Chr6",293551638,293554202,"Lcu.1GRN.6g034340","Lcu.1GRN.6g034340","1-aminocyclopropane-1-carboxylate synthase",11.10457014,"Lcu.1GRN.6g034340","GO:0006520","amino acid metabolic process","BP","amino acid metabolic process","Biological Process"
"Lcu.1GRN.Chr6",293551638,293554202,"Lcu.1GRN.6g034340","Lcu.1GRN.6g034340","1-aminocyclopropane-1-carboxylate synthase",11.10457014,"Lcu.1GRN.6g034340","GO:0008483","transaminase activity","MF","transaminase activity","Molecular Function"
"Lcu.1GRN.Chr7",649594010,649601781,"Lcu.1GRN.7g078580","Lcu.1GRN.7g078580","26S proteasome non-ATPase regulatory subunit 2 homolog",4.96812802,"Lcu.1GRN.7g078580","GO:0005634","nucleus","CC","nucleus","Cellular Component"
"Lcu.1GRN.Chr7",649594010,649601781,"Lcu.1GRN.7g078580","Lcu.1GRN.7g078580","26S proteasome non-ATPase regulatory subunit 2 homolog",4.96812802,"Lcu.1GRN.7g078580","GO:0008540","proteasome regulatory particle, base subcomplex","CC","proteasome regulatory particle, base subcomplex","Cellular Component"
"Lcu.1GRN.Chr7",649594010,649601781,"Lcu.1GRN.7g078580","Lcu.1GRN.7g078580","26S proteasome non-ATPase regulatory subunit 2 homolog",4.96812802,"Lcu.1GRN.7g078580","GO:0034515","proteasome storage granule","CC","proteasome storage granule","Cellular Component"
"Lcu.1GRN.Chr7",649594010,649601781,"Lcu.1GRN.7g078580","Lcu.1GRN.7g078580","26S proteasome non-ATPase regulatory subunit 2 homolog",4.96812802,"Lcu.1GRN.7g078580","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","BP","proteasome-mediated ubiquitin-dependent protein catabolic process","Biological Process"
"Lcu.1GRN.Chr7",649594010,649601781,"Lcu.1GRN.7g078580","Lcu.1GRN.7g078580","26S proteasome non-ATPase regulatory subunit 2 homolog",4.96812802,"Lcu.1GRN.7g078580","GO:0000502","proteasome complex","CC","proteasome complex","Cellular Component"
"Lcu.1GRN.Chr7",649594010,649601781,"Lcu.1GRN.7g078580","Lcu.1GRN.7g078580","26S proteasome non-ATPase regulatory subunit 2 homolog",4.96812802,"Lcu.1GRN.7g078580","GO:0030234","enzyme regulator activity","MF","enzyme regulator activity","Molecular Function"
"Lcu.1GRN.Chr7",649594010,649601781,"Lcu.1GRN.7g078580","Lcu.1GRN.7g078580","26S proteasome non-ATPase regulatory subunit 2 homolog",4.96812802,"Lcu.1GRN.7g078580","GO:0042176","regulation of protein catabolic process","BP","regulation of protein catabolic process","Biological Process"
"Lcu.1GRN.Chr6",388810985,388814874,"Lcu.1GRN.6g050490","Lcu.1GRN.6g050490","26S proteasome regulatory subunit 4 homolog",4.757800434,"Lcu.1GRN.6g050490","GO:0005524","ATP binding","MF","ATP binding","Molecular Function"
"Lcu.1GRN.Chr6",388810985,388814874,"Lcu.1GRN.6g050490","Lcu.1GRN.6g050490","26S proteasome regulatory subunit 4 homolog",4.757800434,"Lcu.1GRN.6g050490","GO:0016887","ATP hydrolysis activity","MF","ATP hydrolysis activity","Molecular Function"
"Lcu.1GRN.Chr3",112302206,112303934,"Lcu.1GRN.3g014510","Lcu.1GRN.3g014510","2-alkenal reductase (NADP(+)-dependent)-like",8.330811934,"Lcu.1GRN.3g014510","GO:0016491","oxidoreductase activity","MF","oxidoreductase activity","Molecular Function"
"Lcu.1GRN.Chr3",112302206,112303934,"Lcu.1GRN.3g014510","Lcu.1GRN.3g014510","2-alkenal reductase (NADP(+)-dependent)-like",8.330811934,"Lcu.1GRN.3g014510","GO:0016628","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor","MF","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor","Molecular Function"
"Lcu.1GRN.Chr3",112302206,112303934,"Lcu.1GRN.3g014510","Lcu.1GRN.3g014510","2-alkenal reductase (NADP(+)-dependent)-like",8.330811934,"Lcu.1GRN.3g014510","GO:0032440","2-alkenal reductase [NAD(P)+] activity","MF","2-alkenal reductase [NAD(P)+] activity","Molecular Function"
"Lcu.1GRN.Chr7",649885886,649890690,"Lcu.1GRN.7g078700","Lcu.1GRN.7g078700","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase",4.96812802,"Lcu.1GRN.7g078700","GO:0070567","cytidylyltransferase activity","MF","cytidylyltransferase activity","Molecular Function"
"Lcu.1GRN.Chr7",649885886,649890690,"Lcu.1GRN.7g078700","Lcu.1GRN.7g078700","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase",4.96812802,"Lcu.1GRN.7g078700","GO:0003824","catalytic activity","MF","catalytic activity","Molecular Function"
"Lcu.1GRN.Chr7",649885886,649890690,"Lcu.1GRN.7g078700","Lcu.1GRN.7g078700","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase",4.96812802,"Lcu.1GRN.7g078700","GO:0008299","isoprenoid biosynthetic process","BP","isoprenoid biosynthetic process","Biological Process"
"Lcu.1GRN.Chr7",649885886,649890690,"Lcu.1GRN.7g078700","Lcu.1GRN.7g078700","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase",4.96812802,"Lcu.1GRN.7g078700","GO:0050518","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity","MF","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity","Molecular Function"
"Lcu.1GRN.Chr6",293282045,293296484,"Lcu.1GRN.6g034300","Lcu.1GRN.6g034300","2-oxoglutarate and Fe(II)-dependent oxygenase superfamily protein",13.65425908,"Lcu.1GRN.6g034300","GO:0016020","membrane","CC","membrane","Cellular Component"
"Lcu.1GRN.Chr6",293282045,293296484,"Lcu.1GRN.6g034300","Lcu.1GRN.6g034300","2-oxoglutarate and Fe(II)-dependent oxygenase superfamily protein",13.65425908,"Lcu.1GRN.6g034300","GO:0030001","metal ion transport","BP","metal ion transport","Biological Process"
"Lcu.1GRN.Chr6",293282045,293296484,"Lcu.1GRN.6g034300","Lcu.1GRN.6g034300","2-oxoglutarate and Fe(II)-dependent oxygenase superfamily protein",13.65425908,"Lcu.1GRN.6g034300","GO:0046873","metal ion transmembrane transporter activity","MF","metal ion transmembrane transporter activity","Molecular Function"
"Lcu.1GRN.Chr6",293282045,293296484,"Lcu.1GRN.6g034300","Lcu.1GRN.6g034300","2-oxoglutarate and Fe(II)-dependent oxygenase superfamily protein",13.65425908,"Lcu.1GRN.6g034300","GO:0004656","procollagen-proline 4-dioxygenase activity","MF","procollagen-proline 4-dioxygenase activity","Molecular Function"
"Lcu.1GRN.Chr6",293282045,293296484,"Lcu.1GRN.6g034300","Lcu.1GRN.6g034300","2-oxoglutarate and Fe(II)-dependent oxygenase superfamily protein",13.65425908,"Lcu.1GRN.6g034300","GO:0005783","endoplasmic reticulum","CC","endoplasmic reticulum","Cellular Component"
"Lcu.1GRN.Chr6",293282045,293296484,"Lcu.1GRN.6g034300","Lcu.1GRN.6g034300","2-oxoglutarate and Fe(II)-dependent oxygenase superfamily protein",13.65425908,"Lcu.1GRN.6g034300","GO:0018401","peptidyl-proline hydroxylation to 4-hydroxy-L-proline","BP","peptidyl-proline hydroxylation to 4-hydroxy-L-proline","Biological Process"
"Lcu.1GRN.Chr3",122106267,122110017,"Lcu.1GRN.3g015840","Lcu.1GRN.3g015840","3-hydroxyisobutyryl-CoA hydrolase-like protein",8.02898959,"Lcu.1GRN.3g015840","GO:0003860","3-hydroxyisobutyryl-CoA hydrolase activity","MF","3-hydroxyisobutyryl-CoA hydrolase activity","Molecular Function"
"Lcu.1GRN.Chr3",122106267,122110017,"Lcu.1GRN.3g015840","Lcu.1GRN.3g015840","3-hydroxyisobutyryl-CoA hydrolase-like protein",8.02898959,"Lcu.1GRN.3g015840","GO:0006574","valine catabolic process","BP","valine catabolic process","Biological Process"
"Lcu.1GRN.Chr3",100282876,100286770,"Lcu.1GRN.3g013530","Lcu.1GRN.3g013530","4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase",8.515128367,"Lcu.1GRN.3g013530","GO:0009507","chloroplast","CC","chloroplast","Cellular Component"
"Lcu.1GRN.Chr3",100282876,100286770,"Lcu.1GRN.3g013530","Lcu.1GRN.3g013530","4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase",8.515128367,"Lcu.1GRN.3g013530","GO:0050515","4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity","MF","4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity","Molecular Function"
"Lcu.1GRN.Chr3",100282876,100286770,"Lcu.1GRN.3g013530","Lcu.1GRN.3g013530","4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase",8.515128367,"Lcu.1GRN.3g013530","GO:0005524","ATP binding","MF","ATP binding","Molecular Function"
"Lcu.1GRN.Chr3",100282876,100286770,"Lcu.1GRN.3g013530","Lcu.1GRN.3g013530","4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase",8.515128367,"Lcu.1GRN.3g013530","GO:0016114","terpenoid biosynthetic process","BP","terpenoid biosynthetic process","Biological Process"
"Lcu.1GRN.Chr6",392318648,392319285,"Lcu.1GRN.6g051430","Lcu.1GRN.6g051430","40S ribosomal protein S23",5.044383767,"Lcu.1GRN.6g051430","GO:0003735","structural constituent of ribosome","MF","structural constituent of ribosome","Molecular Function"
"Lcu.1GRN.Chr6",392318648,392319285,"Lcu.1GRN.6g051430","Lcu.1GRN.6g051430","40S ribosomal protein S23",5.044383767,"Lcu.1GRN.6g051430","GO:0005840","ribosome","CC","ribosome","Cellular Component"
"Lcu.1GRN.Chr6",392318648,392319285,"Lcu.1GRN.6g051430","Lcu.1GRN.6g051430","40S ribosomal protein S23",5.044383767,"Lcu.1GRN.6g051430","GO:0006412","translation","BP","translation","Biological Process"
"Lcu.1GRN.Chr6",392318648,392319285,"Lcu.1GRN.6g051430","Lcu.1GRN.6g051430","40S ribosomal protein S23",5.044383767,"Lcu.1GRN.6g051430","GO:0015935","small ribosomal subunit","CC","small ribosomal subunit","Cellular Component"
"Lcu.1GRN.Chr3",96470836,96472447,"Lcu.1GRN.3g013200","Lcu.1GRN.3g013200","40S ribosomal S9-like protein",5.895229311,"Lcu.1GRN.3g013200","GO:0019843","rRNA binding","MF","rRNA binding","Molecular Function"
"Lcu.1GRN.Chr3",96470836,96472447,"Lcu.1GRN.3g013200","Lcu.1GRN.3g013200","40S ribosomal S9-like protein",5.895229311,"Lcu.1GRN.3g013200","GO:0003735","structural constituent of ribosome","MF","structural constituent of ribosome","Molecular Function"
"Lcu.1GRN.Chr3",96470836,96472447,"Lcu.1GRN.3g013200","Lcu.1GRN.3g013200","40S ribosomal S9-like protein",5.895229311,"Lcu.1GRN.3g013200","GO:0006412","translation","BP","translation","Biological Process"
"Lcu.1GRN.Chr3",96470836,96472447,"Lcu.1GRN.3g013200","Lcu.1GRN.3g013200","40S ribosomal S9-like protein",5.895229311,"Lcu.1GRN.3g013200","GO:0015935","small ribosomal subunit","CC","small ribosomal subunit","Cellular Component"
"Lcu.1GRN.Chr3",96470836,96472447,"Lcu.1GRN.3g013200","Lcu.1GRN.3g013200","40S ribosomal S9-like protein",5.895229311,"Lcu.1GRN.3g013200","GO:0022627","cytosolic small ribosomal subunit","CC","cytosolic small ribosomal subunit","Cellular Component"
"Lcu.1GRN.Chr3",96470836,96472447,"Lcu.1GRN.3g013200","Lcu.1GRN.3g013200","40S ribosomal S9-like protein",5.895229311,"Lcu.1GRN.3g013200","GO:0042274","ribosomal small subunit biogenesis","BP","ribosomal small subunit biogenesis","Biological Process"
"Lcu.1GRN.Chr3",96470836,96472447,"Lcu.1GRN.3g013200","Lcu.1GRN.3g013200","40S ribosomal S9-like protein",5.895229311,"Lcu.1GRN.3g013200","GO:0003723","RNA binding","MF","RNA binding","Molecular Function"
"Lcu.1GRN.Chr3",96528329,96529346,"Lcu.1GRN.3g013210","Lcu.1GRN.3g013210","40S ribosomal S9-like protein",5.895229311,"Lcu.1GRN.3g013210","GO:0019843","rRNA binding","MF","rRNA binding","Molecular Function"
"Lcu.1GRN.Chr3",96528329,96529346,"Lcu.1GRN.3g013210","Lcu.1GRN.3g013210","40S ribosomal S9-like protein",5.895229311,"Lcu.1GRN.3g013210","GO:0003735","structural constituent of ribosome","MF","structural constituent of ribosome","Molecular Function"
"Lcu.1GRN.Chr3",96528329,96529346,"Lcu.1GRN.3g013210","Lcu.1GRN.3g013210","40S ribosomal S9-like protein",5.895229311,"Lcu.1GRN.3g013210","GO:0006412","translation","BP","translation","Biological Process"
"Lcu.1GRN.Chr3",96528329,96529346,"Lcu.1GRN.3g013210","Lcu.1GRN.3g013210","40S ribosomal S9-like protein",5.895229311,"Lcu.1GRN.3g013210","GO:0015935","small ribosomal subunit","CC","small ribosomal subunit","Cellular Component"
"Lcu.1GRN.Chr3",96528329,96529346,"Lcu.1GRN.3g013210","Lcu.1GRN.3g013210","40S ribosomal S9-like protein",5.895229311,"Lcu.1GRN.3g013210","GO:0003723","RNA binding","MF","RNA binding","Molecular Function"
"Lcu.1GRN.Chr3",96528329,96529346,"Lcu.1GRN.3g013210","Lcu.1GRN.3g013210","40S ribosomal S9-like protein",5.895229311,"Lcu.1GRN.3g013210","GO:0022627","cytosolic small ribosomal subunit","CC","cytosolic small ribosomal subunit","Cellular Component"
"Lcu.1GRN.Chr3",96528329,96529346,"Lcu.1GRN.3g013210","Lcu.1GRN.3g013210","40S ribosomal S9-like protein",5.895229311,"Lcu.1GRN.3g013210","GO:0042274","ribosomal small subunit biogenesis","BP","ribosomal small subunit biogenesis","Biological Process"
"Lcu.1GRN.Chr6",298991381,298991881,"Lcu.1GRN.6g035300","Lcu.1GRN.6g035300","4-hydroxy-4-methyl-2-oxoglutarate aldolase",5.717595981,"Lcu.1GRN.6g035300","GO:0008428","ribonuclease inhibitor activity","MF","ribonuclease inhibitor activity","Molecular Function"
"Lcu.1GRN.Chr6",298991381,298991881,"Lcu.1GRN.6g035300","Lcu.1GRN.6g035300","4-hydroxy-4-methyl-2-oxoglutarate aldolase",5.717595981,"Lcu.1GRN.6g035300","GO:0051252","regulation of RNA metabolic process","BP","regulation of RNA metabolic process","Biological Process"
"Lcu.1GRN.Chr6",391402174,391403713,"Lcu.1GRN.6g051210","Lcu.1GRN.6g051210","50S ribosomal protein l18-like",11.33217559,"Lcu.1GRN.6g051210","GO:0003735","structural constituent of ribosome","MF","structural constituent of ribosome","Molecular Function"
"Lcu.1GRN.Chr6",391402174,391403713,"Lcu.1GRN.6g051210","Lcu.1GRN.6g051210","50S ribosomal protein l18-like",11.33217559,"Lcu.1GRN.6g051210","GO:0005840","ribosome","CC","ribosome","Cellular Component"
"Lcu.1GRN.Chr6",391402174,391403713,"Lcu.1GRN.6g051210","Lcu.1GRN.6g051210","50S ribosomal protein l18-like",11.33217559,"Lcu.1GRN.6g051210","GO:0006412","translation","BP","translation","Biological Process"
"Lcu.1GRN.Chr6",391402174,391403713,"Lcu.1GRN.6g051210","Lcu.1GRN.6g051210","50S ribosomal protein l18-like",11.33217559,"Lcu.1GRN.6g051210","GO:0008097","5S rRNA binding","MF","5S rRNA binding","Molecular Function"
"Lcu.1GRN.Chr6",292772568,292774664,"Lcu.1GRN.6g034170","Lcu.1GRN.6g034170","50S ribosomal protein L5;  chloroplastic",9.18618486,"Lcu.1GRN.6g034170","GO:0003735","structural constituent of ribosome","MF","structural constituent of ribosome","Molecular Function"
"Lcu.1GRN.Chr6",292772568,292774664,"Lcu.1GRN.6g034170","Lcu.1GRN.6g034170","50S ribosomal protein L5;  chloroplastic",9.18618486,"Lcu.1GRN.6g034170","GO:0005840","ribosome","CC","ribosome","Cellular Component"
"Lcu.1GRN.Chr6",292772568,292774664,"Lcu.1GRN.6g034170","Lcu.1GRN.6g034170","50S ribosomal protein L5;  chloroplastic",9.18618486,"Lcu.1GRN.6g034170","GO:0006412","translation","BP","translation","Biological Process"
"Lcu.1GRN.Chr6",299200628,299208215,"Lcu.1GRN.6g035350","Lcu.1GRN.6g035350","5-amino-6-(5-phosphoribosylamino)uracil reductase",5.717595981,"Lcu.1GRN.6g035350","GO:0008703","5-amino-6-(5-phosphoribosylamino)uracil reductase activity","MF","5-amino-6-(5-phosphoribosylamino)uracil reductase activity","Molecular Function"
"Lcu.1GRN.Chr6",299200628,299208215,"Lcu.1GRN.6g035350","Lcu.1GRN.6g035350","5-amino-6-(5-phosphoribosylamino)uracil reductase",5.717595981,"Lcu.1GRN.6g035350","GO:0009231","riboflavin biosynthetic process","BP","riboflavin biosynthetic process","Biological Process"
"Lcu.1GRN.Chr6",299200628,299208215,"Lcu.1GRN.6g035350","Lcu.1GRN.6g035350","5-amino-6-(5-phosphoribosylamino)uracil reductase",5.717595981,"Lcu.1GRN.6g035350","GO:0050661","NADP binding","MF","NADP binding","Molecular Function"
