"chr","start","stop","mid_pos_mb","n_snps","xpclr","z_score","chr_num","color_group"
"Lcu.1GRN.Chr6",373300001,373800001,373.550001,19,204.931631548781,9.64574374695295,6,"Even"
"Lcu.1GRN.Chr4",289900001,290400001,290.150001,17,203.974937791543,9.59829776956698,4,"Even"
"Lcu.1GRN.Chr6",373500001,374000001,373.750001,27,203.409765372573,9.57026878160007,6,"Even"
"Lcu.1GRN.Chr6",373400001,373900001,373.650001,18,203.081455784232,9.55398669635995,6,"Even"
"Lcu.1GRN.Chr6",373550001,374050001,373.800001,28,202.438404165807,9.52209539121137,6,"Even"
"Lcu.1GRN.Chr4",288550001,289050001,288.800001,28,202.281846280466,9.51433110736267,4,"Even"
"Lcu.1GRN.Chr6",373450001,373950001,373.700001,22,201.847731276714,9.49280174073401,6,"Even"
"Lcu.1GRN.Chr6",373600001,374100001,373.850001,24,199.815087973742,9.39199545088737,6,"Even"
"Lcu.1GRN.Chr2",416250001,416750001,416.500001,17,198.354829771356,9.31957585253215,2,"Even"
"Lcu.1GRN.Chr6",278550001,279050001,278.800001,12,194.748692836609,9.1407342011026,6,"Even"
"Lcu.1GRN.Chr4",290000001,290500001,290.250001,16,193.056988677985,9.05683634283125,4,"Even"
"Lcu.1GRN.Chr6",373250001,373750001,373.500001,17,192.325448426177,9.02055655948195,6,"Even"
"Lcu.1GRN.Chr4",288600001,289100001,288.850001,25,189.305268451507,8.87077467818951,4,"Even"
"Lcu.1GRN.Chr4",289850001,290350001,290.100001,16,186.079770778763,8.71081033381937,4,"Even"
"Lcu.1GRN.Chr2",52800001,53300001,53.050001,12,184.766157078988,8.64566337804391,2,"Even"
"Lcu.1GRN.Chr2",52850001,53350001,53.100001,12,184.766157078988,8.64566337804391,2,"Even"
"Lcu.1GRN.Chr6",398200001,398700001,398.450001,27,184.20245443053,8.61770728142595,6,"Even"
"Lcu.1GRN.Chr4",326700001,327200001,326.950001,13,184.136475005428,8.61443511801141,4,"Even"
"Lcu.1GRN.Chr3",384800001,385300001,385.050001,23,183.190821992585,8.56753669192376,3,"Odd"
"Lcu.1GRN.Chr6",398150001,398650001,398.400001,23,183.170113546045,8.56650968356421,6,"Even"
"Lcu.1GRN.Chr2",52650001,53150001,52.900001,10,183.034375338198,8.55977792442894,2,"Even"
"Lcu.1GRN.Chr2",52700001,53200001,52.950001,10,183.034375338198,8.55977792442894,2,"Even"
"Lcu.1GRN.Chr2",52750001,53250001,53.000001,10,183.034375338198,8.55977792442894,2,"Even"
"Lcu.1GRN.Chr2",52900001,53400001,53.150001,12,182.381098013636,8.52737948873993,2,"Even"
"Lcu.1GRN.Chr2",319250001,319750001,319.500001,18,180.739084633842,8.44594597974522,2,"Even"
"Lcu.1GRN.Chr2",52550001,53050001,52.800001,7,180.357068220612,8.42700037466938,2,"Even"
"Lcu.1GRN.Chr2",52600001,53100001,52.850001,7,180.357068220612,8.42700037466938,2,"Even"
"Lcu.1GRN.Chr4",151750001,152250001,152.000001,20,180.272528109952,8.42280771829607,4,"Even"
"Lcu.1GRN.Chr6",277650001,278150001,277.900001,13,178.736505550145,8.34663068558773,6,"Even"
"Lcu.1GRN.Chr6",277700001,278200001,277.950001,13,178.736505550145,8.34663068558773,6,"Even"
"Lcu.1GRN.Chr6",277750001,278250001,278.000001,13,178.736505550145,8.34663068558773,6,"Even"
"Lcu.1GRN.Chr6",277800001,278300001,278.050001,13,178.736505550145,8.34663068558773,6,"Even"
"Lcu.1GRN.Chr6",341900001,342400001,342.150001,23,177.776339860745,8.29901252226072,6,"Even"
"Lcu.1GRN.Chr4",289550001,290050001,289.800001,16,177.352141384106,8.27797495284263,4,"Even"
"Lcu.1GRN.Chr4",289600001,290100001,289.850001,16,177.352141384106,8.27797495284263,4,"Even"
"Lcu.1GRN.Chr4",288650001,289150001,288.900001,15,177.206006174658,8.27072756799213,4,"Even"
"Lcu.1GRN.Chr6",373650001,374150001,373.900001,23,175.739804797477,8.19801322564511,6,"Even"
"Lcu.1GRN.Chr4",106600001,107100001,106.850001,13,175.556396618354,8.18891733654453,4,"Even"
"Lcu.1GRN.Chr4",106650001,107150001,106.900001,13,175.556396618354,8.18891733654453,4,"Even"
"Lcu.1GRN.Chr4",106700001,107200001,106.950001,13,175.556396618354,8.18891733654453,4,"Even"
"Lcu.1GRN.Chr6",342150001,342650001,342.400001,28,175.542734688339,8.18823979096878,6,"Even"
"Lcu.1GRN.Chr4",289800001,290300001,290.050001,16,175.007347498792,8.16168796255369,4,"Even"
"Lcu.1GRN.Chr6",373700001,374200001,373.950001,28,174.419874176474,8.13255299041167,6,"Even"
"Lcu.1GRN.Chr4",290050001,290550001,290.300001,15,172.870528594735,8.05571521983137,4,"Even"
"Lcu.1GRN.Chr4",290100001,290600001,290.350001,15,172.870528594735,8.05571521983137,4,"Even"
"Lcu.1GRN.Chr6",343650001,344150001,343.900001,20,172.865638031152,8.05547267871784,6,"Even"
"Lcu.1GRN.Chr4",324550001,325050001,324.800001,27,172.610004137069,8.04279484961528,4,"Even"
"Lcu.1GRN.Chr4",289950001,290450001,290.200001,16,170.938264835801,7.95988712236907,4,"Even"
"Lcu.1GRN.Chr6",278450001,278950001,278.700001,11,170.369827598015,7.93169621997705,6,"Even"
"Lcu.1GRN.Chr6",278500001,279000001,278.750001,11,170.369827598015,7.93169621997705,6,"Even"
"Lcu.1GRN.Chr2",319100001,319600001,319.350001,16,169.108700062862,7.86915224698565,2,"Even"
"Lcu.1GRN.Chr6",341950001,342450001,342.200001,20,169.025977144651,7.86504971189851,6,"Even"
"Lcu.1GRN.Chr6",342000001,342500001,342.250001,20,169.025977144651,7.86504971189851,6,"Even"
"Lcu.1GRN.Chr6",342050001,342550001,342.300001,20,169.025977144651,7.86504971189851,6,"Even"
"Lcu.1GRN.Chr6",342100001,342600001,342.350001,20,169.025977144651,7.86504971189851,6,"Even"
"Lcu.1GRN.Chr2",319150001,319650001,319.400001,15,168.778114619766,7.85275729370139,2,"Even"
"Lcu.1GRN.Chr2",319200001,319700001,319.450001,15,168.778114619766,7.85275729370139,2,"Even"
"Lcu.1GRN.Chr3",384850001,385350001,385.100001,24,168.714296522618,7.84959231852391,3,"Odd"
"Lcu.1GRN.Chr3",384900001,385400001,385.150001,24,168.714296522618,7.84959231852391,3,"Odd"
"Lcu.1GRN.Chr2",135200001,135700001,135.450001,21,168.680471428146,7.84791480714134,2,"Even"
"Lcu.1GRN.Chr4",326750001,327250001,327.000001,12,167.938541526629,7.81111976268427,4,"Even"
"Lcu.1GRN.Chr6",339250001,339750001,339.500001,15,167.654434929652,7.79702986706891,6,"Even"
"Lcu.1GRN.Chr4",290150001,290650001,290.400001,14,166.185825107595,7.72419608104388,4,"Even"
"Lcu.1GRN.Chr6",277850001,278350001,278.100001,12,164.434037690263,7.63731847202951,6,"Even"
"Lcu.1GRN.Chr6",277900001,278400001,278.150001,12,164.434037690263,7.63731847202951,6,"Even"
"Lcu.1GRN.Chr6",277950001,278450001,278.200001,12,164.434037690263,7.63731847202951,6,"Even"
"Lcu.1GRN.Chr6",278000001,278500001,278.250001,12,164.434037690263,7.63731847202951,6,"Even"
"Lcu.1GRN.Chr6",278050001,278550001,278.300001,12,164.434037690263,7.63731847202951,6,"Even"
"Lcu.1GRN.Chr2",54550001,55050001,54.800001,9,164.043334895898,7.61794207722621,2,"Even"
"Lcu.1GRN.Chr6",398100001,398600001,398.350001,22,162.692698543248,7.55095903133539,6,"Even"
"Lcu.1GRN.Chr4",326650001,327150001,326.900001,10,162.182721129891,7.52566736758359,4,"Even"
"Lcu.1GRN.Chr4",288500001,289000001,288.750001,25,162.164516129309,7.52476451435666,4,"Even"
"Lcu.1GRN.Chr4",289500001,290000001,289.750001,15,161.081058565131,7.47103185152727,4,"Even"
"Lcu.1GRN.Chr4",151700001,152200001,151.950001,18,161.021933670172,7.46809962958274,4,"Even"
"Lcu.1GRN.Chr4",324600001,325100001,324.850001,24,160.475028166808,7.44097656543752,4,"Even"
"Lcu.1GRN.Chr4",289350001,289850001,289.600001,14,160.335107470646,7.43403738125689,4,"Even"
"Lcu.1GRN.Chr4",289450001,289950001,289.700001,14,160.168478314662,7.42577362589438,4,"Even"
"Lcu.1GRN.Chr2",135150001,135650001,135.400001,20,159.892354155288,7.41207960884632,2,"Even"
"Lcu.1GRN.Chr4",326800001,327300001,327.050001,12,159.108863594615,7.37322341777932,4,"Even"
"Lcu.1GRN.Chr4",327000001,327500001,327.250001,15,158.475410968956,7.34180816214007,4,"Even"
"Lcu.1GRN.Chr3",384950001,385450001,385.200001,22,155.515125208154,7.1949966561587,3,"Odd"
"Lcu.1GRN.Chr3",385000001,385500001,385.250001,22,155.515125208154,7.1949966561587,3,"Odd"
"Lcu.1GRN.Chr4",488400001,488900001,488.650001,12,154.457561791778,7.14254817977011,4,"Even"
"Lcu.1GRN.Chr4",488450001,488950001,488.700001,12,154.457561791778,7.14254817977011,4,"Even"
"Lcu.1GRN.Chr4",288700001,289200001,288.950001,13,154.312430692835,7.13535059246865,4,"Even"
"Lcu.1GRN.Chr4",486500001,487000001,486.750001,23,153.753372775271,7.10762484521308,4,"Even"
"Lcu.1GRN.Chr4",289300001,289800001,289.550001,13,153.623964784618,7.10120702493188,4,"Even"
"Lcu.1GRN.Chr4",486450001,486950001,486.700001,23,153.543904743548,7.09723655175864,4,"Even"
"Lcu.1GRN.Chr2",135250001,135750001,135.500001,19,152.579125198468,7.04938957028518,2,"Even"
"Lcu.1GRN.Chr2",54050001,54550001,54.300001,9,152.565434059693,7.04871057613913,2,"Even"
"Lcu.1GRN.Chr6",398250001,398750001,398.500001,26,152.522975656258,7.04660490707424,6,"Even"
"Lcu.1GRN.Chr2",135300001,135800001,135.550001,17,152.408059790468,7.04090580479796,2,"Even"
"Lcu.1GRN.Chr6",278100001,278600001,278.350001,11,152.157793703805,7.02849418509368,6,"Even"
"Lcu.1GRN.Chr4",488500001,489000001,488.750001,11,151.177963248859,6.97990077340289,4,"Even"
"Lcu.1GRN.Chr4",488550001,489050001,488.800001,11,151.177963248859,6.97990077340289,4,"Even"
"Lcu.1GRN.Chr4",488600001,489100001,488.850001,11,151.177963248859,6.97990077340289,4,"Even"
"Lcu.1GRN.Chr4",288750001,289250001,289.000001,12,151.1500703946,6.97851746372579,4,"Even"
"Lcu.1GRN.Chr4",288800001,289300001,289.050001,12,151.1500703946,6.97851746372579,4,"Even"
"Lcu.1GRN.Chr4",288850001,289350001,289.100001,12,151.1500703946,6.97851746372579,4,"Even"
"Lcu.1GRN.Chr3",251650001,252150001,251.900001,35,151.099271101015,6.97599813910761,3,"Odd"
"Lcu.1GRN.Chr4",326850001,327350001,327.100001,14,150.978589958231,6.97001311544868,4,"Even"
"Lcu.1GRN.Chr4",326900001,327400001,327.150001,14,150.978589958231,6.97001311544868,4,"Even"
"Lcu.1GRN.Chr4",326950001,327450001,327.200001,14,150.978589958231,6.97001311544868,4,"Even"
"Lcu.1GRN.Chr4",324650001,325150001,324.900001,19,149.758054721708,6.90948226449163,4,"Even"
"Lcu.1GRN.Chr6",278650001,279150001,278.900001,9,147.96780744873,6.82069728916761,6,"Even"
"Lcu.1GRN.Chr6",278700001,279200001,278.950001,9,147.96780744873,6.82069728916761,6,"Even"
"Lcu.1GRN.Chr6",278750001,279250001,279.000001,9,147.96780744873,6.82069728916761,6,"Even"
"Lcu.1GRN.Chr6",278800001,279300001,279.050001,9,147.96780744873,6.82069728916761,6,"Even"
"Lcu.1GRN.Chr6",338850001,339350001,339.100001,14,146.911737326228,6.76832287073833,6,"Even"
"Lcu.1GRN.Chr2",318850001,319350001,319.100001,14,146.196875420002,6.73287022815518,2,"Even"
"Lcu.1GRN.Chr4",152000001,152500001,152.250001,19,145.611562190352,6.70384238298783,4,"Even"
"Lcu.1GRN.Chr4",151950001,152450001,152.200001,18,145.528076825816,6.69970203537093,4,"Even"
"Lcu.1GRN.Chr4",486250001,486750001,486.500001,24,145.404896321237,6.6935930591281,4,"Even"
"Lcu.1GRN.Chr4",327750001,328250001,328.000001,18,145.343561387985,6.6905512332209,4,"Even"
"Lcu.1GRN.Chr4",327800001,328300001,328.050001,18,145.343561387985,6.6905512332209,4,"Even"
"Lcu.1GRN.Chr4",105900001,106400001,106.150001,18,145.248427620286,6.68583319826273,4,"Even"
"Lcu.1GRN.Chr4",105750001,106250001,106.000001,19,145.246029038419,6.68571424372773,4,"Even"
"Lcu.1GRN.Chr4",105800001,106300001,106.050001,19,145.246029038419,6.68571424372773,4,"Even"
"Lcu.1GRN.Chr4",105850001,106350001,106.100001,19,145.246029038419,6.68571424372773,4,"Even"
"Lcu.1GRN.Chr4",499000001,499500001,499.250001,28,145.23976305722,6.68540349057396,4,"Even"
"Lcu.1GRN.Chr4",499050001,499550001,499.300001,28,145.23976305722,6.68540349057396,4,"Even"
"Lcu.1GRN.Chr6",339000001,339500001,339.250001,11,145.222347640852,6.68453979574484,6,"Even"
"Lcu.1GRN.Chr6",339050001,339550001,339.300001,11,145.222347640852,6.68453979574484,6,"Even"
"Lcu.1GRN.Chr6",339100001,339600001,339.350001,11,145.222347640852,6.68453979574484,6,"Even"
"Lcu.1GRN.Chr6",339150001,339650001,339.400001,11,145.222347640852,6.68453979574484,6,"Even"
"Lcu.1GRN.Chr6",339200001,339700001,339.450001,11,145.222347640852,6.68453979574484,6,"Even"
"Lcu.1GRN.Chr4",499100001,499600001,499.350001,26,144.801850899838,6.66368580907036,4,"Even"
"Lcu.1GRN.Chr6",343550001,344050001,343.800001,21,144.775414458783,6.66237472830391,6,"Even"
"Lcu.1GRN.Chr3",253050001,253550001,253.300001,15,144.72489327859,6.65986919635619,3,"Odd"
"Lcu.1GRN.Chr6",343600001,344100001,343.850001,20,144.644295685822,6.65587206400859,6,"Even"
"Lcu.1GRN.Chr4",324850001,325350001,325.100001,13,144.506313026747,6.64902899424607,4,"Even"
"Lcu.1GRN.Chr4",324900001,325400001,325.150001,13,144.506313026747,6.64902899424607,4,"Even"
"Lcu.1GRN.Chr4",324950001,325450001,325.200001,13,144.506313026747,6.64902899424607,4,"Even"
"Lcu.1GRN.Chr4",151550001,152050001,151.800001,14,144.480004982998,6.64772428117633,4,"Even"
"Lcu.1GRN.Chr6",340850001,341350001,341.100001,20,144.431886718972,6.64533791871754,6,"Even"
"Lcu.1GRN.Chr3",253250001,253750001,253.500001,22,143.99962808627,6.62390061638659,3,"Odd"
"Lcu.1GRN.Chr3",253300001,253800001,253.550001,22,143.99962808627,6.62390061638659,3,"Odd"
"Lcu.1GRN.Chr3",253200001,253700001,253.450001,21,143.358249660781,6.59209229105635,3,"Odd"
"Lcu.1GRN.Chr4",290300001,290800001,290.550001,24,143.187892347406,6.58364364259722,4,"Even"
"Lcu.1GRN.Chr3",253150001,253650001,253.400001,20,143.099608167267,6.57926530398813,3,"Odd"
"Lcu.1GRN.Chr2",135000001,135500001,135.250001,18,143.061164970134,6.57735876383563,2,"Even"
"Lcu.1GRN.Chr2",135050001,135550001,135.300001,18,143.061164970134,6.57735876383563,2,"Even"
"Lcu.1GRN.Chr2",135100001,135600001,135.350001,18,143.061164970134,6.57735876383563,2,"Even"
"Lcu.1GRN.Chr4",499150001,499650001,499.400001,22,142.50766529032,6.54990867012181,4,"Even"
"Lcu.1GRN.Chr4",148400001,148900001,148.650001,11,142.267400862575,6.53799306962877,4,"Even"
"Lcu.1GRN.Chr4",148450001,148950001,148.700001,11,142.267400862575,6.53799306962877,4,"Even"
"Lcu.1GRN.Chr4",148500001,149000001,148.750001,11,142.267400862575,6.53799306962877,4,"Even"
"Lcu.1GRN.Chr4",148550001,149050001,148.800001,11,142.267400862575,6.53799306962877,4,"Even"
"Lcu.1GRN.Chr4",486600001,487100001,486.850001,22,142.260528365759,6.53765223712511,4,"Even"
"Lcu.1GRN.Chr4",486550001,487050001,486.800001,20,142.054004824028,6.52740997180613,4,"Even"
"Lcu.1GRN.Chr4",488650001,489150001,488.900001,10,141.567976293604,6.50330602162461,4,"Even"
"Lcu.1GRN.Chr6",278400001,278900001,278.650001,9,141.17308729673,6.48372201757532,6,"Even"
"Lcu.1GRN.Chr2",318800001,319300001,319.050001,14,140.565811106703,6.45360494807309,2,"Even"
"Lcu.1GRN.Chr4",105700001,106200001,105.950001,19,140.559739868643,6.45330385295097,4,"Even"
"Lcu.1GRN.Chr4",114000001,114500001,114.250001,29,140.43001033812,6.44687008631985,4,"Even"
"Lcu.1GRN.Chr4",324500001,325000001,324.750001,26,140.06700149466,6.42886713684159,4,"Even"
"Lcu.1GRN.Chr3",253100001,253600001,253.350001,14,139.45752751773,6.39864107096836,3,"Odd"
"Lcu.1GRN.Chr2",52500001,53000001,52.750001,5,139.418788569421,6.39671986342257,2,"Even"
"Lcu.1GRN.Chr7",631000001,631500001,631.250001,27,139.118917173742,6.38184813320541,7,"Odd"
"Lcu.1GRN.Chr7",631050001,631550001,631.300001,27,139.118917173742,6.38184813320541,7,"Odd"
"Lcu.1GRN.Chr4",288450001,288950001,288.700001,24,138.352152813475,6.34382145620209,4,"Even"
"Lcu.1GRN.Chr6",339300001,339800001,339.550001,14,138.188224986732,6.33569166973513,6,"Even"
"Lcu.1GRN.Chr4",33100001,33600001,33.350001,14,137.97911485725,6.32532112597493,4,"Even"
"Lcu.1GRN.Chr2",319300001,319800001,319.550001,14,137.933275046974,6.32304776045404,2,"Even"
"Lcu.1GRN.Chr7",630800001,631300001,631.050001,28,137.901749885357,6.32148431123756,7,"Odd"
"Lcu.1GRN.Chr3",385200001,385700001,385.450001,21,137.885074906486,6.32065733743907,3,"Odd"
"Lcu.1GRN.Chr7",630850001,631350001,631.100001,26,137.736861565961,6.31330689039195,7,"Odd"
"Lcu.1GRN.Chr7",630900001,631400001,631.150001,26,137.736861565961,6.31330689039195,7,"Odd"
"Lcu.1GRN.Chr6",397850001,398350001,398.100001,19,137.694086255797,6.31118550475171,6,"Even"
"Lcu.1GRN.Chr6",397900001,398400001,398.150001,19,137.694086255797,6.31118550475171,6,"Even"
"Lcu.1GRN.Chr6",397950001,398450001,398.200001,19,137.694086255797,6.31118550475171,6,"Even"
"Lcu.1GRN.Chr6",398000001,398500001,398.250001,19,137.694086255797,6.31118550475171,6,"Even"
"Lcu.1GRN.Chr6",398050001,398550001,398.300001,19,137.694086255797,6.31118550475171,6,"Even"
"Lcu.1GRN.Chr7",630950001,631450001,631.200001,25,137.554332585924,6.30425460402173,7,"Odd"
"Lcu.1GRN.Chr4",32750001,33250001,33.000001,12,137.151222449571,6.28426288329737,4,"Even"
"Lcu.1GRN.Chr4",32800001,33300001,33.050001,13,137.14260136387,6.28383533181171,4,"Even"
"Lcu.1GRN.Chr4",32850001,33350001,33.100001,13,137.14260136387,6.28383533181171,4,"Even"
"Lcu.1GRN.Chr4",32900001,33400001,33.150001,13,137.14260136387,6.28383533181171,4,"Even"
"Lcu.1GRN.Chr4",32950001,33450001,33.200001,13,137.14260136387,6.28383533181171,4,"Even"
"Lcu.1GRN.Chr4",33000001,33500001,33.250001,13,137.14260136387,6.28383533181171,4,"Even"
"Lcu.1GRN.Chr4",33050001,33550001,33.300001,13,137.14260136387,6.28383533181171,4,"Even"
"Lcu.1GRN.Chr6",340650001,341150001,340.900001,27,137.101403482032,6.28179217666907,6,"Even"
"Lcu.1GRN.Chr7",4050001,4550001,4.300001,21,136.917352613839,6.27266441424341,7,"Odd"
"Lcu.1GRN.Chr4",486300001,486800001,486.550001,22,136.882690719793,6.27094540287892,4,"Even"
"Lcu.1GRN.Chr4",486350001,486850001,486.600001,22,136.882690719793,6.27094540287892,4,"Even"
"Lcu.1GRN.Chr4",486400001,486900001,486.650001,22,136.882690719793,6.27094540287892,4,"Even"
"Lcu.1GRN.Chr6",278850001,279350001,279.100001,8,136.698189610981,6.2617953113578,6,"Even"
"Lcu.1GRN.Chr7",4000001,4500001,4.250001,20,135.687202575094,6.21165672972776,7,"Odd"
"Lcu.1GRN.Chr4",113950001,114450001,114.200001,29,135.679055225656,6.21125267257338,4,"Even"
"Lcu.1GRN.Chr6",59100001,59600001,59.350001,14,135.23775940431,6.18936718267475,6,"Even"
"Lcu.1GRN.Chr6",59150001,59650001,59.400001,14,135.23775940431,6.18936718267475,6,"Even"
"Lcu.1GRN.Chr2",52950001,53450001,53.200001,10,134.533389624585,6.15443488340197,2,"Even"
"Lcu.1GRN.Chr2",134950001,135450001,135.200001,17,134.441403424144,6.14987294793106,2,"Even"
"Lcu.1GRN.Chr4",324800001,325300001,325.050001,11,134.369658347794,6.14631484457323,4,"Even"
"Lcu.1GRN.Chr4",290200001,290700001,290.450001,18,134.275789565568,6.14165954491746,4,"Even"
"Lcu.1GRN.Chr4",290250001,290750001,290.500001,18,134.275789565568,6.14165954491746,4,"Even"
"Lcu.1GRN.Chr2",317800001,318300001,318.050001,18,134.113314316932,6.13360179716461,2,"Even"
"Lcu.1GRN.Chr6",278600001,279100001,278.850001,8,134.081498831403,6.13202394971287,6,"Even"
"Lcu.1GRN.Chr4",498750001,499250001,499.000001,31,134.040776889709,6.13000439820008,4,"Even"
"Lcu.1GRN.Chr4",151900001,152400001,152.150001,17,133.521775901274,6.10426522202768,4,"Even"
"Lcu.1GRN.Chr3",385050001,385550001,385.300001,19,133.18595312387,6.08761052998867,3,"Odd"
"Lcu.1GRN.Chr4",288400001,288900001,288.650001,22,132.875284633332,6.07220333195371,4,"Even"
"Lcu.1GRN.Chr4",148300001,148800001,148.550001,9,132.261765378822,6.04177664582228,4,"Even"
"Lcu.1GRN.Chr4",105950001,106450001,106.200001,17,132.195126203587,6.03847176296159,4,"Even"
"Lcu.1GRN.Chr4",170250001,170750001,170.500001,15,132.101731813414,6.03383999016014,4,"Even"
"Lcu.1GRN.Chr4",170300001,170800001,170.550001,15,132.101731813414,6.03383999016014,4,"Even"
"Lcu.1GRN.Chr6",340700001,341200001,340.950001,25,131.539453292374,6.00595452128142,6,"Even"
"Lcu.1GRN.Chr7",631100001,631600001,631.350001,25,131.412327218264,5.99964986967088,7,"Odd"
"Lcu.1GRN.Chr2",415650001,416150001,415.900001,18,130.977388928568,5.97807967325108,2,"Even"
"Lcu.1GRN.Chr4",498850001,499350001,499.100001,30,130.263955088379,5.94269785373784,4,"Even"
"Lcu.1GRN.Chr4",327850001,328350001,328.100001,18,130.184805709216,5.9387725436525,4,"Even"
"Lcu.1GRN.Chr4",327100001,327600001,327.350001,14,130.134424841946,5.93627397034095,4,"Even"
"Lcu.1GRN.Chr4",151100001,151600001,151.350001,9,129.708142181151,5.91513303853168,4,"Even"
"Lcu.1GRN.Chr4",148350001,148850001,148.600001,10,129.634177755503,5.91146486944398,4,"Even"
"Lcu.1GRN.Chr4",170200001,170700001,170.450001,14,128.781209518618,5.86916302376763,4,"Even"
"Lcu.1GRN.Chr4",37800001,38300001,38.050001,15,128.759639140917,5.86809326905789,4,"Even"
"Lcu.1GRN.Chr4",37850001,38350001,38.100001,15,128.759639140917,5.86809326905789,4,"Even"
"Lcu.1GRN.Chr4",37900001,38400001,38.150001,15,128.759639140917,5.86809326905789,4,"Even"
"Lcu.1GRN.Chr4",498900001,499400001,499.150001,27,128.508380107472,5.85563240545481,4,"Even"
"Lcu.1GRN.Chr7",648950001,649450001,649.200001,43,128.231040979385,5.84187813362026,7,"Odd"
"Lcu.1GRN.Chr6",343300001,343800001,343.550001,17,128.134076249539,5.83706929448578,6,"Even"
"Lcu.1GRN.Chr4",327700001,328200001,327.950001,15,127.85523765253,5.82324065844845,4,"Even"
"Lcu.1GRN.Chr7",631150001,631650001,631.400001,23,127.840996230923,5.82253437374405,7,"Odd"
"Lcu.1GRN.Chr6",340900001,341400001,341.150001,16,127.449358811342,5.8031116274239,6,"Even"
"Lcu.1GRN.Chr4",327050001,327550001,327.300001,13,127.144636086457,5.78799930187088,4,"Even"
"Lcu.1GRN.Chr6",340600001,341100001,340.850001,29,127.058360877458,5.78372059556159,6,"Even"
"Lcu.1GRN.Chr4",498950001,499450001,499.200001,26,126.915263530771,5.77662386954709,4,"Even"
