"chr","start","stop","mid_pos_mb","n_snps","xpclr","z_score","chr_num","color_group"
"Lcu.1GRN.Chr3",90400001,90900001,90.650001,12,146.709195472259,8.00523302047192,3,"Odd"
"Lcu.1GRN.Chr2",522850001,523350001,523.100001,24,146.142230036427,7.97212772287903,2,"Even"
"Lcu.1GRN.Chr2",522900001,523400001,523.150001,24,146.142230036427,7.97212772287903,2,"Even"
"Lcu.1GRN.Chr2",522950001,523450001,523.200001,24,146.142230036427,7.97212772287903,2,"Even"
"Lcu.1GRN.Chr3",93100001,93600001,93.350001,16,145.962546001798,7.96163591321462,3,"Odd"
"Lcu.1GRN.Chr3",128900001,129400001,129.150001,23,145.818891220163,7.95324786343926,3,"Odd"
"Lcu.1GRN.Chr3",112300001,112800001,112.550001,20,145.234172886341,7.91910596831516,3,"Odd"
"Lcu.1GRN.Chr3",120100001,120600001,120.350001,15,145.033568520413,7.90739261365055,3,"Odd"
"Lcu.1GRN.Chr6",296450001,296950001,296.700001,33,143.168988158388,7.79851915528879,6,"Even"
"Lcu.1GRN.Chr6",296500001,297000001,296.750001,33,143.168988158388,7.79851915528879,6,"Even"
"Lcu.1GRN.Chr6",296550001,297050001,296.800001,33,143.168988158388,7.79851915528879,6,"Even"
"Lcu.1GRN.Chr3",126550001,127050001,126.800001,19,142.950632201047,7.78576927938437,3,"Odd"
"Lcu.1GRN.Chr6",390250001,390750001,390.500001,24,142.395355898332,7.75334651410477,6,"Even"
"Lcu.1GRN.Chr3",92650001,93150001,92.900001,16,140.915293419937,7.66692518097473,3,"Odd"
"Lcu.1GRN.Chr3",92550001,93050001,92.800001,15,139.342469015456,7.57508744858242,3,"Odd"
"Lcu.1GRN.Chr3",92600001,93100001,92.850001,15,139.342469015456,7.57508744858242,3,"Odd"
"Lcu.1GRN.Chr3",90250001,90750001,90.500001,13,138.982803917194,7.55408648563258,3,"Odd"
"Lcu.1GRN.Chr3",90300001,90800001,90.550001,13,138.982803917194,7.55408648563258,3,"Odd"
"Lcu.1GRN.Chr3",100200001,100700001,100.450001,25,138.386960294887,7.51929498126808,3,"Odd"
"Lcu.1GRN.Chr3",115800001,116300001,116.050001,16,138.265663206238,7.51221240451282,3,"Odd"
"Lcu.1GRN.Chr6",375200001,375700001,375.450001,16,137.038727435329,7.44057122278249,6,"Even"
"Lcu.1GRN.Chr6",394000001,394500001,394.250001,18,136.639179943287,7.41724151379043,6,"Even"
"Lcu.1GRN.Chr6",292750001,293250001,293.000001,12,136.614195758715,7.41578267906595,6,"Even"
"Lcu.1GRN.Chr6",318050001,318550001,318.300001,29,135.291782771574,7.33856655139197,6,"Even"
"Lcu.1GRN.Chr3",122050001,122550001,122.300001,21,135.020132669326,7.32270481290193,3,"Odd"
"Lcu.1GRN.Chr6",390200001,390700001,390.450001,21,135.018607988022,7.32261578626094,6,"Even"
"Lcu.1GRN.Chr6",377950001,378450001,378.200001,23,134.431255656679,7.28832009115844,6,"Even"
"Lcu.1GRN.Chr2",539850001,540350001,540.100001,23,134.07585326287,7.26756802891853,2,"Even"
"Lcu.1GRN.Chr2",539900001,540400001,540.150001,23,134.07585326287,7.26756802891853,2,"Even"
"Lcu.1GRN.Chr2",539950001,540450001,540.200001,23,134.07585326287,7.26756802891853,2,"Even"
"Lcu.1GRN.Chr2",522800001,523300001,523.050001,22,134.006761501589,7.263533738336,2,"Even"
"Lcu.1GRN.Chr3",119600001,120100001,119.850001,21,133.70177662853,7.24572557165449,3,"Odd"
"Lcu.1GRN.Chr3",93950001,94450001,94.200001,17,133.629541822254,7.24150775764468,3,"Odd"
"Lcu.1GRN.Chr3",94000001,94500001,94.250001,17,133.629541822254,7.24150775764468,3,"Odd"
"Lcu.1GRN.Chr6",302750001,303250001,303.000001,17,133.459390983623,7.23157259441858,6,"Even"
"Lcu.1GRN.Chr6",302700001,303200001,302.950001,18,132.948813903313,7.20175983138312,6,"Even"
"Lcu.1GRN.Chr6",323000001,323500001,323.250001,22,132.892948314287,7.19849782133275,6,"Even"
"Lcu.1GRN.Chr3",94100001,94600001,94.350001,20,132.577404417362,7.18007310978754,3,"Odd"
"Lcu.1GRN.Chr6",293200001,293700001,293.450001,8,132.513056336438,7.17631580425552,6,"Even"
"Lcu.1GRN.Chr6",293250001,293750001,293.500001,8,132.513056336438,7.17631580425552,6,"Even"
"Lcu.1GRN.Chr6",380350001,380850001,380.600001,26,132.375357617778,7.16827553094911,6,"Even"
"Lcu.1GRN.Chr6",392850001,393350001,393.100001,17,132.366030770366,7.1677309332723,6,"Even"
"Lcu.1GRN.Chr6",380500001,381000001,380.750001,26,132.279599846907,7.16268420332808,6,"Even"
"Lcu.1GRN.Chr6",380550001,381050001,380.800001,26,132.279599846907,7.16268420332808,6,"Even"
"Lcu.1GRN.Chr6",392900001,393400001,393.150001,16,132.051322713654,7.14935502671102,6,"Even"
"Lcu.1GRN.Chr6",318400001,318900001,318.650001,27,132.027374493815,7.14795668230678,6,"Even"
"Lcu.1GRN.Chr6",380150001,380650001,380.400001,19,131.939069653937,7.14280053376882,6,"Even"
"Lcu.1GRN.Chr3",92450001,92950001,92.700001,14,131.463020038332,7.11500384071214,3,"Odd"
"Lcu.1GRN.Chr3",92500001,93000001,92.750001,14,131.463020038332,7.11500384071214,3,"Odd"
"Lcu.1GRN.Chr3",119350001,119850001,119.600001,19,131.460990127772,7.11488531356934,3,"Odd"
"Lcu.1GRN.Chr3",126600001,127100001,126.850001,16,131.351356561318,7.10848377369717,3,"Odd"
"Lcu.1GRN.Chr3",119900001,120400001,120.150001,14,131.186774518025,7.09887377425573,3,"Odd"
"Lcu.1GRN.Chr3",119650001,120150001,119.900001,20,131.09999463769,7.09380666860519,3,"Odd"
"Lcu.1GRN.Chr3",128850001,129350001,129.100001,22,130.906978075286,7.0825363682749,3,"Odd"
"Lcu.1GRN.Chr6",296400001,296900001,296.650001,29,130.69401752993,7.07010153224436,6,"Even"
"Lcu.1GRN.Chr2",637650001,638150001,637.900001,34,130.457232803043,7.05627559444708,2,"Even"
"Lcu.1GRN.Chr3",100100001,100600001,100.350001,23,130.380257059386,7.05178095554999,3,"Odd"
"Lcu.1GRN.Chr3",121800001,122300001,122.050001,23,129.58524965747,7.0053602128281,3,"Odd"
"Lcu.1GRN.Chr3",93050001,93550001,93.300001,14,129.366663013038,6.99259686702886,3,"Odd"
"Lcu.1GRN.Chr3",90050001,90550001,90.300001,13,129.044183145943,6.97376716191254,3,"Odd"
"Lcu.1GRN.Chr3",90100001,90600001,90.350001,13,129.044183145943,6.97376716191254,3,"Odd"
"Lcu.1GRN.Chr6",323050001,323550001,323.300001,20,128.970877516497,6.96948682218695,6,"Even"
"Lcu.1GRN.Chr3",93750001,94250001,94.000001,16,128.873605115191,6.96380705479848,3,"Odd"
"Lcu.1GRN.Chr3",93800001,94300001,94.050001,16,128.873605115191,6.96380705479848,3,"Odd"
"Lcu.1GRN.Chr3",93850001,94350001,94.100001,16,128.873605115191,6.96380705479848,3,"Odd"
"Lcu.1GRN.Chr6",318600001,319100001,318.850001,26,128.850077676372,6.96243327993591,6,"Even"
"Lcu.1GRN.Chr6",392500001,393000001,392.750001,19,128.695863032408,6.95342863633871,6,"Even"
"Lcu.1GRN.Chr6",392600001,393100001,392.850001,18,127.80315095857,6.90130288580551,6,"Even"
"Lcu.1GRN.Chr6",392650001,393150001,392.900001,18,127.80315095857,6.90130288580551,6,"Even"
"Lcu.1GRN.Chr3",119300001,119800001,119.550001,18,127.786123761051,6.90030866216255,3,"Odd"
"Lcu.1GRN.Chr3",119450001,119950001,119.700001,22,127.708039799176,6.89574931404053,3,"Odd"
"Lcu.1GRN.Chr3",119500001,120000001,119.750001,22,127.708039799176,6.89574931404053,3,"Odd"
"Lcu.1GRN.Chr6",375050001,375550001,375.300001,15,127.599385006097,6.88940492506646,6,"Even"
"Lcu.1GRN.Chr6",375100001,375600001,375.350001,15,127.599385006097,6.88940492506646,6,"Even"
"Lcu.1GRN.Chr6",318100001,318600001,318.350001,27,127.386804473992,6.8769922781342,6,"Even"
"Lcu.1GRN.Chr2",523050001,523550001,523.300001,22,127.224158758808,6.86749534152559,2,"Even"
"Lcu.1GRN.Chr6",296600001,297100001,296.850001,29,127.062000232163,6.85802685201545,6,"Even"
"Lcu.1GRN.Chr3",98150001,98650001,98.400001,16,126.683373466611,6.83591871109886,3,"Odd"
"Lcu.1GRN.Chr6",310600001,311100001,310.850001,15,126.627323974476,6.83264596288564,6,"Even"
"Lcu.1GRN.Chr3",120300001,120800001,120.550001,17,126.402568971991,6.81952244463835,3,"Odd"
"Lcu.1GRN.Chr3",90150001,90650001,90.400001,12,126.140916291461,6.80424445887858,3,"Odd"
"Lcu.1GRN.Chr6",322950001,323450001,323.200001,21,125.933630418704,6.79214096884069,6,"Even"
"Lcu.1GRN.Chr6",394500001,395000001,394.750001,11,125.091103225856,6.74294552995407,6,"Even"
"Lcu.1GRN.Chr3",116150001,116650001,116.400001,20,124.88577046321,6.73095608265563,3,"Odd"
"Lcu.1GRN.Chr6",380450001,380950001,380.700001,25,124.385926856576,6.70177005066549,6,"Even"
"Lcu.1GRN.Chr6",390100001,390600001,390.350001,18,123.851165715481,6.67054517239569,6,"Even"
"Lcu.1GRN.Chr6",318450001,318950001,318.700001,25,123.692620426851,6.66128766103729,6,"Even"
"Lcu.1GRN.Chr6",322800001,323300001,323.050001,21,123.588132329314,6.65518656678133,6,"Even"
"Lcu.1GRN.Chr3",90200001,90700001,90.450001,11,123.270314148091,6.63662905903071,3,"Odd"
"Lcu.1GRN.Chr6",296650001,297150001,296.900001,28,122.815947817502,6.6100984600917,6,"Even"
"Lcu.1GRN.Chr6",390150001,390650001,390.400001,17,122.611292287497,6.59814855662911,6,"Even"
"Lcu.1GRN.Chr6",318000001,318500001,318.250001,27,122.533099373769,6.59358284677268,6,"Even"
"Lcu.1GRN.Chr3",113650001,114150001,113.900001,20,122.212640026778,6.57487112048736,3,"Odd"
"Lcu.1GRN.Chr3",90000001,90500001,90.250001,12,122.190160157176,6.57355851353459,3,"Odd"
"Lcu.1GRN.Chr3",120200001,120700001,120.450001,15,122.059127736091,6.56590748752811,3,"Odd"
"Lcu.1GRN.Chr3",120250001,120750001,120.500001,15,122.059127736091,6.56590748752811,3,"Odd"
"Lcu.1GRN.Chr6",390350001,390850001,390.600001,24,121.932654403516,6.55852266819375,6,"Even"
"Lcu.1GRN.Chr6",390400001,390900001,390.650001,24,121.932654403516,6.55852266819375,6,"Even"
"Lcu.1GRN.Chr2",537000001,537500001,537.250001,28,121.774070829668,6.54926292134895,2,"Even"
"Lcu.1GRN.Chr3",119550001,120050001,119.800001,20,121.660011388232,6.54260295318616,3,"Odd"
"Lcu.1GRN.Chr3",130850001,131350001,131.100001,20,121.616914735129,6.54008652548871,3,"Odd"
"Lcu.1GRN.Chr2",522750001,523250001,523.000001,20,121.415504181006,6.52832609723123,2,"Even"
"Lcu.1GRN.Chr3",93900001,94400001,94.150001,15,121.410725316424,6.52804705776227,3,"Odd"
"Lcu.1GRN.Chr3",93650001,94150001,93.900001,14,121.290322732695,6.52101671144238,3,"Odd"
"Lcu.1GRN.Chr6",310300001,310800001,310.550001,12,121.177525766618,6.5144304596296,6,"Even"
"Lcu.1GRN.Chr6",310350001,310850001,310.600001,12,121.177525766618,6.5144304596296,6,"Even"
"Lcu.1GRN.Chr6",310400001,310900001,310.650001,12,121.177525766618,6.5144304596296,6,"Even"
"Lcu.1GRN.Chr6",310450001,310950001,310.700001,12,121.177525766618,6.5144304596296,6,"Even"
"Lcu.1GRN.Chr6",310500001,311000001,310.750001,12,121.177525766618,6.5144304596296,6,"Even"
"Lcu.1GRN.Chr6",310550001,311050001,310.800001,12,121.177525766618,6.5144304596296,6,"Even"
"Lcu.1GRN.Chr3",111850001,112350001,112.100001,15,120.941564283798,6.50065259132313,3,"Odd"
"Lcu.1GRN.Chr3",111900001,112400001,112.150001,15,120.941564283798,6.50065259132313,3,"Odd"
"Lcu.1GRN.Chr3",111950001,112450001,112.200001,15,120.941564283798,6.50065259132313,3,"Odd"
"Lcu.1GRN.Chr3",112000001,112500001,112.250001,15,120.941564283798,6.50065259132313,3,"Odd"
"Lcu.1GRN.Chr6",322900001,323400001,323.150001,19,120.620723352123,6.48191858418305,6,"Even"
"Lcu.1GRN.Chr3",120150001,120650001,120.400001,12,120.433182920646,6.47096803693207,3,"Odd"
"Lcu.1GRN.Chr3",100000001,100500001,100.250001,22,120.401023945149,6.4690902638143,3,"Odd"
"Lcu.1GRN.Chr3",100050001,100550001,100.300001,22,120.401023945149,6.4690902638143,3,"Odd"
"Lcu.1GRN.Chr6",323100001,323600001,323.350001,19,120.2476531492,6.46013489277921,6,"Even"
"Lcu.1GRN.Chr3",119950001,120450001,120.200001,11,119.608871933541,6.42283624826824,3,"Odd"
"Lcu.1GRN.Chr3",120000001,120500001,120.250001,11,119.608871933541,6.42283624826824,3,"Odd"
"Lcu.1GRN.Chr3",120050001,120550001,120.300001,11,119.608871933541,6.42283624826824,3,"Odd"
"Lcu.1GRN.Chr3",93500001,94000001,93.750001,11,119.413057203205,6.41140256199542,3,"Odd"
"Lcu.1GRN.Chr3",126300001,126800001,126.550001,20,119.078615994431,6.3918744302187,3,"Odd"
"Lcu.1GRN.Chr3",126350001,126850001,126.600001,20,119.078615994431,6.3918744302187,3,"Odd"
"Lcu.1GRN.Chr3",98250001,98750001,98.500001,15,118.898472854761,6.38135581326042,3,"Odd"
"Lcu.1GRN.Chr3",126400001,126900001,126.650001,19,118.850644478255,6.37856309868289,3,"Odd"
"Lcu.1GRN.Chr6",380400001,380900001,380.650001,23,118.82223055558,6.37690400042667,6,"Even"
"Lcu.1GRN.Chr6",317950001,318450001,318.200001,26,118.61986308854,6.36508769771038,6,"Even"
"Lcu.1GRN.Chr3",112100001,112600001,112.350001,14,118.158807642207,6.33816651911111,3,"Odd"
"Lcu.1GRN.Chr3",112150001,112650001,112.400001,14,118.158807642207,6.33816651911111,3,"Odd"
"Lcu.1GRN.Chr6",380600001,381100001,380.850001,24,117.516649672841,6.30067070484458,6,"Even"
"Lcu.1GRN.Chr6",392800001,393300001,393.050001,15,117.285579248053,6.28717842701944,6,"Even"
"Lcu.1GRN.Chr3",115500001,116000001,115.750001,15,117.101473263101,6.27642841822654,3,"Odd"
"Lcu.1GRN.Chr3",129000001,129500001,129.250001,17,116.790475048982,6.25826913058996,3,"Odd"
"Lcu.1GRN.Chr6",390300001,390800001,390.550001,21,116.358629607023,6.23305353371822,6,"Even"
"Lcu.1GRN.Chr6",379850001,380350001,380.100001,15,116.105195200148,6.2182554156503,6,"Even"
"Lcu.1GRN.Chr3",119400001,119900001,119.650001,19,116.08718193813,6.21720361537816,3,"Odd"
"Lcu.1GRN.Chr6",292600001,293100001,292.850001,17,115.760315572185,6.1981177811565,6,"Even"
"Lcu.1GRN.Chr6",292650001,293150001,292.900001,17,115.760315572185,6.1981177811565,6,"Even"
"Lcu.1GRN.Chr6",292550001,293050001,292.800001,17,115.695156216125,6.19431310500342,6,"Even"
"Lcu.1GRN.Chr2",637750001,638250001,638.000001,30,115.611119628515,6.18940618111408,2,"Even"
"Lcu.1GRN.Chr2",522650001,523150001,522.900001,18,115.446339343274,6.17978460626031,2,"Even"
"Lcu.1GRN.Chr3",441000001,441500001,441.250001,41,115.347632390552,6.17402107494464,3,"Odd"
"Lcu.1GRN.Chr3",441050001,441550001,441.300001,41,115.347632390552,6.17402107494464,3,"Odd"
"Lcu.1GRN.Chr7",540950001,541450001,541.200001,31,115.161162745285,6.16313305125134,7,"Odd"
"Lcu.1GRN.Chr6",310650001,311150001,310.900001,12,115.099938191711,6.1595581295049,6,"Even"
"Lcu.1GRN.Chr3",440950001,441450001,441.200001,39,115.062734140727,6.15738577277615,3,"Odd"
"Lcu.1GRN.Chr6",315250001,315750001,315.500001,21,115.051111217141,6.15670710645911,6,"Even"
"Lcu.1GRN.Chr6",315300001,315800001,315.550001,21,115.051111217141,6.15670710645911,6,"Even"
"Lcu.1GRN.Chr2",537050001,537550001,537.300001,27,114.999261657748,6.15367959369509,2,"Even"
"Lcu.1GRN.Chr6",392700001,393200001,392.950001,15,114.922675270206,6.14920768942914,6,"Even"
"Lcu.1GRN.Chr6",392750001,393250001,393.000001,15,114.922675270206,6.14920768942914,6,"Even"
"Lcu.1GRN.Chr3",98300001,98800001,98.550001,14,114.190036716438,6.10642868418894,3,"Odd"
"Lcu.1GRN.Chr3",130900001,131400001,131.150001,21,114.072178523793,6.09954690569826,3,"Odd"
"Lcu.1GRN.Chr3",130950001,131450001,131.200001,21,114.072178523793,6.09954690569826,3,"Odd"
"Lcu.1GRN.Chr3",99800001,100300001,100.050001,18,113.959172472734,6.09294844534479,3,"Odd"
"Lcu.1GRN.Chr6",322850001,323350001,323.100001,18,113.910511515218,6.09010711608924,6,"Even"
"Lcu.1GRN.Chr6",295550001,296050001,295.800001,12,113.829665101668,6.08538646750872,6,"Even"
"Lcu.1GRN.Chr6",296700001,297200001,296.950001,26,113.788291023071,6.08297062150112,6,"Even"
"Lcu.1GRN.Chr2",475300001,475800001,475.550001,32,113.780705649791,6.08252770906957,2,"Even"
"Lcu.1GRN.Chr2",637550001,638050001,637.800001,28,113.543930022708,6.06870230261283,2,"Even"
"Lcu.1GRN.Chr2",637600001,638100001,637.850001,28,113.543930022708,6.06870230261283,2,"Even"
"Lcu.1GRN.Chr6",317900001,318400001,318.150001,25,113.476231843584,6.06474938374905,6,"Even"
"Lcu.1GRN.Chr6",391250001,391750001,391.500001,28,113.430197235968,6.0620614079248,6,"Even"
"Lcu.1GRN.Chr6",390000001,390500001,390.250001,23,113.404297257229,6.06054909967883,6,"Even"
"Lcu.1GRN.Chr2",637700001,638200001,637.950001,29,113.298147708872,6.05435099276506,2,"Even"
"Lcu.1GRN.Chr3",98200001,98700001,98.450001,14,113.270080614397,6.05271214592109,3,"Odd"
"Lcu.1GRN.Chr6",295600001,296100001,295.850001,11,112.905235181839,6.0314087015541,6,"Even"
"Lcu.1GRN.Chr6",315200001,315700001,315.450001,19,112.571560761995,6.0119253428343,6,"Even"
"Lcu.1GRN.Chr3",126250001,126750001,126.500001,20,112.412656140092,6.00264684988833,3,"Odd"
"Lcu.1GRN.Chr3",115750001,116250001,116.000001,14,112.370088168727,6.00016129209078,3,"Odd"
"Lcu.1GRN.Chr3",129150001,129650001,129.400001,14,112.334654115089,5.99809228608714,3,"Odd"
"Lcu.1GRN.Chr6",379950001,380450001,380.200001,15,111.794597081275,5.96655817890601,6,"Even"
"Lcu.1GRN.Chr6",394550001,395050001,394.800001,9,111.755528977199,5.96427697950638,6,"Even"
"Lcu.1GRN.Chr3",128800001,129300001,129.050001,19,111.353395771196,5.94079628982879,3,"Odd"
"Lcu.1GRN.Chr7",540900001,541400001,541.150001,29,111.242387334707,5.93431447084475,7,"Odd"
"Lcu.1GRN.Chr3",126650001,127150001,126.900001,13,110.631921230704,5.89866915498224,3,"Odd"
"Lcu.1GRN.Chr2",514350001,514850001,514.600001,24,110.599336893699,5.89676654486661,2,"Even"
