"chr","start","stop","mid_pos_mb","n_snps","avg_Ho_act","avg_He_act","avg_PIC_act","avg_Ho_ldp","avg_He_ldp","avg_PIC_ldp","chr_num","delta_He"
"Lcu.1GRN.Chr4",431500001,432500001,432.000001,27,0.00160164840331989,0.0454665847221867,0.0418289869527136,0.0668138593933698,0.451967740160443,0.347344557120383,4,0.406501155438257
"Lcu.1GRN.Chr6",231000001,232000001,231.500001,15,0.0458648021835878,0.0581843266211241,0.0523620350355544,0.068632719140816,0.462589123018232,0.353060588607318,6,0.404404796397107
"Lcu.1GRN.Chr6",177500001,178500001,178.000001,8,0.0093762578345121,0.0558376529740936,0.054211813787821,0.0537807026002236,0.458573649587553,0.352654582230679,6,0.402735996613459
"Lcu.1GRN.Chr2",51000001,52000001,51.500001,5,0.00427807486631016,0.037879802106473,0.0371490946503694,0.0889150259568216,0.438322540987223,0.341814415440732,2,0.40044273888075
"Lcu.1GRN.Chr6",173000001,174000001,173.500001,45,0.0208009874959526,0.0514670792923967,0.0489010148921341,0.0709331042041252,0.451605997610074,0.347867629783013,6,0.400138918317677
"Lcu.1GRN.Chr6",156000001,157000001,156.500001,14,0.0165193952670234,0.0965645277301422,0.0918868639712996,0.068809149232919,0.496600111960049,0.373286555192979,6,0.400035584229907
"Lcu.1GRN.Chr6",156500001,157500001,157.000001,14,0.0165193952670234,0.0965645277301422,0.0918868639712996,0.068809149232919,0.496600111960049,0.373286555192979,6,0.400035584229907
"Lcu.1GRN.Chr4",307500001,308500001,308.000001,24,0.00602442834416269,0.0352780058198881,0.0346304906105194,0.0901378246150273,0.434619746031119,0.338088782900007,4,0.399341740211231
"Lcu.1GRN.Chr6",167500001,168500001,168.000001,18,0.0123551701181502,0.043752130854023,0.0427253796510842,0.0789239536332919,0.441595276755521,0.341347783673845,6,0.397843145901498
"Lcu.1GRN.Chr3",365000001,366000001,365.500001,8,0.0140590737364931,0.0489688866397097,0.0477600564981594,0.0538840507136572,0.445496217204297,0.345238179984097,3,0.396527330564587
"Lcu.1GRN.Chr4",290000001,291000001,290.500001,133,0.0162853727037186,0.0670514999892817,0.0647516848513222,0.0764142548665497,0.462980510251225,0.354218493091217,4,0.395929010261943
"Lcu.1GRN.Chr3",360500001,361500001,361.000001,5,0.0107300627760986,0.0316720623224426,0.0311704820564955,0.0463569737769804,0.427138959622986,0.335912176029271,3,0.395466897300544
"Lcu.1GRN.Chr4",380000001,381000001,380.500001,9,0.0077434688440381,0.0425274488117468,0.0416189768560848,0.101334966117896,0.437064897882584,0.340508965621004,4,0.394537449070837
"Lcu.1GRN.Chr3",405000001,406000001,405.500001,17,0.0184341816005627,0.0602253177447625,0.0583462233494615,0.0702780004860244,0.454126324900524,0.350645864424151,3,0.393901007155761
"Lcu.1GRN.Chr6",160000001,161000001,160.500001,62,0.0234148082988139,0.0919531048695653,0.0866825956886228,0.0763999756607031,0.485580085287643,0.366681640361943,6,0.393626980418078
"Lcu.1GRN.Chr2",129000001,130000001,129.500001,9,0.0156260426614277,0.080604243380667,0.0772287826763291,0.0508929915063779,0.473991220258701,0.36147853020577,2,0.393386976878033
"Lcu.1GRN.Chr2",128500001,129500001,129.000001,39,0.0113091013798159,0.0856961210885027,0.0819250622570946,0.0598043097089395,0.47836865516445,0.363803452172073,2,0.392672534075948
"Lcu.1GRN.Chr4",272500001,273500001,273.000001,11,0.00438837225105985,0.0368962438564543,0.034794730876223,0.0631267689587732,0.428536374137771,0.334745020799099,4,0.391640130281317
"Lcu.1GRN.Chr6",106000001,107000001,106.500001,20,0.0175185243106619,0.0943383641502077,0.0898418751702107,0.0785042766338861,0.485475308878413,0.367200417119138,6,0.391136944728205
"Lcu.1GRN.Chr4",304500001,305500001,305.000001,12,0.0058317416951193,0.0398529690595329,0.0390193022054968,0.0881998085036483,0.430595310074789,0.335560896740179,4,0.390742341015256
"Lcu.1GRN.Chr6",107000001,108000001,107.500001,11,0.0186602688453561,0.0924158629169436,0.0881307000258451,0.0734726021386394,0.482596877380458,0.365821236205106,6,0.390181014463515
