seqnames,start,end,ID,Name,Description,z_score
Lcu.1GRN.Chr5,30130902,30133475,Lcu.1GRN.5g012250,Lcu.1GRN.5g012250,ABC transporter domain-containing protein,4.802174466
Lcu.1GRN.Chr4,324674303,324679287,Lcu.1GRN.4g039370,Lcu.1GRN.4g039370,ABC transporter G family member 9,8.04279485
Lcu.1GRN.Chr7,648914966,648922207,Lcu.1GRN.7g077980,Lcu.1GRN.7g077980,Abhydrolase_2 domain-containing protein,5.577933041
Lcu.1GRN.Chr4,113990437,113990664,Lcu.1GRN.4g015990,Lcu.1GRN.4g015990,Abnormal spindle-like microcephaly-associated-like protein;  putative,6.211252673
Lcu.1GRN.Chr5,30608487,30610864,Lcu.1GRN.5g012430,Lcu.1GRN.5g012430,Abscisic acid 8'-hydroxylase 1,5.592569352
Lcu.1GRN.Chr6,339468493,339470503,Lcu.1GRN.6g042090,Lcu.1GRN.6g042090,Abscisic acid-insensitive 5-like protein 2-like,7.797029867
Lcu.1GRN.Chr2,135669668,135672423,Lcu.1GRN.2g026070,Lcu.1GRN.2g026070,Abscisic-aldehyde oxidase-like protein,7.847914807
Lcu.1GRN.Chr4,488315144,488316792,Lcu.1GRN.4g070930,Lcu.1GRN.4g070930,Abscisic-aldehyde oxidase-like protein,5.460281398
Lcu.1GRN.Chr4,488317039,488317485,Lcu.1GRN.4g070940,Lcu.1GRN.4g070940,Abscisic-aldehyde oxidase-like protein,5.460281398
Lcu.1GRN.Chr4,170550703,170551566,Lcu.1GRN.4g021850,Lcu.1GRN.4g021850,Acetyl-CoA acetyltransferase,6.03383999
Lcu.1GRN.Chr7,649413325,649416155,Lcu.1GRN.7g078380,Lcu.1GRN.7g078380,acetyl-CoA acetyltransferase;  cytosolic 1,5.841878134
Lcu.1GRN.Chr6,398305319,398307179,Lcu.1GRN.6g052630,Lcu.1GRN.6g052630,ACT domain-containing protein ACR,8.617707281
Lcu.1GRN.Chr4,486341703,486342020,Lcu.1GRN.4g070600,Lcu.1GRN.4g070600,Actin,6.693593059
Lcu.1GRN.Chr7,649349700,649352434,Lcu.1GRN.7g078330,Lcu.1GRN.7g078330,Acyl carrier protein,5.841878134
Lcu.1GRN.Chr2,416486759,416489831,Lcu.1GRN.2g056540,Lcu.1GRN.2g056540,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase,19.53742735
Lcu.1GRN.Chr2,53092083,53093551,Lcu.1GRN.2g015370,Lcu.1GRN.2g015370,Adenine nucleotide alpha hydrolases-like superfamily protein,8.645663378
Lcu.1GRN.Chr4,170506714,170508812,Lcu.1GRN.4g021840,Lcu.1GRN.4g021840,Adenylyl-sulfate kinase,6.03383999
Lcu.1GRN.Chr6,59216473,59224078,Lcu.1GRN.6g007900,Lcu.1GRN.6g007900,ADP-ribosylation factor GTPase-activating protein AGD3,6.189367183
Lcu.1GRN.Chr2,53448423,53449611,Lcu.1GRN.2g015490,Lcu.1GRN.2g015490,Agenet domain-containing protein,6.154434883
Lcu.1GRN.Chr4,288196367,288197290,Lcu.1GRN.4g033970,Lcu.1GRN.4g033970,AIG1-type G domain-containing protein,5.715243137
Lcu.1GRN.Chr6,340735122,340741489,Lcu.1GRN.6g042500,Lcu.1GRN.6g042500,Aladin,6.281792177
Lcu.1GRN.Chr4,324680695,324694827,Lcu.1GRN.4g039380,Lcu.1GRN.4g039380,Alanine--tRNA ligase,8.04279485
Lcu.1GRN.Chr2,53010740,53017159,Lcu.1GRN.2g015360,Lcu.1GRN.2g015360,Aldehyde dehydrogenase,8.645663378
Lcu.1GRN.Chr4,488333435,488333992,Lcu.1GRN.4g070950,Lcu.1GRN.4g070950,Aldehyde oxidase 3,5.460281398
Lcu.1GRN.Chr4,488334056,488335301,Lcu.1GRN.4g070960,Lcu.1GRN.4g070960,Aldehyde oxidase 3,5.460281398
Lcu.1GRN.Chr4,498785227,498787210,Lcu.1GRN.4g073790,Lcu.1GRN.4g073790,Aldehyde oxidase GLOX1,6.130004398
Lcu.1GRN.Chr6,339785055,339785950,Lcu.1GRN.6g042160,Lcu.1GRN.6g042160,Aldo/keto reductase family oxidoreductase,6.33569167
Lcu.1GRN.Chr6,398280273,398280761,Lcu.1GRN.6g052600,Lcu.1GRN.6g052600,Alkaline ceramidase,8.617707281
Lcu.1GRN.Chr4,328150675,328152650,Lcu.1GRN.4g040140,Lcu.1GRN.4g040140,Alkaline/neutral invertase,6.690551233
Lcu.1GRN.Chr2,136892480,136896137,Lcu.1GRN.2g026340,Lcu.1GRN.2g026340,Alpha/beta fold hydrolase,5.753268506
Lcu.1GRN.Chr4,160762647,160765698,Lcu.1GRN.4g020710,Lcu.1GRN.4g020710,Alpha/beta hydrolase family protein,5.737301956
Lcu.1GRN.Chr6,45914969,45915409,Lcu.1GRN.6g006570,Lcu.1GRN.6g006570,Alpha-aminoadipic semialdehyde synthase,5.346054845
Lcu.1GRN.Chr2,53435555,53440051,Lcu.1GRN.2g015480,Lcu.1GRN.2g015480,Alpha-aminoadipic semialdehyde synthase-like protein,6.154434883
Lcu.1GRN.Chr6,24330704,24342653,Lcu.1GRN.6g003960,Lcu.1GRN.6g003960,Alpha-amylase,5.371485503
Lcu.1GRN.Chr7,631288659,631290300,Lcu.1GRN.7g069740,Lcu.1GRN.7g069740,Alpha-and gamma-adaptin-binding protein p34,6.381848133
Lcu.1GRN.Chr4,180555902,180557123,Lcu.1GRN.4g023150,Lcu.1GRN.4g023150,Amidophosphoribosyltransferase,5.173777538
Lcu.1GRN.Chr4,326748099,326751034,Lcu.1GRN.4g039860,Lcu.1GRN.4g039860,Aminoacyl-tRNA hydrolase,8.614435118
Lcu.1GRN.Chr4,324456916,324459995,Lcu.1GRN.4g039280,Lcu.1GRN.4g039280,Anamorsin homolog,5.009819467
Lcu.1GRN.Chr2,321752517,321754142,Lcu.1GRN.2g043120,Lcu.1GRN.2g043120,ankyrin repeat and protein kinase domain-containing protein 1,4.67341553
Lcu.1GRN.Chr6,274975377,274986633,Lcu.1GRN.6g031880,Lcu.1GRN.6g031880,Ankyrin repeat and zinc finger domain-containing protein 1,4.690905568
Lcu.1GRN.Chr2,1626251,1628838,Lcu.1GRN.2g000940,Lcu.1GRN.2g000940,Ankyrin repeat domain-containing protein 2B,5.301144802
Lcu.1GRN.Chr7,4249602,4250877,Lcu.1GRN.7g002250,Lcu.1GRN.7g002250,Anoctamin,6.272664414
Lcu.1GRN.Chr7,4122332,4123881,Lcu.1GRN.7g002180,Lcu.1GRN.7g002180,AP2-like ethylene-responsive transcription factor,6.272664414
Lcu.1GRN.Chr4,324447476,324451766,Lcu.1GRN.4g039250,Lcu.1GRN.4g039250,AP-5 complex subunit beta-1,5.009819467
Lcu.1GRN.Chr4,328171694,328177041,Lcu.1GRN.4g040170,Lcu.1GRN.4g040170,Aquaporin,6.690551233
Lcu.1GRN.Chr5,30333211,30337092,Lcu.1GRN.5g012370,Lcu.1GRN.5g012370,arabinosyltransferase XEG113,5.592569352
Lcu.1GRN.Chr3,385691772,385694908,Lcu.1GRN.3g054950,Lcu.1GRN.3g054950,Argininosuccinate lyase,6.320657337
Lcu.1GRN.Chr4,289629120,289631489,Lcu.1GRN.4g034310,Lcu.1GRN.4g034310,Argonaute protein,8.277974953
Lcu.1GRN.Chr6,59822362,59827167,Lcu.1GRN.6g007930,Lcu.1GRN.6g007930,Argonaute protein,4.791117311
Lcu.1GRN.Chr4,486635586,486640050,Lcu.1GRN.4g070680,Lcu.1GRN.4g070680,ARID domain-containing protein,7.107624845
Lcu.1GRN.Chr4,486675919,486676416,Lcu.1GRN.4g070740,Lcu.1GRN.4g070740,ARID domain-containing protein,7.107624845
Lcu.1GRN.Chr4,486693446,486696974,Lcu.1GRN.4g070760,Lcu.1GRN.4g070760,ARID domain-containing protein,7.107624845
Lcu.1GRN.Chr2,318896162,318899978,Lcu.1GRN.2g042890,Lcu.1GRN.2g042890,Aspartic proteinase Asp1-like,6.732870228
Lcu.1GRN.Chr2,52950693,52955243,Lcu.1GRN.2g015330,Lcu.1GRN.2g015330,ATP citrate synthase,8.645663378
Lcu.1GRN.Chr2,905053,912641,Lcu.1GRN.2g000490,Lcu.1GRN.2g000490,ATP phosphoribosyltransferase,4.930762925
Lcu.1GRN.Chr4,288126378,288133149,Lcu.1GRN.4g033960,Lcu.1GRN.4g033960,ATPase family AAA domain protein,5.715243137
Lcu.1GRN.Chr7,649528407,649529904,Lcu.1GRN.7g078520,Lcu.1GRN.7g078520,ATP-dependent 6-phosphofructokinase,4.726987658
Lcu.1GRN.Chr6,45925727,45926891,Lcu.1GRN.6g006590,Lcu.1GRN.6g006590,ATP-dependent Clp protease ATP-binding subunit ClpC,5.346054845
Lcu.1GRN.Chr6,45935338,45936502,Lcu.1GRN.6g006600,Lcu.1GRN.6g006600,ATP-dependent Clp protease ATP-binding subunit ClpC,5.346054845
Lcu.1GRN.Chr2,54302829,54303668,Lcu.1GRN.2g015670,Lcu.1GRN.2g015670,ATP-dependent DNA helicase,14.05526879
Lcu.1GRN.Chr6,340825088,340826057,Lcu.1GRN.6g042510,Lcu.1GRN.6g042510,ATP-dependent DNA helicase,6.281792177
Lcu.1GRN.Chr6,340826091,340826582,Lcu.1GRN.6g042520,Lcu.1GRN.6g042520,ATP-dependent DNA helicase,6.281792177
Lcu.1GRN.Chr7,4234175,4234979,Lcu.1GRN.7g002240,Lcu.1GRN.7g002240,ATP-dependent DNA helicase,6.272664414
Lcu.1GRN.Chr7,649450628,649451725,Lcu.1GRN.7g078420,Lcu.1GRN.7g078420,ATP-dependent RNA helicase DDX23/PRP28,4.907428244
Lcu.1GRN.Chr7,649457770,649458766,Lcu.1GRN.7g078430,Lcu.1GRN.7g078430,ATP-dependent RNA helicase DDX23/PRP28,4.907428244
Lcu.1GRN.Chr7,649461472,649462494,Lcu.1GRN.7g078440,Lcu.1GRN.7g078440,ATP-dependent RNA helicase DDX23/PRP28,4.907428244
Lcu.1GRN.Chr7,649539887,649540918,Lcu.1GRN.7g078530,Lcu.1GRN.7g078530,ATP-dependent RNA helicase DDX23/PRP28,4.726987658
Lcu.1GRN.Chr4,486659920,486662822,Lcu.1GRN.4g070730,Lcu.1GRN.4g070730,AT-rich interactive domain-containing protein 2-like,7.107624845
Lcu.1GRN.Chr3,253636795,253639036,Lcu.1GRN.3g030650,Lcu.1GRN.3g030650,Auxin transporter-like protein 3,6.623900616
Lcu.1GRN.Chr4,498875779,498877716,Lcu.1GRN.4g073820,Lcu.1GRN.4g073820,Auxin-induced protein,6.130004398
Lcu.1GRN.Chr4,329081259,329081896,Lcu.1GRN.4g040320,Lcu.1GRN.4g040320,auxin-responsive protein SAUR64-like,4.861115125
Lcu.1GRN.Chr4,290344260,290344985,Lcu.1GRN.4g034430,Lcu.1GRN.4g034430,B3 domain-containing protein At3g25182-like,9.59829777
Lcu.1GRN.Chr4,289622708,289623154,Lcu.1GRN.4g034290,Lcu.1GRN.4g034290,B3 domain-containing protein At3g25182-like,8.277974953
Lcu.1GRN.Chr4,289632008,289632740,Lcu.1GRN.4g034320,Lcu.1GRN.4g034320,B3 domain-containing protein At3g25182-like,8.277974953
Lcu.1GRN.Chr2,136564190,136564823,Lcu.1GRN.2g026240,Lcu.1GRN.2g026240,BAH domain-containing protein,5.753268506
Lcu.1GRN.Chr4,289004847,289006319,Lcu.1GRN.4g034190,Lcu.1GRN.4g034190,B-box zinc finger protein 24-like,9.514331107
Lcu.1GRN.Chr3,385250509,385298599,Lcu.1GRN.3g054830,Lcu.1GRN.3g054830,BEACH domain-containing protein B,8.567536692
Lcu.1GRN.Chr6,278085769,278113718,Lcu.1GRN.6g032080,Lcu.1GRN.6g032080,BEACH domain-containing protein C2,8.346630686
Lcu.1GRN.Chr6,278132793,278143104,Lcu.1GRN.6g032090,Lcu.1GRN.6g032090,BEACH domain-containing protein C2,8.346630686
Lcu.1GRN.Chr6,278144360,278146393,Lcu.1GRN.6g032100,Lcu.1GRN.6g032100,BEACH domain-containing protein C2,8.346630686
Lcu.1GRN.Chr7,631283332,631283994,Lcu.1GRN.7g069730,Lcu.1GRN.7g069730,Bet_v_1 domain-containing protein,6.381848133
Lcu.1GRN.Chr4,324792156,324793958,Lcu.1GRN.4g039420,Lcu.1GRN.4g039420,Beta-1; 4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase-like,8.04279485
Lcu.1GRN.Chr2,54879607,54884767,Lcu.1GRN.2g015820,Lcu.1GRN.2g015820,beta-D-xylosidase 1,12.70278715
Lcu.1GRN.Chr4,38621967,38623305,Lcu.1GRN.4g007360,Lcu.1GRN.4g007360,beta-glucuronosyltransferase GlcAT14B-like,4.944689026
Lcu.1GRN.Chr4,38635221,38636559,Lcu.1GRN.4g007370,Lcu.1GRN.4g007370,beta-glucuronosyltransferase GlcAT14B-like,4.944689026
Lcu.1GRN.Chr4,106704998,106706291,Lcu.1GRN.4g015030,Lcu.1GRN.4g015030,BHLH transcription factor,20.84927474
Lcu.1GRN.Chr7,4509961,4512539,Lcu.1GRN.7g002430,Lcu.1GRN.7g002430,BHLH transcription factor,6.272664414
Lcu.1GRN.Chr3,253494867,253499685,Lcu.1GRN.3g030600,Lcu.1GRN.3g030600,biotin--protein ligase 2-like,6.659869196
Lcu.1GRN.Chr2,135532176,135532674,Lcu.1GRN.2g025990,Lcu.1GRN.2g025990,Boron transporter 4-like protein,7.847914807
Lcu.1GRN.Chr2,135550837,135551335,Lcu.1GRN.2g026020,Lcu.1GRN.2g026020,Boron transporter 4-like protein,7.847914807
Lcu.1GRN.Chr6,274435375,274448620,Lcu.1GRN.6g031760,Lcu.1GRN.6g031760,brefeldin A-inhibited guanine nucleotide-exchange protein 2,4.738840699
Lcu.1GRN.Chr2,54316034,54336534,Lcu.1GRN.2g015690,Lcu.1GRN.2g015690,Bromo domain-containing protein,14.05526879
Lcu.1GRN.Chr6,342674366,342676857,Lcu.1GRN.6g042910,Lcu.1GRN.6g042910,Bromodomain and WD repeat-containing protein 1,4.678812332
Lcu.1GRN.Chr4,38853957,38857044,Lcu.1GRN.4g007440,Lcu.1GRN.4g007440,BSD domain protein,5.50240305
Lcu.1GRN.Chr6,339788761,339790200,Lcu.1GRN.6g042180,Lcu.1GRN.6g042180,BTB domain-containing protein,6.33569167
Lcu.1GRN.Chr2,322066834,322087596,Lcu.1GRN.2g043160,Lcu.1GRN.2g043160,BTB domain-containing protein,5.503949486
Lcu.1GRN.Chr4,160641808,160644745,Lcu.1GRN.4g020650,Lcu.1GRN.4g020650,BTB/POZ domain-containing protein,5.737301956
Lcu.1GRN.Chr7,649511501,649513689,Lcu.1GRN.7g078490,Lcu.1GRN.7g078490,BTB/POZ domain-containing protein,4.726987658
Lcu.1GRN.Chr7,649516445,649518477,Lcu.1GRN.7g078500,Lcu.1GRN.7g078500,BTB/POZ domain-containing protein,4.726987658
Lcu.1GRN.Chr6,342474707,342477897,Lcu.1GRN.6g042850,Lcu.1GRN.6g042850,BZIP transcription factor,8.188239791
Lcu.1GRN.Chr7,649494287,649498395,Lcu.1GRN.7g078480,Lcu.1GRN.7g078480,C2 and GRAM domain-containing protein,4.907428244
Lcu.1GRN.Chr3,253556897,253558410,Lcu.1GRN.3g030630,Lcu.1GRN.3g030630,C2H2-type domain-containing protein,6.623900616
Lcu.1GRN.Chr4,289007824,289009214,Lcu.1GRN.4g034200,Lcu.1GRN.4g034200,C3HC4-type RING zinc finger protein,9.514331107
Lcu.1GRN.Chr7,649521727,649526355,Lcu.1GRN.7g078510,Lcu.1GRN.7g078510,Calcineurin B-like protein,4.726987658
Lcu.1GRN.Chr4,289989238,289989816,Lcu.1GRN.4g034360,Lcu.1GRN.4g034360,Calcium-binding protein CML25,11.44259945
Lcu.1GRN.Chr4,287894856,287897315,Lcu.1GRN.4g033910,Lcu.1GRN.4g033910,Calcium-dependent protein kinase,5.546140499
Lcu.1GRN.Chr2,321880264,321884897,Lcu.1GRN.2g043130,Lcu.1GRN.2g043130,Calcium-transporting ATPase,5.503949486
Lcu.1GRN.Chr6,338912845,338914034,Lcu.1GRN.6g041850,Lcu.1GRN.6g041850,Calmodulin,6.768322871
Lcu.1GRN.Chr7,631089760,631094539,Lcu.1GRN.7g069590,Lcu.1GRN.7g069590,Calmodulin-binding transcription activator 1,6.381848133
Lcu.1GRN.Chr2,54578102,54585158,Lcu.1GRN.2g015790,Lcu.1GRN.2g015790,Calmodulin-binding transcription activator 5-like protein,14.05526879
Lcu.1GRN.Chr4,288879831,288882554,Lcu.1GRN.4g034150,Lcu.1GRN.4g034150,calmodulin-like protein 3,9.514331107
Lcu.1GRN.Chr4,290145349,290154288,Lcu.1GRN.4g034400,Lcu.1GRN.4g034400,Calreticulin,11.44259945
Lcu.1GRN.Chr6,398729960,398731585,Lcu.1GRN.6g052770,Lcu.1GRN.6g052770,Carbonic anhydrase,7.046604907
Lcu.1GRN.Chr6,398741119,398742802,Lcu.1GRN.6g052790,Lcu.1GRN.6g052790,Carbonic anhydrase,7.046604907
Lcu.1GRN.Chr4,498776371,498780385,Lcu.1GRN.4g073760,Lcu.1GRN.4g073760,Casein kinase I-like protein,6.130004398
Lcu.1GRN.Chr2,400171945,400174080,Lcu.1GRN.2g054040,Lcu.1GRN.2g054040,CASP-like protein,4.80147988
Lcu.1GRN.Chr4,148575629,148579040,Lcu.1GRN.4g019180,Lcu.1GRN.4g019180,Catalytic/protein phosphatase type 2C,6.53799307
Lcu.1GRN.Chr5,403733698,403735094,Lcu.1GRN.5g047500,Lcu.1GRN.5g047500,CBL-interacting serine/threonine-protein kinase 10,4.412437548
Lcu.1GRN.Chr4,37684395,37686988,Lcu.1GRN.4g007300,Lcu.1GRN.4g007300,CBL-interacting serine/threonine-protein kinase 3,4.558512679
Lcu.1GRN.Chr6,339733504,339734130,Lcu.1GRN.6g042130,Lcu.1GRN.6g042130,CCHC-type domain-containing protein,7.797029867
Lcu.1GRN.Chr4,327707331,327708061,Lcu.1GRN.4g040060,Lcu.1GRN.4g040060,CCHC-type domain-containing protein,5.823240658
Lcu.1GRN.Chr2,1764251,1764944,Lcu.1GRN.2g001030,Lcu.1GRN.2g001030,CCHC-type domain-containing protein,5.301144802
Lcu.1GRN.Chr2,1783404,1785592,Lcu.1GRN.2g001040,Lcu.1GRN.2g001040,CCHC-type domain-containing protein,5.301144802
Lcu.1GRN.Chr3,317214236,317215176,Lcu.1GRN.3g042220,Lcu.1GRN.3g042220,CCHC-type domain-containing protein,5.277901767
Lcu.1GRN.Chr2,1101915,1102853,Lcu.1GRN.2g000660,Lcu.1GRN.2g000660,CCHC-type domain-containing protein,4.930762925
Lcu.1GRN.Chr7,4555339,4556305,Lcu.1GRN.7g002440,Lcu.1GRN.7g002440,CCR4-NOT transcription complex subunit 1,4.932296227
Lcu.1GRN.Chr4,486975414,486976854,Lcu.1GRN.4g070810,Lcu.1GRN.4g070810,CCT domain-containing protein,7.107624845
Lcu.1GRN.Chr2,1449012,1455150,Lcu.1GRN.2g000860,Lcu.1GRN.2g000860,Cell division control protein 48 c-like,5.301144802
Lcu.1GRN.Chr6,342627977,342632345,Lcu.1GRN.6g042890,Lcu.1GRN.6g042890,cell division control protein 48 homolog B,8.188239791
Lcu.1GRN.Chr4,329220530,329221184,Lcu.1GRN.4g040330,Lcu.1GRN.4g040330,Cellulose synthase-like protein,4.861115125
Lcu.1GRN.Chr2,1194441,1197403,Lcu.1GRN.2g000750,Lcu.1GRN.2g000750,Ceramidase,4.930762925
Lcu.1GRN.Chr6,373558995,373560428,Lcu.1GRN.6g047500,Lcu.1GRN.6g047500,Chalcone isomerase,9.646916359
Lcu.1GRN.Chr4,328161120,328162401,Lcu.1GRN.4g040160,Lcu.1GRN.4g040160,Chalcone synthase,6.690551233
Lcu.1GRN.Chr6,343788291,343788744,Lcu.1GRN.6g043100,Lcu.1GRN.6g043100,chaperone protein dnaJ 49-like,8.055472679
Lcu.1GRN.Chr6,343788824,343789141,Lcu.1GRN.6g043110,Lcu.1GRN.6g043110,Chaperone protein dnaJ 49-like,8.055472679
Lcu.1GRN.Chr2,328134196,328136682,Lcu.1GRN.2g043740,Lcu.1GRN.2g043740,chaperone protein dnaJ 72,4.383696612
Lcu.1GRN.Chr2,317833423,317841222,Lcu.1GRN.2g042820,Lcu.1GRN.2g042820,Chaperone protein htpG family protein,6.133601797
Lcu.1GRN.Chr5,30251388,30255363,Lcu.1GRN.5g012290,Lcu.1GRN.5g012290,chitinase domain-containing protein 1,5.592569352
Lcu.1GRN.Chr2,136690857,136692576,Lcu.1GRN.2g026310,Lcu.1GRN.2g026310,Chlorophyllase,5.753268506
Lcu.1GRN.Chr4,499287499,499290250,Lcu.1GRN.4g073980,Lcu.1GRN.4g073980,chloroplast processing peptidase-like,6.685403491
