"seqnames","start","end","ID","Name","Description","clean_id","go_terms","TERM","ONTOLOGY","term_name","ontology_full"
"Lcu.1GRN.Chr7",479260610,479265132,"Lcu.1GRN.7g049340","Lcu.1GRN.7g049340","60S ribosomal protein L10","Lcu.1GRN.7g049340","GO:0003735","structural constituent of ribosome","MF","structural constituent of ribosome","Molecular Function"
"Lcu.1GRN.Chr7",479260610,479265132,"Lcu.1GRN.7g049340","Lcu.1GRN.7g049340","60S ribosomal protein L10","Lcu.1GRN.7g049340","GO:0005840","ribosome","CC","ribosome","Cellular Component"
"Lcu.1GRN.Chr7",479260610,479265132,"Lcu.1GRN.7g049340","Lcu.1GRN.7g049340","60S ribosomal protein L10","Lcu.1GRN.7g049340","GO:0006412","translation","BP","translation","Biological Process"
"Lcu.1GRN.Chr7",479260610,479265132,"Lcu.1GRN.7g049340","Lcu.1GRN.7g049340","60S ribosomal protein L10","Lcu.1GRN.7g049340","GO:0005515","protein binding","MF","protein binding","Molecular Function"
"Lcu.1GRN.Chr7",109958066,109965412,"Lcu.1GRN.7g017960","Lcu.1GRN.7g017960","65-kDa microtubule-associated protein 5","Lcu.1GRN.7g017960","GO:0000226","microtubule cytoskeleton organization","BP","microtubule cytoskeleton organization","Biological Process"
"Lcu.1GRN.Chr7",109958066,109965412,"Lcu.1GRN.7g017960","Lcu.1GRN.7g017960","65-kDa microtubule-associated protein 5","Lcu.1GRN.7g017960","GO:0005737","cytoplasm","CC","cytoplasm","Cellular Component"
"Lcu.1GRN.Chr7",109958066,109965412,"Lcu.1GRN.7g017960","Lcu.1GRN.7g017960","65-kDa microtubule-associated protein 5","Lcu.1GRN.7g017960","GO:0005819","spindle","CC","spindle","Cellular Component"
"Lcu.1GRN.Chr7",109958066,109965412,"Lcu.1GRN.7g017960","Lcu.1GRN.7g017960","65-kDa microtubule-associated protein 5","Lcu.1GRN.7g017960","GO:0008017","microtubule binding","MF","microtubule binding","Molecular Function"
"Lcu.1GRN.Chr3",116997358,117000357,"Lcu.1GRN.3g015180","Lcu.1GRN.3g015180","AB hydrolase-1 domain-containing protein","Lcu.1GRN.3g015180","GO:0003824","catalytic activity","MF","catalytic activity","Molecular Function"
"Lcu.1GRN.Chr1",359334444,359335616,"Lcu.1GRN.1g034530","Lcu.1GRN.1g034530","ABC transporter domain-containing protein","Lcu.1GRN.1g034530","GO:0005886","plasma membrane","CC","plasma membrane","Cellular Component"
"Lcu.1GRN.Chr1",359334444,359335616,"Lcu.1GRN.1g034530","Lcu.1GRN.1g034530","ABC transporter domain-containing protein","Lcu.1GRN.1g034530","GO:0016020","membrane","CC","membrane","Cellular Component"
"Lcu.1GRN.Chr1",359334444,359335616,"Lcu.1GRN.1g034530","Lcu.1GRN.1g034530","ABC transporter domain-containing protein","Lcu.1GRN.1g034530","GO:0042626","ATPase-coupled transmembrane transporter activity","MF","ATPase-coupled transmembrane transporter activity","Molecular Function"
"Lcu.1GRN.Chr1",359334444,359335616,"Lcu.1GRN.1g034530","Lcu.1GRN.1g034530","ABC transporter domain-containing protein","Lcu.1GRN.1g034530","GO:0055085","transmembrane transport","BP","transmembrane transport","Biological Process"
"Lcu.1GRN.Chr1",359334444,359335616,"Lcu.1GRN.1g034530","Lcu.1GRN.1g034530","ABC transporter domain-containing protein","Lcu.1GRN.1g034530","GO:0140359","ABC-type transporter activity","MF","ABC-type transporter activity","Molecular Function"
"Lcu.1GRN.Chr1",413480560,413487178,"Lcu.1GRN.1g042110","Lcu.1GRN.1g042110","ABC transporter domain-containing protein","Lcu.1GRN.1g042110","GO:0005524","ATP binding","MF","ATP binding","Molecular Function"
"Lcu.1GRN.Chr1",413480560,413487178,"Lcu.1GRN.1g042110","Lcu.1GRN.1g042110","ABC transporter domain-containing protein","Lcu.1GRN.1g042110","GO:0016887","ATP hydrolysis activity","MF","ATP hydrolysis activity","Molecular Function"
"Lcu.1GRN.Chr1",413480560,413487178,"Lcu.1GRN.1g042110","Lcu.1GRN.1g042110","ABC transporter domain-containing protein","Lcu.1GRN.1g042110","GO:0016020","membrane","CC","membrane","Cellular Component"
"Lcu.1GRN.Chr1",413480560,413487178,"Lcu.1GRN.1g042110","Lcu.1GRN.1g042110","ABC transporter domain-containing protein","Lcu.1GRN.1g042110","GO:0140359","ABC-type transporter activity","MF","ABC-type transporter activity","Molecular Function"
"Lcu.1GRN.Chr1",413480560,413487178,"Lcu.1GRN.1g042110","Lcu.1GRN.1g042110","ABC transporter domain-containing protein","Lcu.1GRN.1g042110","GO:0005886","plasma membrane","CC","plasma membrane","Cellular Component"
"Lcu.1GRN.Chr1",413480560,413487178,"Lcu.1GRN.1g042110","Lcu.1GRN.1g042110","ABC transporter domain-containing protein","Lcu.1GRN.1g042110","GO:0042626","ATPase-coupled transmembrane transporter activity","MF","ATPase-coupled transmembrane transporter activity","Molecular Function"
"Lcu.1GRN.Chr1",413480560,413487178,"Lcu.1GRN.1g042110","Lcu.1GRN.1g042110","ABC transporter domain-containing protein","Lcu.1GRN.1g042110","GO:0055085","transmembrane transport","BP","transmembrane transport","Biological Process"
"Lcu.1GRN.Chr6",292993232,292994482,"Lcu.1GRN.6g034230","Lcu.1GRN.6g034230","ABC1 domain-containing protein","Lcu.1GRN.6g034230","GO:0046467","membrane lipid biosynthetic process","BP","membrane lipid biosynthetic process","Biological Process"
"Lcu.1GRN.Chr6",292993232,292994482,"Lcu.1GRN.6g034230","Lcu.1GRN.6g034230","ABC1 domain-containing protein","Lcu.1GRN.6g034230","GO:1901031","regulation of response to reactive oxygen species","BP","regulation of response to reactive oxygen species","Biological Process"
"Lcu.1GRN.Chr7",241354961,241357440,"Lcu.1GRN.7g031260","Lcu.1GRN.7g031260","ABC-type xenobiotic transporter","Lcu.1GRN.7g031260","GO:0016020","membrane","CC","membrane","Cellular Component"
"Lcu.1GRN.Chr7",241354961,241357440,"Lcu.1GRN.7g031260","Lcu.1GRN.7g031260","ABC-type xenobiotic transporter","Lcu.1GRN.7g031260","GO:0042626","ATPase-coupled transmembrane transporter activity","MF","ATPase-coupled transmembrane transporter activity","Molecular Function"
"Lcu.1GRN.Chr7",241354961,241357440,"Lcu.1GRN.7g031260","Lcu.1GRN.7g031260","ABC-type xenobiotic transporter","Lcu.1GRN.7g031260","GO:0055085","transmembrane transport","BP","transmembrane transport","Biological Process"
"Lcu.1GRN.Chr7",241354961,241357440,"Lcu.1GRN.7g031260","Lcu.1GRN.7g031260","ABC-type xenobiotic transporter","Lcu.1GRN.7g031260","GO:0005524","ATP binding","MF","ATP binding","Molecular Function"
"Lcu.1GRN.Chr7",241354961,241357440,"Lcu.1GRN.7g031260","Lcu.1GRN.7g031260","ABC-type xenobiotic transporter","Lcu.1GRN.7g031260","GO:0005743","mitochondrial inner membrane","CC","mitochondrial inner membrane","Cellular Component"
"Lcu.1GRN.Chr7",241354961,241357440,"Lcu.1GRN.7g031260","Lcu.1GRN.7g031260","ABC-type xenobiotic transporter","Lcu.1GRN.7g031260","GO:0006850","mitochondrial pyruvate transmembrane transport","BP","mitochondrial pyruvate transmembrane transport","Biological Process"
"Lcu.1GRN.Chr7",241354961,241357440,"Lcu.1GRN.7g031260","Lcu.1GRN.7g031260","ABC-type xenobiotic transporter","Lcu.1GRN.7g031260","GO:0016887","ATP hydrolysis activity","MF","ATP hydrolysis activity","Molecular Function"
"Lcu.1GRN.Chr7",68056530,68057528,"Lcu.1GRN.7g014000","Lcu.1GRN.7g014000","Abhydrolase_3 domain-containing protein","Lcu.1GRN.7g014000","GO:0016787","hydrolase activity","MF","hydrolase activity","Molecular Function"
"Lcu.1GRN.Chr7",68111872,68112909,"Lcu.1GRN.7g014010","Lcu.1GRN.7g014010","Abhydrolase_3 domain-containing protein","Lcu.1GRN.7g014010","GO:0016787","hydrolase activity","MF","hydrolase activity","Molecular Function"
"Lcu.1GRN.Chr3",344077863,344081758,"Lcu.1GRN.3g047170","Lcu.1GRN.3g047170","Abscisic acid receptor PYL8-like","Lcu.1GRN.3g047170","GO:0004864","protein phosphatase inhibitor activity","MF","protein phosphatase inhibitor activity","Molecular Function"
"Lcu.1GRN.Chr3",344077863,344081758,"Lcu.1GRN.3g047170","Lcu.1GRN.3g047170","Abscisic acid receptor PYL8-like","Lcu.1GRN.3g047170","GO:0005634","nucleus","CC","nucleus","Cellular Component"
"Lcu.1GRN.Chr3",344077863,344081758,"Lcu.1GRN.3g047170","Lcu.1GRN.3g047170","Abscisic acid receptor PYL8-like","Lcu.1GRN.3g047170","GO:0005737","cytoplasm","CC","cytoplasm","Cellular Component"
"Lcu.1GRN.Chr3",344077863,344081758,"Lcu.1GRN.3g047170","Lcu.1GRN.3g047170","Abscisic acid receptor PYL8-like","Lcu.1GRN.3g047170","GO:0009738","abscisic acid-activated signaling pathway","BP","abscisic acid-activated signaling pathway","Biological Process"
"Lcu.1GRN.Chr3",344077863,344081758,"Lcu.1GRN.3g047170","Lcu.1GRN.3g047170","Abscisic acid receptor PYL8-like","Lcu.1GRN.3g047170","GO:0010427","abscisic acid binding","MF","abscisic acid binding","Molecular Function"
"Lcu.1GRN.Chr3",344077863,344081758,"Lcu.1GRN.3g047170","Lcu.1GRN.3g047170","Abscisic acid receptor PYL8-like","Lcu.1GRN.3g047170","GO:0038023","signaling receptor activity","MF","signaling receptor activity","Molecular Function"
"Lcu.1GRN.Chr1",413343789,413345971,"Lcu.1GRN.1g042080","Lcu.1GRN.1g042080","Abscisic-aldehyde oxidase-like protein","Lcu.1GRN.1g042080","GO:0016491","oxidoreductase activity","MF","oxidoreductase activity","Molecular Function"
"Lcu.1GRN.Chr1",413343789,413345971,"Lcu.1GRN.1g042080","Lcu.1GRN.1g042080","Abscisic-aldehyde oxidase-like protein","Lcu.1GRN.1g042080","GO:0005506","iron ion binding","MF","iron ion binding","Molecular Function"
"Lcu.1GRN.Chr7",125410164,125412805,"Lcu.1GRN.7g019750","Lcu.1GRN.7g019750","acid phosphatase 1-like","Lcu.1GRN.7g019750","GO:0003993","acid phosphatase activity","MF","acid phosphatase activity","Molecular Function"
"Lcu.1GRN.Chr1",370888279,370889154,"Lcu.1GRN.1g036120","Lcu.1GRN.1g036120","Acireductone dioxygenase","Lcu.1GRN.1g036120","GO:0016491","oxidoreductase activity","MF","oxidoreductase activity","Molecular Function"
"Lcu.1GRN.Chr1",370888279,370889154,"Lcu.1GRN.1g036120","Lcu.1GRN.1g036120","Acireductone dioxygenase","Lcu.1GRN.1g036120","GO:0019509","L-methionine salvage from methylthioadenosine","BP","L-methionine salvage from methylthioadenosine","Biological Process"
"Lcu.1GRN.Chr1",370888279,370889154,"Lcu.1GRN.1g036120","Lcu.1GRN.1g036120","Acireductone dioxygenase","Lcu.1GRN.1g036120","GO:0006555","methionine metabolic process","BP","methionine metabolic process","Biological Process"
"Lcu.1GRN.Chr1",370888279,370889154,"Lcu.1GRN.1g036120","Lcu.1GRN.1g036120","Acireductone dioxygenase","Lcu.1GRN.1g036120","GO:0010308","acireductone dioxygenase (Ni2+-requiring) activity","MF","acireductone dioxygenase (Ni2+-requiring) activity","Molecular Function"
"Lcu.1GRN.Chr1",370888279,370889154,"Lcu.1GRN.1g036120","Lcu.1GRN.1g036120","Acireductone dioxygenase","Lcu.1GRN.1g036120","GO:0010309","acireductone dioxygenase [iron(II)-requiring] activity","MF","acireductone dioxygenase [iron(II)-requiring] activity","Molecular Function"
"Lcu.1GRN.Chr1",370951534,370953734,"Lcu.1GRN.1g036140","Lcu.1GRN.1g036140","Acireductone dioxygenase","Lcu.1GRN.1g036140","GO:0016491","oxidoreductase activity","MF","oxidoreductase activity","Molecular Function"
"Lcu.1GRN.Chr1",370951534,370953734,"Lcu.1GRN.1g036140","Lcu.1GRN.1g036140","Acireductone dioxygenase","Lcu.1GRN.1g036140","GO:0019509","L-methionine salvage from methylthioadenosine","BP","L-methionine salvage from methylthioadenosine","Biological Process"
"Lcu.1GRN.Chr1",370951534,370953734,"Lcu.1GRN.1g036140","Lcu.1GRN.1g036140","Acireductone dioxygenase","Lcu.1GRN.1g036140","GO:0010308","acireductone dioxygenase (Ni2+-requiring) activity","MF","acireductone dioxygenase (Ni2+-requiring) activity","Molecular Function"
"Lcu.1GRN.Chr1",370951534,370953734,"Lcu.1GRN.1g036140","Lcu.1GRN.1g036140","Acireductone dioxygenase","Lcu.1GRN.1g036140","GO:0010309","acireductone dioxygenase [iron(II)-requiring] activity","MF","acireductone dioxygenase [iron(II)-requiring] activity","Molecular Function"
"Lcu.1GRN.Chr1",370951534,370953734,"Lcu.1GRN.1g036140","Lcu.1GRN.1g036140","Acireductone dioxygenase","Lcu.1GRN.1g036140","GO:0006555","methionine metabolic process","BP","methionine metabolic process","Biological Process"
