"seqnames","start","end","ID","Name","Description","z_score","clean_id","go_terms","TERM","ONTOLOGY","term_name","ontology_full"
"Lcu.1GRN.Chr7",4259498,4264390,"Lcu.1GRN.7g002270","Lcu.1GRN.7g002270","1-deoxy-D-xylulose-5-phosphate reductoisomerase",6.272664414,"Lcu.1GRN.7g002270","GO:0008299","isoprenoid biosynthetic process","BP","isoprenoid biosynthetic process","Biological Process"
"Lcu.1GRN.Chr7",4259498,4264390,"Lcu.1GRN.7g002270","Lcu.1GRN.7g002270","1-deoxy-D-xylulose-5-phosphate reductoisomerase",6.272664414,"Lcu.1GRN.7g002270","GO:0030145","manganese ion binding","MF","manganese ion binding","Molecular Function"
"Lcu.1GRN.Chr7",4259498,4264390,"Lcu.1GRN.7g002270","Lcu.1GRN.7g002270","1-deoxy-D-xylulose-5-phosphate reductoisomerase",6.272664414,"Lcu.1GRN.7g002270","GO:0030604","1-deoxy-D-xylulose-5-phosphate reductoisomerase activity","MF","1-deoxy-D-xylulose-5-phosphate reductoisomerase activity","Molecular Function"
"Lcu.1GRN.Chr7",4259498,4264390,"Lcu.1GRN.7g002270","Lcu.1GRN.7g002270","1-deoxy-D-xylulose-5-phosphate reductoisomerase",6.272664414,"Lcu.1GRN.7g002270","GO:0046872","metal ion binding","MF","metal ion binding","Molecular Function"
"Lcu.1GRN.Chr7",4259498,4264390,"Lcu.1GRN.7g002270","Lcu.1GRN.7g002270","1-deoxy-D-xylulose-5-phosphate reductoisomerase",6.272664414,"Lcu.1GRN.7g002270","GO:0051484","isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway involved in terpenoid biosynthetic process","BP","isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway involved in terpenoid biosynthetic process","Biological Process"
"Lcu.1GRN.Chr7",4259498,4264390,"Lcu.1GRN.7g002270","Lcu.1GRN.7g002270","1-deoxy-D-xylulose-5-phosphate reductoisomerase",6.272664414,"Lcu.1GRN.7g002270","GO:0070402","NADPH binding","MF","NADPH binding","Molecular Function"
"Lcu.1GRN.Chr7",4259498,4264390,"Lcu.1GRN.7g002270","Lcu.1GRN.7g002270","1-deoxy-D-xylulose-5-phosphate reductoisomerase",6.272664414,"Lcu.1GRN.7g002270","GO:0005515","protein binding","MF","protein binding","Molecular Function"
"Lcu.1GRN.Chr6",398695789,398697613,"Lcu.1GRN.6g052740","Lcu.1GRN.6g052740","1-phosphatidylinositol 4-kinase",8.617707281,"Lcu.1GRN.6g052740","GO:0009941","chloroplast envelope","CC","chloroplast envelope","Cellular Component"
"Lcu.1GRN.Chr7",649594010,649601781,"Lcu.1GRN.7g078580","Lcu.1GRN.7g078580","26S proteasome non-ATPase regulatory subunit 2 homolog",4.726987658,"Lcu.1GRN.7g078580","GO:0005634","nucleus","CC","nucleus","Cellular Component"
"Lcu.1GRN.Chr7",649594010,649601781,"Lcu.1GRN.7g078580","Lcu.1GRN.7g078580","26S proteasome non-ATPase regulatory subunit 2 homolog",4.726987658,"Lcu.1GRN.7g078580","GO:0008540","proteasome regulatory particle, base subcomplex","CC","proteasome regulatory particle, base subcomplex","Cellular Component"
"Lcu.1GRN.Chr7",649594010,649601781,"Lcu.1GRN.7g078580","Lcu.1GRN.7g078580","26S proteasome non-ATPase regulatory subunit 2 homolog",4.726987658,"Lcu.1GRN.7g078580","GO:0034515","proteasome storage granule","CC","proteasome storage granule","Cellular Component"
"Lcu.1GRN.Chr7",649594010,649601781,"Lcu.1GRN.7g078580","Lcu.1GRN.7g078580","26S proteasome non-ATPase regulatory subunit 2 homolog",4.726987658,"Lcu.1GRN.7g078580","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","BP","proteasome-mediated ubiquitin-dependent protein catabolic process","Biological Process"
"Lcu.1GRN.Chr7",649594010,649601781,"Lcu.1GRN.7g078580","Lcu.1GRN.7g078580","26S proteasome non-ATPase regulatory subunit 2 homolog",4.726987658,"Lcu.1GRN.7g078580","GO:0000502","proteasome complex","CC","proteasome complex","Cellular Component"
"Lcu.1GRN.Chr7",649594010,649601781,"Lcu.1GRN.7g078580","Lcu.1GRN.7g078580","26S proteasome non-ATPase regulatory subunit 2 homolog",4.726987658,"Lcu.1GRN.7g078580","GO:0030234","enzyme regulator activity","MF","enzyme regulator activity","Molecular Function"
"Lcu.1GRN.Chr7",649594010,649601781,"Lcu.1GRN.7g078580","Lcu.1GRN.7g078580","26S proteasome non-ATPase regulatory subunit 2 homolog",4.726987658,"Lcu.1GRN.7g078580","GO:0042176","regulation of protein catabolic process","BP","regulation of protein catabolic process","Biological Process"
"Lcu.1GRN.Chr2",1884928,1888069,"Lcu.1GRN.2g001090","Lcu.1GRN.2g001090","26S proteasome regulatory subunit 6A homolog",5.301144802,"Lcu.1GRN.2g001090","GO:0005524","ATP binding","MF","ATP binding","Molecular Function"
"Lcu.1GRN.Chr2",1884928,1888069,"Lcu.1GRN.2g001090","Lcu.1GRN.2g001090","26S proteasome regulatory subunit 6A homolog",5.301144802,"Lcu.1GRN.2g001090","GO:0016887","ATP hydrolysis activity","MF","ATP hydrolysis activity","Molecular Function"
"Lcu.1GRN.Chr2",139972146,139983425,"Lcu.1GRN.2g026600","Lcu.1GRN.2g026600","2-oxoglutarate and iron-dependent oxygenase domain-containing protein CP2",5.109059641,"Lcu.1GRN.2g026600","GO:0005506","iron ion binding","MF","iron ion binding","Molecular Function"
"Lcu.1GRN.Chr2",139972146,139983425,"Lcu.1GRN.2g026600","Lcu.1GRN.2g026600","2-oxoglutarate and iron-dependent oxygenase domain-containing protein CP2",5.109059641,"Lcu.1GRN.2g026600","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","Molecular Function"
"Lcu.1GRN.Chr2",139972146,139983425,"Lcu.1GRN.2g026600","Lcu.1GRN.2g026600","2-oxoglutarate and iron-dependent oxygenase domain-containing protein CP2",5.109059641,"Lcu.1GRN.2g026600","GO:0031418","L-ascorbic acid binding","MF","L-ascorbic acid binding","Molecular Function"
"Lcu.1GRN.Chr2",1455966,1457354,"Lcu.1GRN.2g000870","Lcu.1GRN.2g000870","3-ketoacyl-CoA synthase",5.301144802,"Lcu.1GRN.2g000870","GO:0006633","fatty acid biosynthetic process","BP","fatty acid biosynthetic process","Biological Process"
"Lcu.1GRN.Chr2",1455966,1457354,"Lcu.1GRN.2g000870","Lcu.1GRN.2g000870","3-ketoacyl-CoA synthase",5.301144802,"Lcu.1GRN.2g000870","GO:0016020","membrane","CC","membrane","Cellular Component"
"Lcu.1GRN.Chr2",1455966,1457354,"Lcu.1GRN.2g000870","Lcu.1GRN.2g000870","3-ketoacyl-CoA synthase",5.301144802,"Lcu.1GRN.2g000870","GO:0016747","acyltransferase activity, transferring groups other than amino-acyl groups","MF","acyltransferase activity, transferring groups other than amino-acyl groups","Molecular Function"
"Lcu.1GRN.Chr2",1455966,1457354,"Lcu.1GRN.2g000870","Lcu.1GRN.2g000870","3-ketoacyl-CoA synthase",5.301144802,"Lcu.1GRN.2g000870","GO:0016746","acyltransferase activity","MF","acyltransferase activity","Molecular Function"
"Lcu.1GRN.Chr7",4456867,4458544,"Lcu.1GRN.7g002400","Lcu.1GRN.7g002400","40S ribosomal protein S8",6.272664414,"Lcu.1GRN.7g002400","GO:0003735","structural constituent of ribosome","MF","structural constituent of ribosome","Molecular Function"
"Lcu.1GRN.Chr7",4456867,4458544,"Lcu.1GRN.7g002400","Lcu.1GRN.7g002400","40S ribosomal protein S8",6.272664414,"Lcu.1GRN.7g002400","GO:0005840","ribosome","CC","ribosome","Cellular Component"
"Lcu.1GRN.Chr7",4456867,4458544,"Lcu.1GRN.7g002400","Lcu.1GRN.7g002400","40S ribosomal protein S8",6.272664414,"Lcu.1GRN.7g002400","GO:0006412","translation","BP","translation","Biological Process"
"Lcu.1GRN.Chr3",384816128,384816874,"Lcu.1GRN.3g054740","Lcu.1GRN.3g054740","40S ribosomal protein S9",8.567536692,"Lcu.1GRN.3g054740","GO:0019843","rRNA binding","MF","rRNA binding","Molecular Function"
"Lcu.1GRN.Chr3",384816128,384816874,"Lcu.1GRN.3g054740","Lcu.1GRN.3g054740","40S ribosomal protein S9",8.567536692,"Lcu.1GRN.3g054740","GO:0003735","structural constituent of ribosome","MF","structural constituent of ribosome","Molecular Function"
"Lcu.1GRN.Chr3",384816128,384816874,"Lcu.1GRN.3g054740","Lcu.1GRN.3g054740","40S ribosomal protein S9",8.567536692,"Lcu.1GRN.3g054740","GO:0015935","small ribosomal subunit","CC","small ribosomal subunit","Cellular Component"
"Lcu.1GRN.Chr3",384816128,384816874,"Lcu.1GRN.3g054740","Lcu.1GRN.3g054740","40S ribosomal protein S9",8.567536692,"Lcu.1GRN.3g054740","GO:0022627","cytosolic small ribosomal subunit","CC","cytosolic small ribosomal subunit","Cellular Component"
"Lcu.1GRN.Chr3",384816128,384816874,"Lcu.1GRN.3g054740","Lcu.1GRN.3g054740","40S ribosomal protein S9",8.567536692,"Lcu.1GRN.3g054740","GO:0042274","ribosomal small subunit biogenesis","BP","ribosomal small subunit biogenesis","Biological Process"
"Lcu.1GRN.Chr3",384816128,384816874,"Lcu.1GRN.3g054740","Lcu.1GRN.3g054740","40S ribosomal protein S9",8.567536692,"Lcu.1GRN.3g054740","GO:0006412","translation","BP","translation","Biological Process"
"Lcu.1GRN.Chr4",324576638,324577296,"Lcu.1GRN.4g039310","Lcu.1GRN.4g039310","40S ribosomal protein SA",8.04279485,"Lcu.1GRN.4g039310","GO:0003735","structural constituent of ribosome","MF","structural constituent of ribosome","Molecular Function"
"Lcu.1GRN.Chr4",324576638,324577296,"Lcu.1GRN.4g039310","Lcu.1GRN.4g039310","40S ribosomal protein SA",8.04279485,"Lcu.1GRN.4g039310","GO:0006412","translation","BP","translation","Biological Process"
"Lcu.1GRN.Chr4",324576638,324577296,"Lcu.1GRN.4g039310","Lcu.1GRN.4g039310","40S ribosomal protein SA",8.04279485,"Lcu.1GRN.4g039310","GO:0015935","small ribosomal subunit","CC","small ribosomal subunit","Cellular Component"
"Lcu.1GRN.Chr4",324576638,324577296,"Lcu.1GRN.4g039310","Lcu.1GRN.4g039310","40S ribosomal protein SA",8.04279485,"Lcu.1GRN.4g039310","GO:0005840","ribosome","CC","ribosome","Cellular Component"
"Lcu.1GRN.Chr6",274893234,274895185,"Lcu.1GRN.6g031860","Lcu.1GRN.6g031860","4-hydroxy-tetrahydrodipicolinate synthase",4.738840699,"Lcu.1GRN.6g031860","GO:0016829","lyase activity","MF","lyase activity","Molecular Function"
"Lcu.1GRN.Chr6",274893234,274895185,"Lcu.1GRN.6g031860","Lcu.1GRN.6g031860","4-hydroxy-tetrahydrodipicolinate synthase",4.738840699,"Lcu.1GRN.6g031860","GO:0008840","4-hydroxy-tetrahydrodipicolinate synthase activity","MF","4-hydroxy-tetrahydrodipicolinate synthase activity","Molecular Function"
"Lcu.1GRN.Chr6",274893234,274895185,"Lcu.1GRN.6g031860","Lcu.1GRN.6g031860","4-hydroxy-tetrahydrodipicolinate synthase",4.738840699,"Lcu.1GRN.6g031860","GO:0009089","lysine biosynthetic process via diaminopimelate","BP","lysine biosynthetic process via diaminopimelate","Biological Process"
"Lcu.1GRN.Chr6",340702622,340703178,"Lcu.1GRN.6g042490","Lcu.1GRN.6g042490","50S ribosomal protein 5;  chloroplastic",6.281792177,"Lcu.1GRN.6g042490","GO:0009535","chloroplast thylakoid membrane","CC","chloroplast thylakoid membrane","Cellular Component"
"Lcu.1GRN.Chr6",340702622,340703178,"Lcu.1GRN.6g042490","Lcu.1GRN.6g042490","50S ribosomal protein 5;  chloroplastic",6.281792177,"Lcu.1GRN.6g042490","GO:0032544","plastid translation","BP","plastid translation","Biological Process"
"Lcu.1GRN.Chr2",936163,936474,"Lcu.1GRN.2g000510","Lcu.1GRN.2g000510","50S ribosomal protein 6;  chloroplastic",4.930762925,"Lcu.1GRN.2g000510","GO:0003735","structural constituent of ribosome","MF","structural constituent of ribosome","Molecular Function"
"Lcu.1GRN.Chr2",936163,936474,"Lcu.1GRN.2g000510","Lcu.1GRN.2g000510","50S ribosomal protein 6;  chloroplastic",4.930762925,"Lcu.1GRN.2g000510","GO:0005840","ribosome","CC","ribosome","Cellular Component"
"Lcu.1GRN.Chr2",936163,936474,"Lcu.1GRN.2g000510","Lcu.1GRN.2g000510","50S ribosomal protein 6;  chloroplastic",4.930762925,"Lcu.1GRN.2g000510","GO:0006412","translation","BP","translation","Biological Process"
"Lcu.1GRN.Chr2",936163,936474,"Lcu.1GRN.2g000510","Lcu.1GRN.2g000510","50S ribosomal protein 6;  chloroplastic",4.930762925,"Lcu.1GRN.2g000510","GO:0009507","chloroplast","CC","chloroplast","Cellular Component"
"Lcu.1GRN.Chr2",936163,936474,"Lcu.1GRN.2g000510","Lcu.1GRN.2g000510","50S ribosomal protein 6;  chloroplastic",4.930762925,"Lcu.1GRN.2g000510","GO:0019843","rRNA binding","MF","rRNA binding","Molecular Function"
"Lcu.1GRN.Chr4",114061211,114061709,"Lcu.1GRN.4g016040","Lcu.1GRN.4g016040","50S ribosomal protein L31",6.446870086,"Lcu.1GRN.4g016040","GO:0003735","structural constituent of ribosome","MF","structural constituent of ribosome","Molecular Function"
"Lcu.1GRN.Chr4",114061211,114061709,"Lcu.1GRN.4g016040","Lcu.1GRN.4g016040","50S ribosomal protein L31",6.446870086,"Lcu.1GRN.4g016040","GO:0005840","ribosome","CC","ribosome","Cellular Component"
"Lcu.1GRN.Chr4",114061211,114061709,"Lcu.1GRN.4g016040","Lcu.1GRN.4g016040","50S ribosomal protein L31",6.446870086,"Lcu.1GRN.4g016040","GO:0006412","translation","BP","translation","Biological Process"
"Lcu.1GRN.Chr5",30443710,30444568,"Lcu.1GRN.5g012400","Lcu.1GRN.5g012400","5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase",5.592569352,"Lcu.1GRN.5g012400","GO:0003871","5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity","MF","5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity","Molecular Function"
"Lcu.1GRN.Chr5",30443710,30444568,"Lcu.1GRN.5g012400","Lcu.1GRN.5g012400","5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase",5.592569352,"Lcu.1GRN.5g012400","GO:0008270","zinc ion binding","MF","zinc ion binding","Molecular Function"
"Lcu.1GRN.Chr5",30451634,30452492,"Lcu.1GRN.5g012420","Lcu.1GRN.5g012420","5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase",5.592569352,"Lcu.1GRN.5g012420","GO:0003871","5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity","MF","5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity","Molecular Function"
"Lcu.1GRN.Chr5",30451634,30452492,"Lcu.1GRN.5g012420","Lcu.1GRN.5g012420","5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase",5.592569352,"Lcu.1GRN.5g012420","GO:0008270","zinc ion binding","MF","zinc ion binding","Molecular Function"
"Lcu.1GRN.Chr2",321674889,321678032,"Lcu.1GRN.2g043110","Lcu.1GRN.2g043110","5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase",4.67341553,"Lcu.1GRN.2g043110","GO:0003871","5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity","MF","5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity","Molecular Function"
"Lcu.1GRN.Chr2",321674889,321678032,"Lcu.1GRN.2g043110","Lcu.1GRN.2g043110","5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase",4.67341553,"Lcu.1GRN.2g043110","GO:0008270","zinc ion binding","MF","zinc ion binding","Molecular Function"
"Lcu.1GRN.Chr2",321674889,321678032,"Lcu.1GRN.2g043110","Lcu.1GRN.2g043110","5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase",4.67341553,"Lcu.1GRN.2g043110","GO:0008652","amino acid biosynthetic process","BP","amino acid biosynthetic process","Biological Process"
"Lcu.1GRN.Chr3",348578901,348584093,"Lcu.1GRN.3g048010","Lcu.1GRN.3g048010","60S acidic ribosomal protein P0",4.594173006,"Lcu.1GRN.3g048010","GO:0000027","ribosomal large subunit assembly","BP","ribosomal large subunit assembly","Biological Process"
"Lcu.1GRN.Chr3",348578901,348584093,"Lcu.1GRN.3g048010","Lcu.1GRN.3g048010","60S acidic ribosomal protein P0",4.594173006,"Lcu.1GRN.3g048010","GO:0002181","cytoplasmic translation","BP","cytoplasmic translation","Biological Process"
"Lcu.1GRN.Chr3",348578901,348584093,"Lcu.1GRN.3g048010","Lcu.1GRN.3g048010","60S acidic ribosomal protein P0",4.594173006,"Lcu.1GRN.3g048010","GO:0003735","structural constituent of ribosome","MF","structural constituent of ribosome","Molecular Function"
"Lcu.1GRN.Chr3",348578901,348584093,"Lcu.1GRN.3g048010","Lcu.1GRN.3g048010","60S acidic ribosomal protein P0",4.594173006,"Lcu.1GRN.3g048010","GO:0022625","cytosolic large ribosomal subunit","CC","cytosolic large ribosomal subunit","Cellular Component"
"Lcu.1GRN.Chr3",348578901,348584093,"Lcu.1GRN.3g048010","Lcu.1GRN.3g048010","60S acidic ribosomal protein P0",4.594173006,"Lcu.1GRN.3g048010","GO:0070180","large ribosomal subunit rRNA binding","MF","large ribosomal subunit rRNA binding","Molecular Function"
"Lcu.1GRN.Chr7",631304952,631307078,"Lcu.1GRN.7g069760","Lcu.1GRN.7g069760","60S ribosomal L14-like protein",6.381848133,"Lcu.1GRN.7g069760","GO:0003735","structural constituent of ribosome","MF","structural constituent of ribosome","Molecular Function"
"Lcu.1GRN.Chr7",631304952,631307078,"Lcu.1GRN.7g069760","Lcu.1GRN.7g069760","60S ribosomal L14-like protein",6.381848133,"Lcu.1GRN.7g069760","GO:0005840","ribosome","CC","ribosome","Cellular Component"
"Lcu.1GRN.Chr7",631304952,631307078,"Lcu.1GRN.7g069760","Lcu.1GRN.7g069760","60S ribosomal L14-like protein",6.381848133,"Lcu.1GRN.7g069760","GO:0006412","translation","BP","translation","Biological Process"
"Lcu.1GRN.Chr7",631304952,631307078,"Lcu.1GRN.7g069760","Lcu.1GRN.7g069760","60S ribosomal L14-like protein",6.381848133,"Lcu.1GRN.7g069760","GO:0003723","RNA binding","MF","RNA binding","Molecular Function"
"Lcu.1GRN.Chr7",631304952,631307078,"Lcu.1GRN.7g069760","Lcu.1GRN.7g069760","60S ribosomal L14-like protein",6.381848133,"Lcu.1GRN.7g069760","GO:0022625","cytosolic large ribosomal subunit","CC","cytosolic large ribosomal subunit","Cellular Component"
"Lcu.1GRN.Chr7",631304952,631307078,"Lcu.1GRN.7g069760","Lcu.1GRN.7g069760","60S ribosomal L14-like protein",6.381848133,"Lcu.1GRN.7g069760","GO:0042273","ribosomal large subunit biogenesis","BP","ribosomal large subunit biogenesis","Biological Process"
"Lcu.1GRN.Chr4",115413306,115416356,"Lcu.1GRN.4g016240","Lcu.1GRN.4g016240","60S ribosomal protein L10",5.296686333,"Lcu.1GRN.4g016240","GO:0003735","structural constituent of ribosome","MF","structural constituent of ribosome","Molecular Function"
"Lcu.1GRN.Chr4",115413306,115416356,"Lcu.1GRN.4g016240","Lcu.1GRN.4g016240","60S ribosomal protein L10",5.296686333,"Lcu.1GRN.4g016240","GO:0005840","ribosome","CC","ribosome","Cellular Component"
"Lcu.1GRN.Chr4",115413306,115416356,"Lcu.1GRN.4g016240","Lcu.1GRN.4g016240","60S ribosomal protein L10",5.296686333,"Lcu.1GRN.4g016240","GO:0006412","translation","BP","translation","Biological Process"
"Lcu.1GRN.Chr4",115413374,115413929,"Lcu.1GRN.4g016250","Lcu.1GRN.4g016250","60S ribosomal protein L10",5.296686333,"Lcu.1GRN.4g016250","GO:0003735","structural constituent of ribosome","MF","structural constituent of ribosome","Molecular Function"
"Lcu.1GRN.Chr4",115413374,115413929,"Lcu.1GRN.4g016250","Lcu.1GRN.4g016250","60S ribosomal protein L10",5.296686333,"Lcu.1GRN.4g016250","GO:0005840","ribosome","CC","ribosome","Cellular Component"
"Lcu.1GRN.Chr4",115413374,115413929,"Lcu.1GRN.4g016250","Lcu.1GRN.4g016250","60S ribosomal protein L10",5.296686333,"Lcu.1GRN.4g016250","GO:0006412","translation","BP","translation","Biological Process"
"Lcu.1GRN.Chr3",317442724,317444023,"Lcu.1GRN.3g042260","Lcu.1GRN.3g042260","60S ribosomal protein L17",5.277901767,"Lcu.1GRN.3g042260","GO:0003735","structural constituent of ribosome","MF","structural constituent of ribosome","Molecular Function"
"Lcu.1GRN.Chr3",317442724,317444023,"Lcu.1GRN.3g042260","Lcu.1GRN.3g042260","60S ribosomal protein L17",5.277901767,"Lcu.1GRN.3g042260","GO:0005840","ribosome","CC","ribosome","Cellular Component"
"Lcu.1GRN.Chr3",317442724,317444023,"Lcu.1GRN.3g042260","Lcu.1GRN.3g042260","60S ribosomal protein L17",5.277901767,"Lcu.1GRN.3g042260","GO:0006412","translation","BP","translation","Biological Process"
"Lcu.1GRN.Chr3",317442724,317444023,"Lcu.1GRN.3g042260","Lcu.1GRN.3g042260","60S ribosomal protein L17",5.277901767,"Lcu.1GRN.3g042260","GO:0015934","large ribosomal subunit","CC","large ribosomal subunit","Cellular Component"
"Lcu.1GRN.Chr3",317442724,317444023,"Lcu.1GRN.3g042260","Lcu.1GRN.3g042260","60S ribosomal protein L17",5.277901767,"Lcu.1GRN.3g042260","GO:0002181","cytoplasmic translation","BP","cytoplasmic translation","Biological Process"
"Lcu.1GRN.Chr3",317442724,317444023,"Lcu.1GRN.3g042260","Lcu.1GRN.3g042260","60S ribosomal protein L17",5.277901767,"Lcu.1GRN.3g042260","GO:0022625","cytosolic large ribosomal subunit","CC","cytosolic large ribosomal subunit","Cellular Component"
