"scenario","snp_id","chr","window_start","xpclr_score","z_score","term","slope","std.error","statistic","p.value","r_squared","fdr_p","significant","direction"
"adaptation","Lcu.1GRN.Chr6:374194029","Lcu.1GRN.Chr6",373700001,174.419874176474,8.13255299041167,"mean_year",0.0255395418920956,0.00410805478692447,6.21694286390371,0.00340733615605979,0.906214197063935,0.0224806212148826,TRUE,"increasing"
"adaptation","Lcu.1GRN.Chr6:374194101","Lcu.1GRN.Chr6",373700001,174.419874176474,8.13255299041167,"mean_year",0.0255395418920956,0.00410805478692447,6.21694286390371,0.00340733615605979,0.906214197063935,0.0224806212148826,TRUE,"increasing"
"adaptation","Lcu.1GRN.Chr3:317467018","Lcu.1GRN.Chr3",317000001,106.865113427949,4.78226286199685,"mean_year",-0.00985670775970596,0.00183956613227595,-5.3581698351399,0.00585349244679747,0.877713177659264,0.0225942129502471,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr2:894356","Lcu.1GRN.Chr2",750001,109.859447010238,4.93076292521619,"mean_year",-0.00636345313622518,0.00128993423073197,-4.93316091985113,0.00785507017463686,0.858837197265044,0.025972324207539,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr4:113999772","Lcu.1GRN.Chr4",113950001,135.679055225656,6.21125267257338,"mean_year",-0.0148989634399498,0.00303651727157425,-4.90659598067281,0.00800597679441149,0.85752288491471,0.0262426771411063,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr3:317183937","Lcu.1GRN.Chr3",316950001,116.859103898596,5.2779017665875,"mean_year",0.0107053273143806,0.00224411122537244,4.77040852224421,0.00883742809745196,0.850505277972098,0.0277493926187304,TRUE,"increasing"
"adaptation","Lcu.1GRN.Chr4:170688229","Lcu.1GRN.Chr4",170250001,132.101731813414,6.03383999016014,"mean_year",-0.0132297912259964,0.00278025001341114,-4.75848976249604,0.00891508275849335,0.849868023594859,0.0278997432226838,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr4:180152004","Lcu.1GRN.Chr4",180150001,114.759558154541,5.17377753755428,"mean_year",-0.030679318868614,0.00645976975739545,-4.7492898386186,0.00897559099749847,0.849373510376051,0.0280291721766224,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr2:894090","Lcu.1GRN.Chr2",750001,109.859447010238,4.93076292521619,"mean_year",-0.00665301135346832,0.00141463208583533,-4.70299763456855,0.00928774074969925,0.846850011519884,0.0288624928087559,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr6:59799981","Lcu.1GRN.Chr6",59300001,111.522659171331,5.01324776008245,"mean_year",-0.0276160216541844,0.00597694007489378,-4.62042806321347,0.00987791933642888,0.8421988360547,0.0303719911350496,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr4:180434244","Lcu.1GRN.Chr4",180150001,114.759558154541,5.17377753755428,"mean_year",-0.0301445624940949,0.00662696810972139,-4.54877132272215,0.0104273379850127,0.837999754104685,0.0317244917893303,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr6:343669695","Lcu.1GRN.Chr6",343650001,172.865638031152,8.05547267871784,"mean_year",-0.013529507000792,0.00299852153766659,-4.51205930350611,0.0107231637891461,0.83578748363177,0.0324853316801934,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr6:343670214","Lcu.1GRN.Chr6",343650001,172.865638031152,8.05547267871784,"mean_year",-0.013529507000792,0.00299852153766659,-4.51205930350611,0.0107231637891461,0.83578748363177,0.0324853316801934,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr6:398644254","Lcu.1GRN.Chr6",398200001,184.20245443053,8.61770728142595,"mean_year",0.0326165757942722,0.00741998679358741,4.39577275561467,0.0117297306661418,0.828494139104885,0.0350934900454914,TRUE,"increasing"
"adaptation","Lcu.1GRN.Chr4:499671749","Lcu.1GRN.Chr4",499200001,108.789793276114,4.87771484530963,"mean_year",0.0328326034036529,0.00765064564668007,4.29148138861984,0.01273119981146,0.821562499199332,0.0376226135984069,TRUE,"increasing"
"adaptation","Lcu.1GRN.Chr4:499281432","Lcu.1GRN.Chr4",499000001,145.23976305722,6.68540349057396,"mean_year",-0.0252430473714261,0.00600734615865827,-4.2020297656801,0.0136734701390561,0.815302673577463,0.0401818979626477,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr7:649004454","Lcu.1GRN.Chr7",648950001,128.231040979385,5.84187813362026,"mean_year",-0.00621549499064101,0.00147974189612057,-4.20039130265632,0.0136915000949629,0.81518518964504,0.0402208679209046,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr6:342277333","Lcu.1GRN.Chr6",341900001,177.776339860745,8.29901252226072,"mean_year",-0.00560585261623172,0.00137247752816981,-4.08447679555604,0.0150430773738808,0.806603996727144,0.0437494188176933,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403733268","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00606181050399251,0.00148716725363381,-4.07607852390564,0.0151471107297599,0.805961033570675,0.0439912988618441,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr2:894284","Lcu.1GRN.Chr2",750001,109.859447010238,4.93076292521619,"mean_year",-0.00633615220359627,0.00156497768872859,-4.04871727516055,0.0154921073780267,0.80384571821076,0.0448234763726508,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403783771","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",0.00542263383210207,0.00134106626122375,4.04352416349197,0.0155586505708738,0.803440650149324,0.0448467733816642,TRUE,"increasing"
"adaptation","Lcu.1GRN.Chr5:403783785","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00542263383210209,0.00134106626122375,-4.04352416349199,0.0155586505708734,0.803440650149325,0.0448467733816642,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403783824","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00542263383210209,0.00134106626122375,-4.04352416349199,0.0155586505708734,0.803440650149325,0.0448467733816642,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr6:398644128","Lcu.1GRN.Chr6",398200001,184.20245443053,8.61770728142595,"mean_year",0.0328935716270527,0.00812846835181588,4.04671214838456,0.015517759892012,0.803689452690355,0.0448467733816642,TRUE,"increasing"
"adaptation","Lcu.1GRN.Chr4:105703035","Lcu.1GRN.Chr4",105700001,140.559739868643,6.45330385295097,"mean_year",-0.014989782938118,0.00371699872187919,-4.03276515805193,0.0156976112919799,0.802597762320657,0.0451855473162314,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403340471","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00617347721214128,0.00153241314915756,-4.02859843348064,0.0157518284926189,0.802269993253982,0.0452952340629895,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403340537","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00617347721214128,0.00153241314915756,-4.02859843348064,0.0157518284926189,0.802269993253982,0.0452952340629895,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403474768","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",0.00449789375802546,0.00112211319469634,4.00841357118403,0.0160176833316181,0.800671531209446,0.0458098139094156,TRUE,"increasing"
"adaptation","Lcu.1GRN.Chr5:403474802","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",0.00449789375802546,0.00112211319469634,4.00841357118403,0.0160176833316181,0.800671531209446,0.0458098139094156,TRUE,"increasing"
"adaptation","Lcu.1GRN.Chr5:30261959","Lcu.1GRN.Chr5",30150001,123.204015122833,5.59256935188707,"mean_year",-0.00603045938518331,0.00151046154922701,-3.99246136935392,0.0162316135815514,0.799395657208266,0.0463088739485517,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403340209","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00624456562613151,0.00156646420537945,-3.98640811879827,0.0163136898754211,0.798908573160096,0.046357702294239,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403497634","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00624456562613151,0.00156646420537945,-3.98640811879827,0.0163136898754211,0.798908573160096,0.046357702294239,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403497703","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00624456562613151,0.00156646420537945,-3.98640811879827,0.0163136898754211,0.798908573160096,0.046357702294239,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403740828","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00571068667021632,0.00143498637991432,-3.97961036435571,0.0164064563588756,0.798359642098794,0.0465116144305064,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403741053","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00571068667021632,0.00143498637991432,-3.97961036435571,0.0164064563588756,0.798359642098794,0.0465116144305064,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403498994","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00626971998800498,0.00157939010897944,-3.96970954317064,0.0165427060431627,0.79755644410118,0.0468506322256664,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403498996","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00626971998800498,0.00157939010897944,-3.96970954317064,0.0165427060431627,0.79755644410118,0.0468506322256664,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr6:374198908","Lcu.1GRN.Chr6",373700001,174.419874176474,8.13255299041167,"mean_year",0.0277977724522558,0.0070273636397168,3.95564736328004,0.0167385666274593,0.796408089640593,0.0472783224835872,TRUE,"increasing"
"adaptation","Lcu.1GRN.Chr5:403496808","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00606550968614582,0.00153404448900675,-3.9539333634796,0.0167626295339733,0.796267509151144,0.0473145975533904,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr4:486192959","Lcu.1GRN.Chr4",486150001,111.691054834797,5.02159912307635,"mean_year",0.0079426670904323,0.00201661826414203,3.93860713832794,0.0169796522539223,0.795004528809559,0.0478311246190985,TRUE,"increasing"
"adaptation","Lcu.1GRN.Chr7:648975933","Lcu.1GRN.Chr7",648950001,128.231040979385,5.84187813362026,"mean_year",0.00632537859160575,0.00161012236310451,3.92850800445355,0.0171245035326595,0.794166420517182,0.0482069635495493,TRUE,"increasing"
"adaptation","Lcu.1GRN.Chr5:403339041","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00614945137704028,0.00156868491961707,-3.92013163391755,0.0172457721092312,0.793467714543991,0.0485159579617266,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403339763","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00633971473408768,0.00161764328574699,-3.91910552217954,0.0172606983804224,0.793381899232433,0.0485417572992605,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr2:415398574","Lcu.1GRN.Chr2",415350001,119.920350907341,5.42972031379865,"mean_year",0.0094225383577257,0.0024129038755596,3.90506163679662,0.0174665536886605,0.792202463816744,0.0490361633573583,TRUE,"increasing"
"adaptation","Lcu.1GRN.Chr5:403589408","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00613659810013606,0.00157316194033789,-3.90080508737582,0.0175295272139477,0.791843169886611,0.0490361633573583,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403706410","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00613659810013606,0.00157316194033789,-3.90080508737582,0.0175295272139477,0.791843169886611,0.0490361633573583,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403709075","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00613659810013606,0.00157316194033789,-3.90080508737582,0.0175295272139477,0.791843169886611,0.0490361633573583,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403709364","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00613659810013606,0.00157316194033789,-3.90080508737582,0.0175295272139477,0.791843169886611,0.0490361633573583,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403709379","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00613659810013606,0.00157316194033789,-3.90080508737582,0.0175295272139477,0.791843169886611,0.0490361633573583,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403711603","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00613659810013606,0.00157316194033789,-3.90080508737582,0.0175295272139477,0.791843169886611,0.0490361633573583,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403712902","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00613659810013606,0.00157316194033789,-3.90080508737582,0.0175295272139477,0.791843169886611,0.0490361633573583,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403723305","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00613659810013606,0.00157316194033789,-3.90080508737582,0.0175295272139477,0.791843169886611,0.0490361633573583,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403719707","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00635053883158361,0.00163080169944925,-3.8941208080224,0.0176289685731277,0.791277234203096,0.0492816443307122,TRUE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:30124031","Lcu.1GRN.Chr5",30100001,107.266608104153,4.80217446608504,"mean_year",-0.00484965446273817,0.00126663904586843,-3.82875806533593,0.0186379055537345,0.785630700707572,0.0513699658301296,FALSE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:30124323","Lcu.1GRN.Chr5",30100001,107.266608104153,4.80217446608504,"mean_year",-0.00484965446273817,0.00126663904586843,-3.82875806533593,0.0186379055537345,0.785630700707572,0.0513699658301296,FALSE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403589255","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00623174720809222,0.00163072017845048,-3.82146936699689,0.0187546518524771,0.784988176845075,0.0514898221757136,FALSE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403589293","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00623174720809222,0.00163072017845048,-3.82146936699689,0.0187546518524771,0.784988176845075,0.0514898221757136,FALSE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403589362","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00623174720809222,0.00163072017845048,-3.82146936699689,0.0187546518524771,0.784988176845075,0.0514898221757136,FALSE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403589393","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00623174720809222,0.00163072017845048,-3.82146936699689,0.0187546518524771,0.784988176845075,0.0514898221757136,FALSE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403706228","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00623174720809222,0.00163072017845048,-3.82146936699689,0.0187546518524771,0.784988176845075,0.0514898221757136,FALSE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403706482","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00623174720809222,0.00163072017845048,-3.82146936699689,0.0187546518524771,0.784988176845075,0.0514898221757136,FALSE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403712999","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00623174720809222,0.00163072017845048,-3.82146936699689,0.0187546518524771,0.784988176845075,0.0514898221757136,FALSE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403713094","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00623174720809222,0.00163072017845048,-3.82146936699689,0.0187546518524771,0.784988176845075,0.0514898221757136,FALSE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403713116","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00623174720809222,0.00163072017845048,-3.82146936699689,0.0187546518524771,0.784988176845075,0.0514898221757136,FALSE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403724717","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00623174720809222,0.00163072017845048,-3.82146936699689,0.0187546518524771,0.784988176845075,0.0514898221757136,FALSE,"decreasing"
"adaptation","Lcu.1GRN.Chr5:403740979","Lcu.1GRN.Chr5",403300001,99.4080098271092,4.41243754837519,"mean_year",-0.00590098488612863,0.00154759517713471,-3.8130028920444,0.018891364962014,0.784238527965765,0.0517304454836447,FALSE,"decreasing"
